"국적별(1)",국적별(2),2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.02,2022.02,2022.02,2022.02,2022.02,2022.02,2022.03,2022.03,2022.03,2022.03,2022.03,2022.03,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.07,2022.07,2022.07,2022.07,2022.07,2022.07,2022.08,2022.08,2022.08,2022.08,2022.08,2022.08,2022.09,2022.09,2022.09,2022.09,2022.09,2022.09,2022.10,2022.10,2022.10,2022.10,2022.10,2022.10,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.12,2022.12,2022.12,2022.12,2022.12,2022.12,2023.01,2023.01,2023.01,2023.01,2023.01,2023.01,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.04,2023.04,2023.04,2023.04,2023.04,2023.04,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.06,2023.06,2023.06,2023.06,2023.06,2023.06,2023.07,2023.07,2023.07,2023.07,2023.07,2023.07,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.10,2023.10,2023.10,2023.10,2023.10,2023.10,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11,2023.12,2023.12,2023.12,2023.12,2023.12,2023.12,2024.01,2024.01,2024.01,2024.01,2024.01,2024.01,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05,2024.06,2024.06,2024.06,2024.06,2024.06,2024.06,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.10,2024.10,2024.10,2024.10,2024.10,2024.10,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11
"국적별(1)",국적별(2),계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타,계,관광,상용,공용,유학연수,기타
"아시아주",카자흐스탄,245,33,2,2,31,177,450,58,2,0,143,247,418,69,3,1,19,326,829,408,3,8,26,384,2967,2044,5,10,49,859,4732,3594,11,4,70,1053,4319,3049,5,2,61,1202,3658,1751,11,9,575,1312,3055,1531,11,5,139,1369,2925,1737,25,10,14,1139,3542,2488,10,7,38,999,3133,2258,19,4,50,802,2644,1384,11,4,108,1137,2781,1340,12,2,372,1055,3783,2585,20,10,135,1033,3583,2439,10,13,14,1107,3817,2747,14,3,43,1010,3965,2757,17,3,77,1111,4886,3543,11,5,113,1214,5332,3147,21,11,639,1514,4617,2744,12,26,246,1589,4526,3196,16,20,35,1259,3687,2506,18,17,46,1100,3253,2199,13,1,100,940,3907,2453,14,4,151,1285,3812,1910,24,16,497,1365,5450,3992,24,3,228,1203,4409,3189,20,4,29,1167,4558,3356,20,10,40,1132,4338,2925,16,12,77,1308,5134,3651,20,1,106,1356,6120,3285,18,12,868,1937,4832,2838,17,9,285,1683,5008,3643,15,10,24,1316,4116,2800,17,18,76,1205
"아시아주",튀르키예,498,79,10,5,15,389,540,38,16,1,160,325,574,74,13,1,28,458,1392,799,22,6,8,557,2020,1317,8,6,21,668,1594,955,8,3,28,600,1582,695,13,2,37,835,1938,739,19,7,198,975,1737,754,12,7,56,908,2151,1092,9,6,22,1022,2138,1177,13,2,45,901,1887,830,8,8,32,1009,1685,627,12,6,37,1003,1607,514,13,8,147,925,2177,997,23,11,52,1094,3181,1898,20,21,14,1228,2582,1402,13,12,30,1125,2939,1843,16,13,38,1029,3012,1715,13,27,56,1201,2943,1624,17,27,218,1057,3199,1987,20,11,76,1105,3243,2068,14,40,25,1096,2868,1759,11,16,48,1034,2312,1153,12,9,46,1092,2186,974,20,27,52,1113,2116,948,12,8,167,981,3289,1962,12,17,76,1222,6541,5259,8,21,20,1233,3862,2555,17,25,54,1211,4716,3532,10,10,61,1103,4248,2971,13,13,103,1148,4489,3003,20,14,264,1188,4147,2868,15,52,93,1119,4545,3377,20,9,22,1117,3321,2198,12,18,64,1029
"아시아주",캄보디아,900,72,3,2,39,784,850,20,0,34,82,714,818,6,1,-,18,793,1026,45,0,28,9,944,1646,32,11,16,9,1578,1667,322,19,27,18,1281,1982,357,10,48,26,1541,2227,312,7,61,135,1712,2947,630,10,68,37,2202,3447,548,21,81,23,2774,3499,1187,6,99,14,2193,3892,1705,13,59,22,2093,3966,1084,7,48,88,2739,3002,680,6,49,110,2157,3247,975,7,80,23,2162,4159,2040,3,106,4,2006,3533,743,2,106,13,2669,2734,818,5,24,14,1873,3145,1117,5,46,64,1913,2989,673,7,72,138,2099,2785,916,3,149,36,1681,4304,1758,10,150,16,2370,3016,1628,7,140,22,1219,4055,1997,3,72,23,1960,3642,1135,11,39,88,2369,3874,1222,8,48,110,2486,4156,1149,4,60,37,2906,6270,2576,4,114,10,3566,5304,1347,5,289,15,3648,2791,962,7,64,19,1739,3735,1006,9,95,47,2578,3189,746,9,101,149,2184,3171,1358,14,230,42,1527,4536,1667,6,156,12,2695,3573,1585,9,140,20,1819
"아시아주",스리랑카,751,24,0,1,11,715,475,27,4,-,36,408,817,51,5,-,19,742,611,43,5,-,9,554,757,34,13,0,2,708,1438,112,10,4,5,1307,1420,140,17,6,14,1243,1293,154,25,1,77,1036,1837,360,29,11,12,1425,1910,302,35,1,13,1559,2357,282,49,4,23,1999,1771,184,20,2,15,1550,1516,93,9,0,24,1390,1632,104,22,1,76,1429,1996,134,22,2,37,1801,1326,186,27,4,4,1105,1856,293,27,4,13,1519,1807,212,31,5,12,1547,1597,353,14,0,14,1216,1952,180,12,0,97,1663,2202,365,24,2,58,1753,2051,379,37,2,15,1618,1265,233,49,4,9,970,2204,167,23,2,11,2001,2301,152,26,5,32,2086,2313,160,24,1,85,2043,2435,175,51,4,117,2088,1971,298,29,16,12,1616,2753,361,58,3,19,2312,1977,333,30,3,32,1579,2375,368,43,1,25,1938,2942,331,29,5,125,2452,2786,549,55,13,124,2045,2007,416,57,3,15,1516,1984,321,38,6,16,1603
"아시아주",방글라데시,720,147,9,32,55,477,689,20,10,8,170,481,898,87,9,6,203,593,1117,59,27,7,36,988,1095,102,45,33,21,894,1213,108,47,23,10,1025,1314,214,56,20,62,962,1959,217,57,29,301,1355,1395,269,68,83,150,825,1228,237,74,64,18,835,1862,354,80,79,21,1328,1784,214,29,14,20,1507,1302,111,38,7,106,1040,1442,89,51,22,297,983,1762,120,51,24,326,1241,1161,172,57,22,18,892,1745,200,82,47,47,1369,1158,192,59,44,36,827,2140,720,56,136,141,1087,2208,341,68,62,364,1373,1577,258,70,63,291,895,2236,375,141,118,51,1551,1402,355,100,73,40,834,1755,252,62,41,60,1340,1655,183,68,19,175,1210,2311,139,56,25,524,1567,2017,114,52,17,355,1479,1608,247,95,51,39,1176,1975,287,98,65,54,1471,1420,248,83,65,59,965,2174,196,72,33,143,1730,3008,233,79,63,565,2068,2592,327,82,70,463,1650,1766,351,115,36,46,1218,1735,357,106,46,78,1148
"아시아주",파키스탄,363,3,20,4,51,285,538,15,46,0,141,336,490,18,45,1,55,371,637,46,47,1,130,413,609,47,59,5,116,382,725,110,98,11,42,464,800,165,151,7,68,409,1034,156,184,13,254,427,966,234,127,15,201,389,1589,284,120,27,29,1129,935,218,105,20,33,559,825,163,72,10,41,539,779,152,84,7,106,430,1005,126,91,4,281,503,1110,177,129,7,205,592,733,170,73,16,18,456,960,210,142,42,47,519,933,245,72,13,57,546,957,220,113,11,119,494,1243,258,126,16,250,593,1037,271,136,27,208,395,1342,390,204,45,49,654,930,291,166,30,49,394,1168,256,141,29,61,681,1212,219,171,10,134,678,1613,215,176,4,378,840,1241,189,156,5,214,677,1177,315,183,29,53,597,1259,364,185,33,40,637,1236,395,152,30,52,607,1472,430,238,20,133,651,1759,329,220,9,385,816,1603,471,218,45,230,639,1134,454,203,22,60,395,1139,404,155,27,62,491
"아시아주",이스라엘,110,7,13,-,8,82,93,9,18,-,18,48,107,38,33,1,2,33,241,193,15,0,1,32,445,406,6,0,5,28,444,389,11,-,2,42,475,435,6,0,2,32,481,412,3,1,26,39,1174,1119,5,1,2,47,1409,1348,8,0,4,49,851,815,5,0,4,27,436,400,3,-,6,27,394,337,9,-,9,39,397,343,5,-,14,35,1546,1509,6,0,3,28,2271,2226,5,-,2,38,1626,1525,8,2,5,86,1036,1000,2,-,3,31,1151,1088,7,-,4,52,1471,1377,7,2,34,51,1881,1817,4,14,7,39,940,902,6,4,2,26,394,362,5,5,2,20,318,269,10,7,4,28,455,417,7,2,4,25,386,334,3,3,19,27,1072,1001,6,16,6,43,1647,1582,7,6,2,50,1564,1511,6,4,6,37,918,867,4,8,6,33,1129,1070,6,5,4,44,1242,1147,3,7,36,49,1632,1560,9,19,5,39,2811,2743,6,12,2,48,1363,1301,5,12,5,40
"아시아주",이란,61,12,1,-,20,28,112,10,3,4,61,34,144,57,1,0,15,71,67,43,2,0,4,18,138,91,5,3,9,30,190,124,12,1,11,42,183,60,48,2,22,51,300,145,49,14,51,41,287,136,64,3,41,43,422,339,30,8,6,39,320,197,46,3,16,58,185,78,54,-,11,42,124,36,37,-,16,35,139,30,33,8,38,30,245,160,36,1,14,34,187,86,70,-,8,23,287,201,37,2,13,34,237,134,45,5,19,34,269,144,44,2,25,54,316,150,40,2,62,62,468,335,40,10,32,51,373,235,57,16,17,48,248,160,25,7,19,37,229,100,74,3,22,30,180,71,37,1,24,47,212,66,29,1,73,43,499,382,52,2,30,33,289,189,47,6,9,38,344,249,21,16,11,47,328,228,39,2,23,36,320,188,53,1,27,51,704,491,42,5,111,55,435,298,39,8,34,56,279,182,35,6,12,44,287,191,29,8,21,38
"아시아주",아시아 기타,1811,48,238,43,81,1401,1911,38,324,25,329,1195,2352,72,330,31,159,1760,2904,170,370,69,62,2233,3531,152,369,109,62,2839,4745,508,421,79,78,3659,4925,665,539,129,101,3491,5873,797,639,141,734,3562,6062,947,896,271,305,3643,5362,1305,632,325,54,3046,6666,1096,644,441,119,4366,4895,1511,488,146,112,2638,4937,811,446,132,288,3260,6937,1119,654,133,906,4125,7291,1268,727,170,579,4547,6765,2063,510,251,67,3874,7978,1810,817,516,86,4749,7636,1787,735,245,110,4759,7591,2109,790,258,285,4149,8721,2116,686,243,1345,4331,6016,1790,752,327,905,2242,6271,2323,735,421,87,2705,6333,2156,653,362,146,3016,8253,2998,492,136,283,4344,7047,1285,492,111,349,4810,7859,1340,607,180,1250,4482,8799,1649,516,212,1839,4583,9630,2805,599,220,63,5943,7983,1883,670,379,140,4911,6521,1783,641,271,356,3470,7518,1952,606,291,387,4282,10191,2193,591,259,3137,4011,9120,2198,690,397,1034,4801,8532,2722,984,332,113,4381,8551,2311,629,464,199,4948
"미주",소계,19748,3375,205,1495,250,14423,19869,4124,101,861,2051,12732,20390,6161,112,1058,148,12911,37993,23222,164,1373,38,13196,51659,34329,199,2120,183,14828,64865,48017,190,1682,161,14815,65303,45087,250,2742,207,17017,61643,37921,283,2339,2692,18408,75336,56186,268,1784,186,16912,92022,72360,299,1477,68,17818,80119,59324,296,2262,324,17913,78825,57318,268,2441,497,18301,62345,37438,433,2921,494,21059,58796,37789,233,1981,2315,16478,109322,86106,389,2757,247,19823,137873,114481,355,3344,155,19538,129355,104206,389,2597,524,21639,143033,119509,324,2970,455,19775,134437,107663,339,3957,467,22011,107051,78054,415,2826,2538,23218,123884,98963,329,2945,251,21396,148828,120478,509,2490,177,25174,120314,95291,336,3012,548,21127,97989,73176,330,3300,574,20609,80547,54893,461,2961,504,21728,81912,56096,318,2482,2217,20799,154163,124460,383,4199,303,24818,159909,133069,351,2699,232,23558,157877,128750,385,3403,746,24593,181262,153032,359,3810,652,23409,155900,126792,321,4131,461,24195,140091,106448,420,3591,3024,26608,149342,118378,408,3041,351,27164,191544,160220,326,3167,231,27600,143531,115020,340,3047,942,24182
"미주",미국,15570,3127,159,1447,115,10722,15845,3847,50,834,1406,9708,16968,5733,62,1036,50,10087,30882,19169,113,1321,17,10262,42490,28486,160,2068,111,11665,55444,41871,136,1653,102,11682,53942,37516,191,2691,106,13438,50299,31417,210,2290,1747,14635,60435,45126,200,1731,95,13283,73560,58193,209,1431,40,13687,64861,48323,206,2201,231,13900,63352,46403,202,2407,334,14006,49120,29312,333,2860,240,16375,46204,29488,153,1936,1610,13017,86430,68109,269,2652,136,15264,108818,90404,254,3261,117,14782,101915,82657,280,2489,369,16120,121378,103113,243,2896,304,14822,104823,83754,252,3857,241,16719,83250,60541,300,2745,1702,17962,96925,77561,234,2862,130,16138,115763,93949,359,2334,112,19009,93498,73873,241,2938,389,16057,78291,58272,240,3249,402,16128,61754,41299,340,2878,240,16997,62607,42206,226,2419,1506,16250,119955,96895,290,4110,190,18470,122728,102397,254,2600,157,17320,122694,99757,275,3326,558,18778,151721,129522,265,3699,438,17797,120874,97896,238,4048,261,18431,102057,76222,285,3469,2055,20026,109695,86051,281,2938,195,20230,141152,117442,226,3021,167,20296,108982,86644,231,2905,738,18464
"미주",캐나다,3453,171,15,13,25,3229,2920,205,16,6,120,2573,2681,293,26,4,15,2343,5559,3012,22,24,6,2495,7053,4345,17,11,6,2674,7231,4482,21,9,15,2704,8871,5744,19,14,26,3068,8077,4613,19,12,193,3240,11117,8043,23,13,18,3020,13205,9772,29,13,5,3386,11159,7796,35,13,30,3285,11738,8052,21,11,35,3619,9869,5837,31,24,47,3930,9040,6009,33,28,153,2817,16866,13541,40,59,13,3213,20825,17503,31,31,7,3253,19870,15931,31,59,43,3806,15229,11897,28,33,26,3245,18343,14550,27,35,40,3691,16345,12344,35,33,182,3751,18856,15011,30,34,22,3759,22664,18312,36,70,25,4221,19388,15578,30,31,43,3706,14554,10765,25,30,50,3684,13400,9558,40,34,35,3733,13679,9817,23,44,145,3650,23062,18866,29,50,18,4099,24852,20708,37,25,20,4062,24823,20665,34,28,55,4041,20378,16349,32,46,44,3907,23899,19636,31,33,38,4161,22742,18179,31,31,193,4308,22871,18086,41,31,25,4688,28986,24132,34,40,16,4764,18965,14867,30,56,76,3936
"미주",브라질,196,8,19,1,27,141,257,5,20,3,95,134,192,19,11,7,15,140,398,257,15,2,5,119,575,412,12,2,24,125,716,552,10,3,14,137,739,494,23,11,13,198,883,517,31,8,120,207,915,683,19,8,16,189,1426,1143,20,6,6,251,1138,794,26,22,12,284,1174,871,22,8,16,257,1109,702,47,7,32,321,1027,651,27,2,115,232,1599,1197,35,9,21,337,2170,1739,40,5,7,379,2064,1609,49,2,17,387,1464,988,29,7,17,423,2934,2423,37,18,34,422,1951,1296,50,6,114,485,1911,1468,38,5,25,375,2786,2143,55,7,10,571,2158,1669,39,6,26,418,1681,1268,48,4,24,337,1855,1269,58,11,51,466,1664,1129,54,4,107,370,3014,2416,47,0,26,525,3524,2924,41,7,15,537,3025,2372,51,5,22,575,2441,1862,43,24,34,478,2696,2184,38,11,30,433,2438,1734,77,37,115,475,2759,2161,57,21,26,494,4174,3629,41,17,8,479,3107,2543,56,38,32,438
"미주",멕시코,255,37,2,7,30,179,445,39,2,14,203,187,298,67,1,2,16,212,512,316,2,6,3,185,586,367,1,3,7,208,549,403,2,3,12,129,645,497,4,5,31,108,911,498,2,7,313,91,1078,858,4,6,15,195,1298,1030,7,6,4,251,1105,849,8,6,18,224,994,717,5,6,71,195,800,537,3,12,77,171,850,472,4,2,183,189,1434,1111,15,10,23,275,2511,2207,6,7,8,283,1724,1402,6,6,40,270,1562,1320,6,3,58,175,2859,2555,4,11,63,226,2127,1638,8,3,234,244,2142,1889,7,9,27,210,2626,2315,11,5,9,286,1986,1678,5,10,40,253,1520,1293,3,6,56,162,1228,960,6,4,69,189,1319,938,1,1,200,179,3066,2752,6,10,24,274,2927,2566,6,14,13,328,2443,2082,4,11,47,299,2549,2239,5,9,65,231,3901,3597,4,3,45,252,8176,7087,6,4,296,783,8333,7449,8,9,47,820,10446,9516,4,8,13,905,8013,7246,4,11,41,711
"미주",미주 기타,274,32,10,27,53,152,402,28,13,4,227,130,251,49,12,9,52,129,642,468,12,20,7,135,955,719,9,36,35,156,925,709,21,14,18,163,1106,836,13,21,31,205,1473,876,21,22,319,235,1791,1476,22,26,42,225,2533,2222,34,21,13,243,1856,1562,21,20,33,220,1567,1275,18,9,41,224,1447,1050,19,18,98,262,1675,1169,16,13,254,223,2993,2148,30,27,54,734,3549,2628,24,40,16,841,3782,2607,23,41,55,1056,3400,2191,18,31,50,1110,5478,4381,19,36,89,953,3378,2235,22,39,306,776,4050,3034,20,35,47,914,4989,3759,48,74,21,1087,3284,2493,21,27,50,693,1943,1578,14,11,42,298,2310,1807,17,34,109,343,2643,2006,14,14,259,350,5066,3531,11,29,45,1450,5878,4474,13,53,27,1311,4892,3874,21,33,64,900,4173,3060,14,32,71,996,4530,3479,10,36,87,918,4678,3226,21,50,365,1016,5684,4631,21,42,58,932,6786,5501,21,81,27,1156,4464,3720,19,37,55,633
"구주",소계,13654,2808,477,138,573,9658,17012,3233,260,62,4726,8731,13140,3705,247,94,543,8551,21662,12859,342,84,87,8290,27884,17839,441,120,397,9087,30561,20164,404,84,391,9518,38782,26745,407,116,549,10965,49373,30081,621,199,6833,11639,47106,35263,566,140,654,10483,56930,44023,578,134,141,12054,47821,34561,625,154,1012,11469,42162,29473,449,97,1217,10926,39937,23641,943,236,1513,13604,43348,24471,520,127,4981,13249,74781,57758,685,163,805,15370,102974,84481,756,218,343,17176,80325,61358,765,213,1233,16756,70243,52314,688,179,1017,16045,99410,81975,673,201,1140,15421,93254,68473,842,250,7350,16339,86309,70256,682,179,788,14404,98449,77927,866,247,440,18969,75231,55821,847,204,1648,16711,53798,37551,619,130,1479,14019,53031,33695,1096,255,1754,16231,54786,33941,700,123,5120,14902,108310,88651,777,223,1140,17519,132764,112320,781,218,551,18894,106695,85071,821,199,1842,18762,84560,65198,742,183,1443,16994,97810,79080,667,183,1415,16465,114651,86507,882,266,7953,19043,109677,89815,838,328,984,17712,127097,107205,856,208,551,18277,86956,67513,786,280,2209,16168
"구주",러시아,3038,383,78,12,71,2494,3283,420,91,2,417,2353,2347,297,71,0,109,1870,2727,770,60,5,14,1878,3515,1474,58,1,85,1897,4400,1948,42,9,63,2338,5641,2876,26,13,61,2665,6108,2817,55,20,496,2720,6391,3174,67,15,139,2996,6553,3028,62,6,34,3423,7547,4206,93,8,129,3111,8469,5251,44,5,121,3048,9151,4374,107,18,144,4508,9080,3429,58,5,500,5088,13138,6907,73,9,183,5966,15183,8634,81,3,43,6422,14119,7592,79,6,107,6335,14355,8303,71,7,108,5866,15617,9687,75,14,154,5687,14198,7968,100,34,885,5211,13815,8593,88,13,234,4887,15557,8922,95,16,66,6458,12837,6454,74,5,151,6153,11725,5735,76,18,169,5727,11508,5070,120,16,232,6070,10560,4209,86,1,628,5636,16707,10708,94,14,273,5618,19294,13006,118,7,48,6115,17310,10766,83,10,153,6298,15753,10104,69,3,149,5428,20899,14987,77,13,209,5613,18692,10880,110,13,1124,6565,18242,11720,103,21,277,6121,20870,14409,119,12,95,6235,14876,8789,96,27,218,5746
"구주",영국,1018,271,53,22,27,645,1064,378,15,16,46,609,995,535,26,51,17,366,2145,1711,37,9,3,385,3103,2512,51,27,15,498,3495,2899,49,11,15,521,4442,3606,55,12,17,752,5675,4140,65,14,281,1175,5220,4523,61,17,58,561,6615,5785,69,14,4,743,5451,4753,56,16,10,616,5583,4640,56,9,26,852,5798,4207,106,31,82,1372,5105,3858,67,16,203,961,10796,9824,76,8,46,842,15273,14150,80,16,16,1011,10517,9257,82,19,52,1107,8555,7608,67,16,42,822,14236,12904,89,17,49,1177,10344,8227,79,24,323,1691,10477,9493,72,21,23,868,13352,11858,100,25,15,1354,9990,8865,87,19,37,982,6933,5835,86,13,44,955,6750,5153,116,37,103,1341,6905,5439,65,22,192,1187,15993,14831,56,19,60,1027,19068,17518,69,30,32,1419,13562,12222,56,19,67,1198,11417,10264,50,18,53,1032,11169,9854,54,19,53,1189,13458,11221,77,40,309,1811,13383,12011,81,33,31,1227,16646,15379,62,14,9,1182,10924,9762,58,23,55,1026
"구주",독일,1718,312,78,16,38,1274,2384,397,31,5,933,1018,1802,531,43,7,43,1178,3483,2112,73,8,14,1276,4712,3243,83,17,44,1325,5000,3299,81,10,67,1543,6093,4116,89,14,108,1766,8706,5326,133,31,1379,1837,9006,7109,127,13,81,1676,9208,7100,123,26,28,1931,7173,5048,142,26,188,1769,5822,3946,97,13,266,1500,5320,3246,198,23,272,1581,6197,3920,110,15,850,1302,12087,10262,132,17,92,1584,18443,15997,190,22,52,2182,11656,9716,169,21,189,1561,9062,7217,155,18,157,1515,11610,9806,147,23,195,1439,12875,9760,175,23,1365,1552,14491,12845,156,13,89,1388,14147,12207,177,13,102,1648,9772,7661,180,20,317,1594,7060,5516,118,14,253,1159,6484,4563,221,30,290,1380,7210,5046,134,13,864,1153,18571,16684,123,16,130,1618,21296,19104,175,22,139,1856,15189,13076,157,16,308,1632,10066,7952,159,21,222,1712,10617,8817,152,25,258,1365,14477,11273,175,30,1350,1649,16795,15030,146,23,126,1470,17690,16017,134,12,113,1414,10618,8581,177,35,430,1395
"구주",프랑스,1585,252,89,26,146,1072,2832,307,28,7,1556,934,1692,369,43,14,100,1166,3307,2342,56,9,22,878,4199,3068,86,17,120,908,4191,3027,76,10,95,983,5947,4719,78,21,127,1002,8885,5592,147,58,1743,1345,7218,5842,96,21,140,1119,9539,8263,112,24,16,1124,7136,5466,117,27,206,1320,6088,4314,99,24,289,1362,4865,2796,181,55,395,1438,6623,3785,88,33,1454,1263,9474,8052,147,46,234,995,15704,14315,135,47,91,1116,13163,11209,143,53,377,1381,9166,7695,143,40,336,952,12443,10844,109,41,284,1165,16487,12930,191,80,1828,1458,12053,10558,104,36,131,1224,14642,13036,149,57,77,1323,11251,9168,152,52,404,1475,7535,5813,122,30,434,1136,6380,4271,214,69,487,1339,8329,5664,135,33,1438,1059,12182,10388,184,57,342,1211,21993,20541,137,36,156,1123,17330,15178,172,56,634,1290,10989,9393,143,39,450,964,13994,12409,130,44,324,1087,18450,15149,170,77,1838,1216,14137,12583,159,61,188,1146,19038,17552,152,54,102,1178,12628,10655,145,58,528,1242
"구주",이탈리아,409,92,52,7,22,236,571,136,12,2,211,210,484,205,4,0,32,243,840,614,24,2,5,195,1312,968,28,2,32,282,1339,1088,29,4,25,193,1581,1251,18,4,21,287,2318,1771,34,6,265,242,2043,1706,38,4,35,260,2875,2593,24,4,7,247,2648,2246,38,8,58,298,1718,1397,16,7,43,255,1815,1403,57,9,61,285,1880,1414,35,2,188,241,3837,3235,33,10,35,524,4663,3981,43,10,18,611,3904,3026,40,7,45,786,3895,2606,29,2,45,1213,3974,3229,34,10,35,666,7381,6381,40,7,286,667,4320,3554,46,9,55,656,4912,3943,48,12,14,895,4250,3564,21,30,80,555,2800,2378,32,7,50,333,2573,2008,60,10,73,422,2312,1714,38,6,226,328,5789,4864,40,7,42,836,6581,5636,35,6,17,887,5563,4300,47,10,62,1144,4980,3775,41,8,68,1088,4626,3898,33,9,54,632,9306,8199,50,11,370,676,5703,4764,51,11,55,822,6790,5895,41,5,22,827,5403,4653,51,7,92,600
"구주",네덜란드,926,87,7,12,25,795,1162,107,4,3,311,737,979,128,4,2,12,833,1711,767,15,5,4,920,1986,1002,13,6,13,952,2011,1060,9,3,13,926,2854,1793,12,2,38,1009,2895,1467,12,19,456,941,2761,1829,10,3,13,906,3243,2197,12,3,7,1024,2722,1636,10,7,76,993,2401,1384,12,2,97,906,2140,1107,20,12,72,929,2877,1215,11,6,232,1413,3934,2546,14,4,13,1357,4757,3683,11,6,9,1048,4347,3207,19,8,56,1057,3469,2354,5,5,36,1069,6852,5688,16,12,55,1081,5192,3715,12,10,390,1065,4586,3534,9,9,16,1018,4828,3658,14,13,23,1120,3671,2556,15,8,103,989,2572,1743,14,4,91,720,2456,1531,27,19,50,829,2597,1540,16,2,198,841,3950,2959,13,15,19,944,6566,5455,17,16,20,1058,5609,4440,14,19,57,1079,3664,2570,8,10,40,1036,5600,4540,11,10,61,978,5884,4319,16,12,356,1181,5191,3951,14,11,26,1189,5917,4709,17,6,23,1162,4364,3118,21,7,123,1095
"구주",우크라이나,1032,301,7,3,23,698,1096,256,37,1,23,779,1013,209,3,1,8,792,1000,334,0,0,2,664,1046,252,11,0,7,776,1096,384,12,3,10,687,1226,513,11,-,7,695,1189,481,13,1,44,650,1072,475,15,-,18,564,1331,632,27,3,3,666,1143,531,25,3,6,578,1061,556,24,-,9,472,886,337,30,6,14,499,744,273,22,3,52,394,1174,386,29,3,11,745,1337,365,54,6,3,909,1391,367,33,23,8,960,1496,379,52,10,10,1045,1307,456,31,6,8,806,1534,411,26,4,63,1030,1350,400,12,3,20,915,1845,544,35,0,6,1260,1620,432,65,5,11,1107,1292,313,24,3,12,940,1588,369,53,0,32,1134,1729,295,32,1,57,1344,2070,494,53,8,19,1496,1911,507,37,2,3,1362,1948,448,53,1,7,1439,1874,487,57,9,12,1309,1705,463,38,3,13,1188,1860,423,33,1,168,1235,2085,764,30,7,17,1267,2207,825,91,6,2,1283,1828,583,37,15,12,1181
"구주",스페인,229,57,13,7,24,128,336,81,2,1,183,69,396,138,7,3,136,112,821,688,4,2,10,117,814,613,7,5,23,166,901,747,7,5,22,120,1325,1080,9,6,20,210,2123,1500,17,8,394,204,1752,1483,8,8,51,202,2268,2085,9,5,7,162,1950,1622,6,10,85,227,1452,1175,7,5,100,165,1230,864,18,11,93,244,1315,893,9,8,243,162,2521,2256,12,6,55,192,3296,3023,14,15,33,211,2431,2109,11,9,102,200,2364,2091,11,9,42,211,3610,3250,11,12,60,277,5404,4711,21,14,381,277,3500,3202,21,9,34,234,3721,3362,14,11,23,311,3279,2852,14,7,183,223,1837,1564,14,5,83,171,1690,1207,27,17,110,329,1766,1314,23,11,214,204,4751,4382,19,12,49,289,3725,3426,16,11,26,246,3541,3104,22,11,145,259,3359,3016,15,13,86,229,4222,3882,13,8,68,251,7110,6386,25,10,398,291,4912,4566,21,17,37,271,5364,5027,12,15,68,242,4143,3680,14,9,239,201
