"지역문화시설별(1)","지역문화시설별(2)",시점,계,시각예술,공연예술,공연예술,공연예술,공연예술,공연예술,공연예술
"지역문화시설별(1)","지역문화시설별(2)",시점,소계,소계,소계,국악,양악,연극,무용,혼합
"경상북도","안동문화예술의전당",2015,140,53,87,8,43,27,4,5
"경상북도","안동문화예술의전당",2016,115,31,84,6,40,28,0,10
"경상북도","안동문화예술의전당",2017,143,53,90,8,52,23,3,4
"경상북도","안동문화예술의전당",2018,160,48,112,2,57,21,1,31
"경상북도","안동문화예술의전당",2019,233,40,193,14,104,40,8,27
"경상북도","안동문화예술의전당",2020,96,34,62,4,32,11,1,14
"경상북도","안동문화예술의전당",2021,182,50,132,6,67,30,2,27
"경상북도","안동문화예술의전당",2022,155,40,115,5,67,26,6,11
"경상북도","경주예술의전당",2015,143,42,101,7,55,25,6,8
"경상북도","경주예술의전당",2016,90,0,90,5,57,24,2,2
"경상북도","경주예술의전당",2017,142,33,109,4,59,32,5,9
"경상북도","경주예술의전당",2018,126,33,93,4,47,23,2,17
"경상북도","경주예술의전당",2019,127,23,104,6,59,29,3,7
"경상북도","경주예술의전당",2020,55,15,40,5,21,9,2,3
"경상북도","경주예술의전당",2021,129,62,67,3,41,15,3,5
"경상북도","경주예술의전당",2022,120,40,80,3,43,19,6,9
"경상북도","구미문화예술회관",2015,133,35,98,10,50,27,8,3
"경상북도","구미문화예술회관",2016,96,0,96,7,38,35,9,7
"경상북도","구미문화예술회관",2017,84,0,84,2,44,22,8,8
"경상북도","구미문화예술회관",2018,100,30,70,4,40,18,4,4
"경상북도","구미문화예술회관",2019,128,40,88,4,55,20,5,4
"경상북도","구미문화예술회관",2020,34,18,16,1,13,2,0,0
"경상북도","구미문화예술회관",2021,83,40,43,11,17,4,2,9
"경상북도","강동문화복지회관",2018,52,7,45,0,8,24,2,11
"경상북도","강동문화복지회관",2019,51,1,50,2,11,28,7,2
"경상북도","강동문화복지회관",2022,67,7,60,6,19,19,8,8
"경상북도","문경문화예술회관",2016,44,7,37,0,11,21,1,4
"경상북도","문경문화예술회관",2017,62,15,47,3,17,23,2,2
"경상북도","문경문화예술회관",2018,50,2,48,0,12,25,0,11
"경상북도","영주문화예술회관",2016,41,7,34,1,9,21,2,1
"경상북도","영주문화예술회관",2020,30,9,21,3,6,7,2,3
"경상북도","김천시문화예술회관",2015,110,27,83,8,24,46,3,2
"경상북도","포항문화예술회관",2015,58,30,28,1,15,11,1,0
"경상북도","포항문화예술회관",2021,56,11,45,6,15,13,5,6
"경상북도","영주시민회관",2017,51,17,34,6,16,9,2,1
"경상북도","영주시민회관",2019,42,13,29,4,13,12,0,0
"경상북도","성주문화예술회관",2020,24,4,20,0,15,2,1,2
"경상북도","천마아트센터",2021,41,0,41,4,27,3,1,6
"경상북도","천마아트센터",2022,47,0,47,6,27,10,1,3
"경상북도","동락관",2022,42,24,18,2,9,4,0,3
"경상남도","성산아트홀",2015,283,88,195,9,134,30,12,10
"경상남도","성산아트홀",2016,228,61,167,7,106,26,8,20
"경상남도","성산아트홀",2017,275,81,194,4,138,32,7,13
"경상남도","성산아트홀",2018,256,79,177,8,131,21,6,11
"경상남도","성산아트홀",2019,279,85,194,7,138,23,8,18
"경상남도","성산아트홀",2020,76,30,46,4,31,4,5,2
"경상남도","성산아트홀",2021,194,83,111,1,89,10,6,5
"경상남도","성산아트홀",2022,246,82,164,2,121,17,6,18
"경상남도","3.15아트센터",2015,199,33,166,11,105,33,11,6
"경상남도","3.15아트센터",2016,150,26,124,5,82,19,12,6
"경상남도","3.15아트센터",2017,194,37,157,11,106,27,7,6
"경상남도","3.15아트센터",2018,178,32,146,4,102,25,10,5
"경상남도","3.15아트센터",2019,202,40,162,7,112,22,6,15
"경상남도","3.15아트센터",2020,81,25,56,2,34,5,8,7
"경상남도","3.15아트센터",2021,160,22,138,4,101,10,10,13
"경상남도","3.15아트센터",2022,172,35,137,5,101,16,7,8
"경상남도","경상남도문화예술회관",2015,120,53,67,2,42,14,7,2
"경상남도","경상남도문화예술회관",2016,86,31,55,3,31,13,6,2
"경상남도","경상남도문화예술회관",2018,130,68,62,4,36,17,2,3
"경상남도","경상남도문화예술회관",2019,134,57,77,2,40,14,2,19
"경상남도","경상남도문화예술회관",2021,92,35,57,5,32,11,2,7
"경상남도","경상남도문화예술회관",2022,130,53,77,5,47,15,4,6
"경상남도","김해문화의전당",2015,140,35,105,15,59,22,5,4
"경상남도","김해문화의전당",2016,113,0,113,7,52,30,7,17
"경상남도","김해문화의전당",2017,133,0,133,9,75,27,6,16
"경상남도","김해문화의전당",2018,122,1,121,10,64,28,4,15
"경상남도","김해문화의전당",2019,131,24,107,8,60,23,3,13
"경상남도","거제문화예술회관",2015,115,21,94,7,51,23,10,3
"경상남도","거제문화예술회관",2016,103,23,80,5,48,22,2,3
"경상남도","거제문화예술회관",2018,94,19,75,2,40,22,5,6
"경상남도","거제문화예술회관",2019,116,21,95,5,53,28,4,5
"경상남도","밀양아리랑아트센터",2017,91,22,69,1,21,32,3,12
"경상남도","밀양아리랑아트센터",2020,36,14,22,0,6,11,1,4
"경상남도","밀양아리랑아트센터",2022,86,43,43,0,10,24,4,5
"경상남도","통영시민문화회관",2017,80,21,59,0,16,40,2,1
"경상남도","통영시민문화회관",2020,35,18,17,1,1,12,0,3
"경상남도","함안문화예술회관",2020,33,4,29,2,9,10,2,6
"경상남도","김해서부문화센터",2021,66,10,56,1,41,10,4,0
"경상남도","진해문화센터",2021,65,11,54,4,22,15,3,10
"경상남도","경상남도교육청 마산지혜의바다도서관",2022,86,39,47,1,21,20,3,2
"제주특별자치도","제주특별자치도 문예회관",2015,247,124,123,10,56,37,18,2
"제주특별자치도","제주특별자치도 문예회관",2016,218,82,136,11,78,28,13,6
"제주특별자치도","제주특별자치도 문예회관",2017,227,93,134,5,67,38,8,16
"제주특별자치도","제주특별자치도 문예회관",2018,205,0,205,12,130,43,14,6
"제주특별자치도","제주특별자치도 문예회관",2019,197,0,197,11,111,55,9,11
"제주특별자치도","제주특별자치도 문예회관",2020,89,58,31,0,22,3,2,4
"제주특별자치도","제주특별자치도 문예회관",2021,214,95,119,6,64,27,9,13
"제주특별자치도","제주특별자치도 문예회관",2022,306,107,199,3,93,61,16,26
"제주특별자치도","제주특별자치도 문화예술진흥원",2018,123,123,0,0,0,0,0,0
"제주특별자치도","제주특별자치도 문화예술진흥원",2019,102,102,0,0,0,0,0,0
"제주특별자치도","제주특별자치도 문화예술진흥원",2022,32,0,32,2,9,12,2,7
"제주특별자치도","서귀포예술의전당",2015,131,21,110,12,68,18,8,4
"제주특별자치도","서귀포예술의전당",2016,110,20,90,1,61,17,7,4
"제주특별자치도","서귀포예술의전당",2017,132,12,120,8,65,29,10,8
"제주특별자치도","서귀포예술의전당",2018,117,7,110,4,70,26,6,4
"제주특별자치도","서귀포예술의전당",2019,62,8,54,1,38,12,0,3
"제주특별자치도","서귀포예술의전당",2020,20,10,10,0,9,0,1,0
"제주특별자치도","서귀포예술의전당",2021,115,16,99,1,72,11,8,7
"제주특별자치도","서귀포예술의전당",2022,190,20,170,4,106,43,6,11
"제주특별자치도","설문대여성문화센터",2015,22,17,5,0,0,5,0,0
"제주특별자치도","설문대여성문화센터",2017,40,13,27,2,11,9,1,4
"제주특별자치도","설문대여성문화센터",2018,63,19,44,2,17,19,4,2
"제주특별자치도","설문대여성문화센터",2022,24,4,20,7,3,9,0,1
"제주특별자치도","한라아트홀",2018,52,0,52,2,16,31,2,1
"제주특별자치도","제주대학교",2015,74,10,64,0,63,1,0,0
"제주특별자치도","제주대학교",2016,55,0,55,1,52,0,2,0
"제주특별자치도","제주대학교",2017,66,0,66,1,64,0,0,1
"제주특별자치도","제주대학교",2019,58,0,58,0,54,3,0,1
"제주특별자치도","제주아트센터",2015,67,0,67,4,42,19,2,0
"제주특별자치도","제주아트센터",2016,37,0,37,2,24,10,0,1
"제주특별자치도","제주아트센터",2017,72,0,72,0,44,20,3,5
"제주특별자치도","제주아트센터",2019,79,6,73,2,47,12,4,8
"제주특별자치도","제주아트센터",2020,12,2,10,0,7,1,0,2
"제주특별자치도","제주아트센터",2021,66,7,59,1,39,5,7,7
"제주특별자치도","제주아트센터",2022,136,15,121,5,61,31,10,14
"제주특별자치도","제주영화문화예술센터",2016,33,0,33,6,3,11,0,13
"제주특별자치도","국립제주박물관",2020,10,10,0,0,0,0,0,0
"제주특별자치도","제주특별자치도민속자연사박물관",2020,9,9,0,0,0,0,0,0
"제주특별자치도","제주특별자치도민속자연사박물관",2021,12,12,0,0,0,0,0,0
"제주특별자치도","제주돌문화공원",2021,20,12,8,1,3,0,1,3
"제주특별자치도","심헌갤러리",2022,24,24,0,0,0,0,0,0
"제주특별자치도","서귀포시김정문화회관",2022,24,0,24,1,13,3,3,4
"제주특별자치도","제주꿈바당어린이도서관",2022,24,24,0,0,0,0,0,0
