"시점","통계분류(1)",통계분류(2),공연장 수,객석수,객석수,총 인구,인구1천명당 객석수
"시점","통계분류(1)",통계분류(2),소계,합계,평균,소계,소계
"2022","지역1",광주,43,12798,297.6,1431050,8.9
"2022","지역1",대전,39,15359,393.8,1446072,10.6
"2022","지역1",울산,20,7392,369.6,1110663,6.7
"2022","지역1",세종,5,2565,513,383591,6.7
"2022","지역1",경기,182,87661,481.7,13589432,6.5
"2022","지역1",강원,64,30897,482.8,1536498,20.1
"2022","지역1",충북,29,12537,432.3,1595058,7.9
"2022","지역1",충남,52,25887,497.8,2123037,12.2
"2022","지역1",전북,62,32201,519.4,1769607,18.2
"2022","지역1",전남,52,22815,438.8,1817697,12.6
"2022","지역1",경북,58,29939,516.2,2600492,11.5
"2022","지역1",경남,78,34564,443.1,3280493,10.5
"2022","지역1",제주,23,11483,499.3,678159,16.9
"2022","지역2",서울,429,149892,349.4,9428372,15.9
"2022","지역2",경기/인천,226,105590,467.2,16556746,6.4
"2022","지역2",강원,64,30897,482.8,1536498,20.1
"2022","지역2",충청,125,56348,450.8,5547758,10.2
"2022","지역2",전라,157,67814,431.9,5018354,13.5
"2022","지역2",경상,304,121960,401.2,12673151,9.6
"2022","지역2",제주,23,11483,499.3,678159,16.9
"2022","지역3",특별/광역시,728,256000,351.6,22448565,11.4
"2022","지역3",광역도,600,287984,480,28990473,9.9
"2022","지역4",수도권,655,255482,390,25985118,9.8
"2022","지역4",비수도권,673,288502,428.7,25453920,11.3
"2022","시설특성",중앙정부,40,22009,550.2,,
"2022","시설특성",문예회관,467,271778,582,,
"2022","시설특성",기타(공공),259,102807,396.9,,
"2022","시설특성",대학로,127,22738,179,,
"2022","시설특성",민간[대학로 외],435,124652,286.6,,
"2022","설립주체1",중앙정부,40,22009,550.2,,
"2022","설립주체1",광역자치단체,114,75633,663.4,,
"2022","설립주체1",기초자치단체,564,269617,478,,
"2022","설립주체1",공기업,15,10714,714.3,,
"2022","설립주체1",재단법인,35,11048,315.7,,
"2022","설립주체1",사단법인,20,2599,130,,
"2022","설립주체1",상법인,152,51171,336.7,,
"2022","설립주체1",교육기관,79,59430,752.3,,
"2022","설립주체1",개인,281,33973,120.9,,
"2022","설립주체1",기타,28,7790,278.2,,
"2022","설립주체2",공공,782,400704,512.4,,
"2022","설립주체2",민간,546,143280,262.4,,
