기준일자,주요국가대륙명,국가명,목적구분,인원,전년동기,증감률
2019,아시아,베트남,전체,553731.0,457818.0,21.0
2019,아시아,인도,관광,44943.0,38014.0,18.2
2019,아시아,인도,상용,34352.0,32890.0,4.4
2019,아시아,인도,공용,1145.0,810.0,41.4
2019,아시아,인도,유학연수,1975.0,1862.0,6.1
2019,아시아,인도,기타,60952.0,46215.0,31.9
2019,아시아,인도,전체,143367.0,119791.0,19.7
2019,아시아,말레이시아,관광,373410.0,348362.0,7.2
2019,아시아,말레이시아,상용,1503.0,1362.0,10.4
2019,아시아,말레이시아,공용,76.0,55.0,38.2
2019,아시아,말레이시아,유학연수,2489.0,2520.0,-1.2
2019,아시아,말레이시아,기타,31112.0,30630.0,1.6
2019,아시아,말레이시아,전체,408590.0,382929.0,6.7
2019,아시아,싱가포르,관광,226722.0,210437.0,7.7
2019,아시아,싱가포르,상용,1719.0,1511.0,13.8
2019,아시아,싱가포르,공용,89.0,54.0,64.8
2019,아시아,싱가포르,유학연수,1168.0,1314.0,-11.1
2019,아시아,싱가포르,기타,16444.0,18581.0,-11.5
2019,아시아,싱가포르,전체,246142.0,231897.0,6.1
2019,아시아,몽골,관광,90927.0,92748.0,-2.0
2019,아시아,몽골,상용,1085.0,1082.0,0.3
2019,아시아,몽골,공용,3788.0,3852.0,-1.7
2019,아시아,몽골,유학연수,8696.0,7902.0,10.0
2019,아시아,몽골,기타,9103.0,8280.0,9.9
2019,아시아,몽골,전체,113599.0,113864.0,-0.2
2019,아시아,우즈베키스탄,관광,35664.0,36451.0,-2.2
2019,아시아,우즈베키스탄,상용,8768.0,6219.0,41.0
2019,아시아,우즈베키스탄,공용,37.0,24.0,54.2
2019,아시아,우즈베키스탄,유학연수,6882.0,5825.0,18.1
2019,아시아,우즈베키스탄,기타,36925.0,34465.0,7.1
2019,아시아,우즈베키스탄,전체,88276.0,82984.0,6.4
2019,아시아,미얀마,관광,21277.0,18933.0,12.4
2019,아시아,미얀마,상용,166.0,129.0,28.7
2019,아시아,미얀마,공용,1290.0,989.0,30.4
2019,아시아,미얀마,유학연수,1029.0,820.0,25.5
2019,아시아,미얀마,기타,49960.0,50223.0,-0.5
2019,아시아,미얀마,전체,73722.0,71094.0,3.7
2019,아시아,GCC,관광,32240.0,26525.0,21.5
2019,아시아,GCC,상용,307.0,340.0,-9.7
2019,아시아,GCC,공용,158.0,379.0,-58.3
2019,아시아,GCC,유학연수,1112.0,1161.0,-4.2
2019,아시아,GCC,기타,1237.0,974.0,27.0
2019,아시아,GCC,전체,35054.0,29379.0,19.3
2019,아시아,카자흐스탄,관광,34943.0,37227.0,-6.1
2019,아시아,카자흐스탄,상용,172.0,118.0,45.8
2019,아시아,카자흐스탄,공용,78.0,37.0,110.8
2019,아시아,카자흐스탄,유학연수,1822.0,1705.0,6.9
2019,아시아,카자흐스탄,기타,15951.0,13772.0,15.8
2019,아시아,카자흐스탄,전체,52966.0,52859.0,0.2
2019,아시아,튀르키예,관광,16964.0,16463.0,3.0
2019,아시아,튀르키예,상용,166.0,172.0,-3.5
2019,아시아,튀르키예,공용,780.0,690.0,13.0
2019,아시아,튀르키예,유학연수,675.0,643.0,5.0
2019,아시아,튀르키예,기타,12708.0,11590.0,9.6
2019,아시아,튀르키예,전체,31293.0,29558.0,5.9
2019,아시아,캄보디아,관광,17033.0,11052.0,54.1
2019,아시아,캄보디아,상용,593.0,495.0,19.8
2019,아시아,캄보디아,공용,1718.0,1034.0,66.2
2019,아시아,캄보디아,유학연수,619.0,645.0,-4.0
2019,아시아,캄보디아,기타,21771.0,20169.0,7.9
2019,아시아,캄보디아,전체,41734.0,33395.0,25.0
2019,아시아,스리랑카,관광,3363.0,3428.0,-1.9
2019,아시아,스리랑카,상용,755.0,780.0,-3.2
2019,아시아,스리랑카,공용,55.0,107.0,-48.6
2019,아시아,스리랑카,유학연수,297.0,304.0,-2.3
2019,아시아,스리랑카,기타,13868.0,13282.0,4.4
2019,아시아,스리랑카,전체,18338.0,17901.0,2.4
2019,아시아,방글라데시,관광,3137.0,3147.0,-0.3
2019,아시아,방글라데시,상용,1674.0,1661.0,0.8
2019,아시아,방글라데시,공용,1209.0,982.0,23.1
2019,아시아,방글라데시,유학연수,1404.0,1088.0,29.0
2019,아시아,방글라데시,기타,10528.0,9273.0,13.5
2019,아시아,방글라데시,전체,17952.0,16151.0,11.2
2019,아시아,파키스탄,관광,3961.0,4272.0,-7.3
2019,아시아,파키스탄,상용,2775.0,3436.0,-19.2
2019,아시아,파키스탄,공용,257.0,247.0,4.0
2019,아시아,파키스탄,유학연수,2100.0,1830.0,14.8
2019,아시아,파키스탄,기타,4628.0,4403.0,5.1
2019,아시아,파키스탄,전체,13721.0,14188.0,-3.3
2019,아시아,이스라엘,관광,16309.0,14467.0,12.7
2019,아시아,이스라엘,상용,125.0,85.0,47.1
2019,아시아,이스라엘,공용,18.0,0.0,0.0
2019,아시아,이스라엘,유학연수,65.0,81.0,-19.8
2019,아시아,이스라엘,기타,585.0,695.0,-15.8
2019,아시아,이스라엘,전체,17102.0,15328.0,11.6
2019,아시아,이란,관광,2434.0,2656.0,-8.4
2019,아시아,이란,상용,754.0,1792.0,-57.9
2019,아시아,이란,공용,97.0,125.0,-22.4
2019,아시아,이란,유학연수,345.0,333.0,3.6
2019,아시아,이란,기타,664.0,1721.0,-61.4
2019,아시아,이란,전체,4294.0,6627.0,-35.2
2019,아시아,기타,관광,32323.0,29313.0,10.3
2019,아시아,기타,상용,5504.0,5024.0,9.6
2019,아시아,기타,공용,2850.0,2446.0,16.5
2019,아시아,기타,유학연수,3126.0,2568.0,21.7
2019,아시아,기타,기타,30126.0,28167.0,7.0
2019,아시아,기타,전체,73929.0,67518.0,9.5
2019,아메리카,연도대륙,관광,1034911.0,953155.0,8.6
2019,아메리카,연도대륙,상용,5687.0,5011.0,13.5
2019,아메리카,연도대륙,공용,35920.0,28859.0,24.5
2019,아메리카,연도대륙,유학연수,8398.0,6953.0,20.8
2019,아메리카,연도대륙,기타,260742.0,248814.0,4.8
2019,아메리카,연도대륙,전체,1345658.0,1242792.0,8.3
2019,아메리카,미국,관광,809004.0,748967.0,8.0
2019,아메리카,미국,상용,4656.0,4041.0,15.2
2019,아메리카,미국,공용,34796.0,28027.0,24.2
2019,아메리카,미국,유학연수,5176.0,4139.0,25.1
2019,아메리카,미국,기타,190406.0,182818.0,4.2
2019,아메리카,미국,전체,1044038.0,967992.0,7.9
2019,아메리카,캐나다,관광,152834.0,143354.0,6.6
2019,아메리카,캐나다,상용,522.0,510.0,2.4
2019,아메리카,캐나다,공용,394.0,300.0,31.3
2019,아메리카,캐나다,유학연수,697.0,595.0,17.1
2019,아메리카,캐나다,기타,50961.0,49500.0,3.0
2019,아메리카,캐나다,전체,205408.0,194259.0,5.7
2019,아메리카,브라질,관광,18209.0,15115.0,20.5
2019,아메리카,브라질,상용,204.0,135.0,51.1
2019,아메리카,브라질,공용,163.0,150.0,8.7
2019,아메리카,브라질,유학연수,414.0,337.0,22.8
2019,아메리카,브라질,기타,4798.0,4008.0,19.7
2019,아메리카,브라질,전체,23788.0,19745.0,20.5
2019,아메리카,멕시코,관광,23319.0,18944.0,23.1
2019,아메리카,멕시코,상용,74.0,75.0,-1.3
2019,아메리카,멕시코,공용,83.0,63.0,31.7
2019,아메리카,멕시코,유학연수,906.0,700.0,29.4
2019,아메리카,멕시코,기타,6099.0,5410.0,12.7
2019,아메리카,멕시코,전체,30481.0,25192.0,21.0
2019,아메리카,기타,관광,31545.0,26775.0,17.8
2019,아메리카,기타,상용,231.0,250.0,-7.6
2019,아메리카,기타,공용,484.0,319.0,51.7
2019,아메리카,기타,유학연수,1205.0,1182.0,1.9
2019,아메리카,기타,기타,8478.0,7078.0,19.8
2019,아메리카,기타,전체,41943.0,35604.0,17.8
2019,유럽,연도대륙,관광,826005.0,748357.0,10.4
2019,유럽,연도대륙,상용,14408.0,16203.0,-11.1
2019,유럽,연도대륙,공용,2828.0,2430.0,16.4
2019,유럽,연도대륙,유학연수,19649.0,16753.0,17.3
2019,유럽,연도대륙,기타,232366.0,219877.0,5.7
2019,유럽,연도대륙,전체,1095256.0,1003620.0,9.1
2019,유럽,러시아,관광,250571.0,214665.0,16.7
2019,유럽,러시아,상용,1976.0,1663.0,18.8
2019,유럽,러시아,공용,398.0,287.0,38.7
2019,유럽,러시아,유학연수,2100.0,1784.0,17.7
2019,유럽,러시아,기타,88012.0,84143.0,4.6
2019,유럽,러시아,전체,343057.0,302542.0,13.4
2019,유럽,영국,관광,120840.0,108601.0,11.3
2019,유럽,영국,상용,1659.0,1905.0,-12.9
2019,유럽,영국,공용,196.0,193.0,1.6
2019,유럽,영국,유학연수,707.0,620.0,14.0
2019,유럽,영국,기타,20274.0,19658.0,3.1
2019,유럽,영국,전체,143676.0,130977.0,9.7
2019,유럽,독일,관광,97582.0,93709.0,4.1
2019,유럽,독일,상용,2634.0,2720.0,-3.2
2019,유럽,독일,공용,300.0,378.0,-20.6
2019,유럽,독일,유학연수,3304.0,2833.0,16.6
2019,유럽,독일,기타,16910.0,16149.0,4.7
2019,유럽,독일,전체,120730.0,115789.0,4.3
2019,유럽,프랑스,관광,88189.0,78982.0,11.7
2019,유럽,프랑스,상용,2884.0,2855.0,1.0
2019,유럽,프랑스,공용,539.0,429.0,25.6
2019,유럽,프랑스,유학연수,5263.0,4487.0,17.3
2019,유럽,프랑스,기타,13919.0,13343.0,4.3
2019,유럽,프랑스,전체,110794.0,100096.0,10.7
2019,유럽,이탈리아,관광,36558.0,35029.0,4.4
2019,유럽,이탈리아,상용,781.0,762.0,2.5
2019,유럽,이탈리아,공용,193.0,163.0,18.4
2019,유럽,이탈리아,유학연수,793.0,563.0,40.9
2019,유럽,이탈리아,기타,11019.0,10029.0,9.9
2019,유럽,이탈리아,전체,49344.0,46546.0,6.0
2019,유럽,네덜란드,관광,30455.0,28879.0,5.5
2019,유럽,네덜란드,상용,448.0,397.0,12.8
2019,유럽,네덜란드,공용,107.0,114.0,-6.1
2019,유럽,네덜란드,유학연수,1188.0,1005.0,18.2
2019,유럽,네덜란드,기타,6940.0,6739.0,3.0
2019,유럽,네덜란드,전체,39138.0,37134.0,5.4
2019,유럽,우크라이나,관광,8215.0,8065.0,1.9
2019,유럽,우크라이나,상용,1025.0,1231.0,-16.7
2019,유럽,우크라이나,공용,55.0,57.0,-3.5
2019,유럽,우크라이나,유학연수,285.0,214.0,33.2
2019,유럽,우크라이나,기타,18087.0,16041.0,12.8
2019,유럽,우크라이나,전체,27667.0,25608.0,8.0
2019,유럽,스페인,관광,26087.0,22923.0,13.8
2019,유럽,스페인,상용,288.0,236.0,22.0
2019,유럽,스페인,공용,161.0,103.0,56.3
2019,유럽,스페인,유학연수,917.0,807.0,13.6
2019,유럽,스페인,기타,3203.0,3245.0,-1.3
2019,유럽,스페인,전체,30656.0,27314.0,12.2
2019,유럽,루마니아,관광,6454.0,5437.0,18.7
2019,유럽,루마니아,상용,84.0,108.0,-22.2
2019,유럽,루마니아,공용,53.0,49.0,8.2
2019,유럽,루마니아,유학연수,99.0,103.0,-3.9
2019,유럽,루마니아,기타,6091.0,5675.0,7.3
2019,유럽,루마니아,전체,12781.0,11372.0,12.4
2019,유럽,노르웨이,관광,10162.0,10460.0,-2.8
2019,유럽,노르웨이,상용,374.0,1626.0,-77.0
2019,유럽,노르웨이,공용,27.0,25.0,8.0
2019,유럽,노르웨이,유학연수,370.0,313.0,18.2
2019,유럽,노르웨이,기타,837.0,1191.0,-29.7
2019,유럽,노르웨이,전체,11770.0,13615.0,-13.6
2019,유럽,스웨덴,관광,17277.0,17194.0,0.5
2019,유럽,스웨덴,상용,293.0,326.0,-10.1
2019,유럽,스웨덴,공용,91.0,93.0,-2.2
2019,유럽,스웨덴,유학연수,728.0,681.0,6.9
2019,유럽,스웨덴,기타,1320.0,1209.0,9.2
2019,유럽,스웨덴,전체,19709.0,19503.0,1.1
2019,유럽,폴란드,관광,15621.0,13985.0,11.7
2019,유럽,폴란드,상용,135.0,201.0,-32.8
2019,유럽,폴란드,공용,23.0,19.0,21.1
2019,유럽,폴란드,유학연수,373.0,287.0,30.0
2019,유럽,폴란드,기타,7761.0,7479.0,3.8
2019,유럽,폴란드,전체,23913.0,21971.0,8.8
2019,유럽,스위스,관광,16111.0,16077.0,0.2
2019,유럽,스위스,상용,216.0,317.0,-31.9
2019,유럽,스위스,공용,33.0,25.0,32.0
2019,유럽,스위스,유학연수,336.0,294.0,14.3
2019,유럽,스위스,기타,1151.0,1390.0,-17.2
2019,유럽,스위스,전체,17847.0,18103.0,-1.4
2019,유럽,포르투갈,관광,9671.0,9408.0,2.8
2019,유럽,포르투갈,상용,75.0,57.0,31.6
2019,유럽,포르투갈,공용,1.0,1.0,0.0
2019,유럽,포르투갈,유학연수,148.0,112.0,32.1
2019,유럽,포르투갈,기타,1530.0,1216.0,25.8
2019,유럽,포르투갈,전체,11425.0,10794.0,5.8
2019,유럽,오스트리아,관광,10169.0,10243.0,-0.7
2019,유럽,오스트리아,상용,79.0,105.0,-24.8
2019,유럽,오스트리아,공용,30.0,30.0,0.0
2019,유럽,오스트리아,유학연수,268.0,249.0,7.6
2019,유럽,오스트리아,기타,2024.0,2008.0,0.8
2019,유럽,오스트리아,전체,12570.0,12635.0,-0.5
2019,유럽,핀란드,관광,8724.0,9077.0,-3.9
2019,유럽,핀란드,상용,132.0,189.0,-30.2
2019,유럽,핀란드,공용,24.0,27.0,-11.1
2019,유럽,핀란드,유학연수,548.0,555.0,-1.3
2019,유럽,핀란드,기타,4484.0,4524.0,-0.9
2019,유럽,핀란드,전체,13912.0,14372.0,-3.2
2019,유럽,벨기에,관광,11875.0,10048.0,18.2
2019,유럽,벨기에,상용,215.0,199.0,8.0
2019,유럽,벨기에,공용,59.0,44.0,34.1
2019,유럽,벨기에,유학연수,386.0,281.0,37.4
2019,유럽,벨기에,기타,2004.0,1927.0,4.0
2019,유럽,벨기에,전체,14539.0,12499.0,16.3
2019,유럽,크로아티아,관광,2880.0,3041.0,-5.3
2019,유럽,크로아티아,상용,75.0,95.0,-21.1
2019,유럽,크로아티아,공용,9.0,14.0,-35.7
2019,유럽,크로아티아,유학연수,38.0,35.0,8.6
2019,유럽,크로아티아,기타,2960.0,2898.0,2.1
2019,유럽,크로아티아,전체,5962.0,6083.0,-2.0
2019,유럽,그리스,관광,6449.0,5869.0,9.9
2019,유럽,그리스,상용,242.0,251.0,-3.6
2019,유럽,그리스,공용,28.0,39.0,-28.2
2019,유럽,그리스,유학연수,21.0,24.0,-12.5
2019,유럽,그리스,기타,3016.0,3107.0,-2.9
2019,유럽,그리스,전체,9756.0,9290.0,5.0
2019,유럽,불가리아,관광,3224.0,2885.0,11.8
2019,유럽,불가리아,상용,28.0,36.0,-22.2
2019,유럽,불가리아,공용,42.0,14.0,200.0
2019,유럽,불가리아,유학연수,80.0,91.0,-12.1
2019,유럽,불가리아,기타,3162.0,3053.0,3.6
2019,유럽,불가리아,전체,6536.0,6079.0,7.5
2019,유럽,덴마크,관광,10970.0,9769.0,12.3
2019,유럽,덴마크,상용,148.0,195.0,-24.1
2019,유럽,덴마크,공용,97.0,84.0,15.5
2019,유럽,덴마크,유학연수,481.0,370.0,30.0
2019,유럽,덴마크,기타,1757.0,1626.0,8.1
2019,유럽,덴마크,전체,13453.0,12044.0,11.7
2019,유럽,아일랜드,관광,8085.0,6826.0,18.4
2019,유럽,아일랜드,상용,95.0,103.0,-7.8
2019,유럽,아일랜드,공용,25.0,16.0,56.2
2019,유럽,아일랜드,유학연수,65.0,46.0,41.3
2019,유럽,아일랜드,기타,1941.0,1732.0,12.1
2019,유럽,아일랜드,전체,10211.0,8723.0,17.1
2019,유럽,기타,관광,29836.0,27185.0,9.8
2019,유럽,기타,상용,522.0,626.0,-16.6
2019,유럽,기타,공용,337.0,226.0,49.1
2019,유럽,기타,유학연수,1151.0,999.0,15.2
2019,유럽,기타,기타,13964.0,11495.0,21.5
2019,유럽,기타,전체,45810.0,40531.0,13.0
2019,오세아니아,연도대륙,관광,190715.0,167882.0,13.6
2019,오세아니아,연도대륙,상용,1248.0,1411.0,-11.6
2019,오세아니아,연도대륙,공용,735.0,526.0,39.7
2019,오세아니아,연도대륙,유학연수,631.0,411.0,53.5
2019,오세아니아,연도대륙,기타,24662.0,23201.0,6.3
2019,오세아니아,연도대륙,전체,217991.0,193431.0,12.7
2019,오세아니아,호주,관광,154954.0,136023.0,13.9
2019,오세아니아,호주,상용,999.0,1203.0,-17.0
2019,오세아니아,호주,공용,507.0,294.0,72.4
2019,오세아니아,호주,유학연수,535.0,337.0,58.8
2019,오세아니아,호주,기타,16223.0,15276.0,6.2
2019,오세아니아,호주,전체,173218.0,153133.0,13.1
2019,오세아니아,뉴질랜드,관광,31214.0,27019.0,15.5
2019,오세아니아,뉴질랜드,상용,227.0,178.0,27.5
2019,오세아니아,뉴질랜드,공용,118.0,124.0,-4.8
2019,오세아니아,뉴질랜드,유학연수,49.0,34.0,44.1
2019,오세아니아,뉴질랜드,기타,7346.0,6850.0,7.2
2019,오세아니아,뉴질랜드,전체,38954.0,34205.0,13.9
2019,오세아니아,기타,관광,4547.0,4840.0,-6.1
2019,오세아니아,기타,상용,22.0,30.0,-26.7
2019,오세아니아,기타,공용,110.0,108.0,1.9
2019,오세아니아,기타,유학연수,47.0,40.0,17.5
2019,오세아니아,기타,기타,1093.0,1075.0,1.7
2019,오세아니아,기타,전체,5819.0,6093.0,-4.5
2019,아프리카,연도대륙,관광,27014.0,28060.0,-3.7
2019,아프리카,연도대륙,상용,9508.0,7418.0,28.2
2019,아프리카,연도대륙,공용,1135.0,1075.0,5.6
2019,아프리카,연도대륙,유학연수,2908.0,2963.0,-1.9
2019,아프리카,연도대륙,기타,19694.0,14203.0,38.7
2019,아프리카,연도대륙,전체,60259.0,53719.0,12.2
2019,아프리카,남아프리카공화국,관광,7008.0,6830.0,2.6
2019,아프리카,남아프리카공화국,상용,73.0,97.0,-24.7
2019,아프리카,남아프리카공화국,공용,57.0,26.0,119.2
2019,아프리카,남아프리카공화국,유학연수,52.0,45.0,15.6
2019,아프리카,남아프리카공화국,기타,5954.0,4797.0,24.1
2019,아프리카,남아프리카공화국,전체,13144.0,11795.0,11.4
2019,아프리카,기타,관광,20006.0,21230.0,-5.8
2019,아프리카,기타,상용,9435.0,7321.0,28.9
2019,아프리카,기타,공용,1078.0,1049.0,2.8
2019,아프리카,기타,유학연수,2856.0,2918.0,-2.1
2019,아프리카,기타,기타,13740.0,9406.0,46.1
2019,아프리카,기타,전체,47115.0,41924.0,12.4
2019,기타,연도대륙,관광,413.0,505.0,-18.2
2019,기타,연도대륙,상용,23.0,27.0,-14.8
2019,기타,연도대륙,공용,0.0,0.0,0.0
2019,기타,연도대륙,유학연수,18.0,14.0,28.6
2019,기타,연도대륙,기타,158.0,249.0,-36.5
2019,기타,연도대륙,전체,612.0,795.0,-23.0
2019,기타,기타,관광,413.0,505.0,-18.2
2019,기타,기타,상용,23.0,27.0,-14.8
2019,기타,기타,공용,0.0,0.0,0.0
2019,기타,기타,유학연수,18.0,14.0,28.6
2019,기타,기타,기타,158.0,249.0,-36.5
2019,기타,기타,전체,612.0,795.0,-23.0
2019,교포,연도대륙,관광,0.0,0.0,0.0
2019,교포,연도대륙,상용,0.0,0.0,0.0
2019,교포,연도대륙,공용,0.0,0.0,0.0
2019,교포,연도대륙,유학연수,0.0,0.0,0.0
2019,교포,연도대륙,기타,192502.0,251073.0,-23.3
2019,교포,연도대륙,전체,192502.0,251073.0,-23.3
2019,교포,교포,관광,0.0,0.0,0.0
2019,교포,교포,상용,0.0,0.0,0.0
2019,교포,교포,공용,0.0,0.0,0.0
2019,교포,교포,유학연수,0.0,0.0,0.0
2019,교포,교포,기타,192502.0,251073.0,-23.3
2019,교포,교포,전체,192502.0,251073.0,-23.3
2020,대륙전체,연도,관광,1653471.0,1.4432275E7,-88.5
2020,대륙전체,연도,상용,29509.0,178445.0,-83.5
2020,대륙전체,연도,공용,16571.0,74210.0,-77.7
2020,대륙전체,연도,유학연수,118462.0,375661.0,-68.5
2020,대륙전체,연도,기타,701105.0,2442165.0,-71.3
2020,대륙전체,연도,전체,2519118.0,1.7502756E7,-85.6
2020,아시아,연도대륙,관광,1395081.0,1.2353217E7,-88.7
2020,아시아,연도대륙,상용,21570.0,147571.0,-85.4
2020,아시아,연도대륙,공용,3299.0,33592.0,-90.2
2020,아시아,연도대륙,유학연수,106086.0,344057.0,-69.2
2020,아시아,연도대륙,기타,435324.0,1712041.0,-74.6
2020,아시아,연도대륙,전체,1961360.0,1.4590478E7,-86.6
2020,아시아,중국,관광,450954.0,4893429.0,-90.8
2020,아시아,중국,상용,5467.0,43995.0,-87.6
2020,아시아,중국,공용,164.0,4955.0,-96.7
2020,아시아,중국,유학연수,58066.0,238209.0,-75.6
2020,아시아,중국,기타,171779.0,842433.0,-79.6
2020,아시아,중국,전체,686430.0,6023021.0,-88.6
2020,아시아,일본,관광,406701.0,3179436.0,-87.2
2020,아시아,일본,상용,5453.0,23893.0,-77.2
2020,아시아,일본,공용,297.0,2041.0,-85.4
2020,아시아,일본,유학연수,4604.0,12845.0,-64.2
2020,아시아,일본,기타,13687.0,53491.0,-74.4
2020,아시아,일본,전체,430742.0,3271706.0,-86.8
2020,아시아,대만,관광,161155.0,1238842.0,-87.0
2020,아시아,대만,상용,437.0,993.0,-56.0
2020,아시아,대만,공용,51.0,189.0,-73.0
2020,아시아,대만,유학연수,1453.0,4847.0,-70.0
2020,아시아,대만,기타,3620.0,15622.0,-76.8
2020,아시아,대만,전체,166716.0,1260493.0,-86.8
2020,아시아,홍콩,관광,86466.0,679916.0,-87.3
2020,아시아,홍콩,상용,172.0,684.0,-74.9
2020,아시아,홍콩,공용,11.0,42.0,-73.8
2020,아시아,홍콩,유학연수,832.0,2772.0,-70.0
2020,아시아,홍콩,기타,1397.0,11520.0,-87.9
2020,아시아,홍콩,전체,88878.0,694934.0,-87.2
2020,아시아,마카오,관광,5802.0,51926.0,-88.8
2020,아시아,마카오,상용,11.0,19.0,-42.1
2020,아시아,마카오,공용,0.0,1.0,-100.0
2020,아시아,마카오,유학연수,60.0,288.0,-79.2
2020,아시아,마카오,기타,32.0,228.0,-86.0
2020,아시아,마카오,전체,5905.0,52462.0,-88.7
2020,아시아,필리핀,관광,45093.0,285080.0,-84.2
2020,아시아,필리핀,상용,273.0,2142.0,-87.3
2020,아시아,필리핀,공용,432.0,1899.0,-77.3
2020,아시아,필리핀,유학연수,552.0,1392.0,-60.3
2020,아시아,필리핀,기타,69346.0,213354.0,-67.5
2020,아시아,필리핀,전체,115696.0,503867.0,-77.0
2020,아시아,인도네시아,관광,36561.0,192606.0,-81.0
2020,아시아,인도네시아,상용,191.0,1889.0,-89.9
2020,아시아,인도네시아,공용,221.0,2692.0,-91.8
2020,아시아,인도네시아,유학연수,1505.0,3146.0,-52.2
2020,아시아,인도네시아,기타,28284.0,78242.0,-63.9
2020,아시아,인도네시아,전체,66762.0,278575.0,-76.0
2020,아시아,태국,관광,58834.0,484496.0,-87.9
2020,아시아,태국,상용,138.0,651.0,-78.8
2020,아시아,태국,공용,349.0,3861.0,-91.0
2020,아시아,태국,유학연수,664.0,1741.0,-61.9
2020,아시아,태국,기타,16583.0,80861.0,-79.5
2020,아시아,태국,전체,76568.0,571610.0,-86.6
2020,아시아,베트남,관광,29345.0,391836.0,-92.5
2020,아시아,베트남,상용,1452.0,12887.0,-88.7
2020,아시아,베트남,공용,130.0,4267.0,-97.0
2020,아시아,베트남,유학연수,25907.0,45013.0,-42.4
2020,아시아,베트남,기타,25105.0,99728.0,-74.8
2020,아시아,베트남,전체,81939.0,553731.0,-85.2
2020,아시아,인도,관광,9878.0,44943.0,-78.0
2020,아시아,인도,상용,3416.0,34352.0,-90.1
2020,아시아,인도,공용,114.0,1145.0,-90.0
2020,아시아,인도,유학연수,819.0,1975.0,-58.5
2020,아시아,인도,기타,19603.0,60952.0,-67.8
2020,아시아,인도,전체,33830.0,143367.0,-76.4
2020,아시아,말레이시아,관광,40521.0,373410.0,-89.1
2020,아시아,말레이시아,상용,252.0,1503.0,-83.2
2020,아시아,말레이시아,공용,14.0,76.0,-81.6
2020,아시아,말레이시아,유학연수,924.0,2489.0,-62.9
2020,아시아,말레이시아,기타,6839.0,31112.0,-78.0
2020,아시아,말레이시아,전체,48550.0,408590.0,-88.1
2020,아시아,싱가포르,관광,13976.0,226722.0,-93.8
2020,아시아,싱가포르,상용,299.0,1719.0,-82.6
2020,아시아,싱가포르,공용,20.0,89.0,-77.5
2020,아시아,싱가포르,유학연수,249.0,1168.0,-78.7
2020,아시아,싱가포르,기타,3465.0,16444.0,-78.9
2020,아시아,싱가포르,전체,18009.0,246142.0,-92.7
2020,아시아,몽골,관광,15765.0,90927.0,-82.7
2020,아시아,몽골,상용,143.0,1085.0,-86.8
2020,아시아,몽골,공용,659.0,3788.0,-82.6
2020,아시아,몽골,유학연수,2948.0,8696.0,-66.1
2020,아시아,몽골,기타,1961.0,9103.0,-78.5
2020,아시아,몽골,전체,21476.0,113599.0,-81.1
2020,아시아,우즈베키스탄,관광,4208.0,35664.0,-88.2
2020,아시아,우즈베키스탄,상용,1211.0,8768.0,-86.2
2020,아시아,우즈베키스탄,공용,21.0,37.0,-43.2
2020,아시아,우즈베키스탄,유학연수,2232.0,6882.0,-67.6
2020,아시아,우즈베키스탄,기타,8101.0,36925.0,-78.1
2020,아시아,우즈베키스탄,전체,15773.0,88276.0,-82.1
2020,아시아,미얀마,관광,11240.0,21277.0,-47.2
2020,아시아,미얀마,상용,19.0,166.0,-88.6
2020,아시아,미얀마,공용,70.0,1290.0,-94.6
2020,아시아,미얀마,유학연수,616.0,1029.0,-40.1
2020,아시아,미얀마,기타,31461.0,49960.0,-37.0
2020,아시아,미얀마,전체,43406.0,73722.0,-41.1
2020,아시아,GCC,관광,2563.0,32240.0,-92.1
2020,아시아,GCC,상용,159.0,307.0,-48.2
2020,아시아,GCC,공용,53.0,158.0,-66.5
2020,아시아,GCC,유학연수,351.0,1112.0,-68.4
2020,아시아,GCC,기타,715.0,1237.0,-42.2
2020,아시아,GCC,전체,3841.0,35054.0,-89.0
2020,아시아,카자흐스탄,관광,4938.0,34943.0,-85.9
2020,아시아,카자흐스탄,상용,46.0,172.0,-73.3
2020,아시아,카자흐스탄,공용,13.0,78.0,-83.3
2020,아시아,카자흐스탄,유학연수,494.0,1822.0,-72.9
2020,아시아,카자흐스탄,기타,4749.0,15951.0,-70.2
2020,아시아,카자흐스탄,전체,10240.0,52966.0,-80.7
2020,아시아,튀르키예,관광,1775.0,16964.0,-89.5
2020,아시아,튀르키예,상용,106.0,166.0,-36.1
2020,아시아,튀르키예,공용,40.0,780.0,-94.9
2020,아시아,튀르키예,유학연수,291.0,675.0,-56.9
2020,아시아,튀르키예,기타,4348.0,12708.0,-65.8
2020,아시아,튀르키예,전체,6560.0,31293.0,-79.0
2020,아시아,캄보디아,관광,3150.0,17033.0,-81.5
2020,아시아,캄보디아,상용,76.0,593.0,-87.2
2020,아시아,캄보디아,공용,261.0,1718.0,-84.8
2020,아시아,캄보디아,유학연수,307.0,619.0,-50.4
2020,아시아,캄보디아,기타,6931.0,21771.0,-68.2
2020,아시아,캄보디아,전체,10725.0,41734.0,-74.3
2020,아시아,스리랑카,관광,612.0,3363.0,-81.8
2020,아시아,스리랑카,상용,56.0,755.0,-92.6
2020,아시아,스리랑카,공용,2.0,55.0,-96.4
2020,아시아,스리랑카,유학연수,128.0,297.0,-56.9
2020,아시아,스리랑카,기타,4272.0,13868.0,-69.2
2020,아시아,스리랑카,전체,5070.0,18338.0,-72.4
