항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
비엣젯항공,VJ978,PQC(푸꾸옥),00:30,00:46,00:42,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,NaN
대한항공,KE552D,NRT(도쿄/나리타),00:45,02:05,01:59,화물,지연,기타(지연코드 외),
아시아나항공,OZ247,ATL(애틀랜타),01:35,02:02,01:56,화물,지연,정비 사유 접속 지연,
아시아나항공,OZ746,HKG(홍콩),05:05,05:33,05:27,여객,지연,,
중국센트럴항공,I98809,YNT(연대),05:25,19:06,18:57,화물,지연,,
대한항공,KE462,DAD(다낭),05:35,05:49,05:40,여객,지연,ATFM(항공로 공표 수용능력 저하),
아시아나항공,OZ734,HAN(노이바이(하노이)),05:45,06:07,05:50,여객,지연,항공기 연결(도착지연),
티웨이항공,TW158,CXR(깜라인(나트랑)),05:50,06:55,06:47,여객,지연,,
필리핀항공,PR466,MNL(마닐라),06:00,07:19,07:12,여객,지연,항공기 연결(도착지연),
비엣젯항공,VJ878,DAD(다낭),06:00,06:29,06:22,여객,지연,항공기 연결(도착지연),
폴라에어카고,PO224,CVG(신시내티),06:15,22:15,:,화물,취소,기타(지연코드 외),
에어아시아 엑스,D7504,KUL(쿠알라룸푸르),06:20,07:40,07:33,여객,지연,항공기 연결(도착지연),
진에어,LJ722,MFM(마카오),06:40,07:02,06:55,여객,지연,기타(화물 관련),
제주항공,7C3105,GUM(괌),06:40,07:10,07:05,여객,지연,,
티웨이항공,TW118,HKG(홍콩),06:40,07:11,07:03,여객,지연,,
아시아나항공,OZ742,BKK(수안나폼(방콕)),06:55,07:15,07:07,여객,지연,공표된 최소지상시간(GT) 대비 운항스케줄 상 GT 부족,
대한항공,KE316,PVG(푸동),07:00,08:59,08:40,화물,지연,,
이스타항공,ZE594,DAD(다낭),07:10,07:29,07:20,여객,지연,항공기 연결(도착지연),
진에어,LJ028,CEB(세부),07:20,07:35,07:23,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
베트남항공,VN430,DAD(다낭),07:25,07:43,07:38,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
이스타항공,ZE562,CXR(깜라인(나트랑)),07:30,08:40,08:30,여객,지연,ATFM(항공로 공표 수용능력 저하),
아시아나항공,OZ740,PNH(프놈펜),07:30,07:56,07:51,여객,지연,,
스카이 앙코르 항공,ZA215,PNH(프놈펜),07:40,08:15,08:07,여객,지연,,
티웨이항공,TW176,CEB(세부),07:50,08:10,08:02,여객,지연,,
대한항공,KE1432,TAE(대구),08:00,08:25,08:16,여객,지연,항공기 연결(도착지연),
진에어,LJ070,DAD(다낭),08:05,08:47,08:35,여객,지연,ATFM(항공로 공표 수용능력 저하),
