항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
아틀라스화물항공,5Y8198,MIA(마이애미),00:25,01:18,01:10,화물,지연,항공기 연결(도착지연),NaN
중국남방항공,CZ339,HAK(하이커우),00:40,04:15,04:07,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
유나이티드항공,UA805,SFO(샌프란시스코),04:20,05:19,05:08,여객,지연,기타(접속 관련),
카고룩스 이탈리아,C87736,MXP(밀라노),04:20,04:58,04:48,화물,지연,항공기 연결(도착지연),
제주항공,7C2306,MNL(마닐라),04:20,05:11,05:03,여객,지연,,
대한항공,KE026,SFO(샌프란시스코),04:30,05:05,04:58,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
델타항공,DL27,ATL(애틀랜타),04:30,05:24,05:16,여객,지연,급유 및 배유,
아시아나항공,OZ211,SFO(샌프란시스코),04:30,04:46,04:36,여객,지연,ATFM(항공로 공표 수용능력 저하),
피치항공,MM809,HND(하네다),04:40,05:38,05:30,여객,지연,항공기 연결(도착지연),
유피에스화물항공,5X99,SDF(루이즈빌),04:50,05:22,05:11,화물,지연,화물 연결,
대한항공,KE012,LAX(로스앤젤레스),05:00,05:27,05:20,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
필리핀항공,PR466,MNL(마닐라),05:20,06:06,05:57,여객,지연,항공기 연결(도착지연),
비엣젯항공,VJ962,HAN(노이바이(하노이)),05:30,05:56,05:45,여객,지연,항공기 연결(도착지연),
제주항공,7C2108,HKG(홍콩),06:00,06:59,06:48,여객,지연,,
대한항공,KE180,HKG(홍콩),06:00,06:34,06:25,여객,지연,"공항, 관제 사유 접속 지연",
아틀라스화물항공,5Y8793,JFK(뉴욕),06:15,06:44,06:39,,지연,항공기 연결(도착지연),
진에어,LJ038,CRK(클라크 국제공항),06:30,09:45,09:34,여객,지연,정비 사유 접속 지연,
아시아나항공,OZ796,FRA(프랑크푸르트),06:35,07:01,06:51,화물,지연,,
타이항공,TG656,BKK(수안나폼(방콕)),06:55,09:04,08:54,여객,지연,항공기 결함,
이스타항공,ZE594,DAD(다낭),06:55,07:28,07:17,여객,지연,ATFM(항공로 공표 수용능력 저하),
마스에어,M73926,WUX(수난 슈오팡 국제공항),07:00,07:28,07:20,,지연,,
에어서울,RS512,DAD(다낭),07:05,07:47,07:38,여객,지연,,
아시아나항공,OZ740,PNH(프놈펜),07:10,07:33,07:21,여객,지연,,
아시아나항공,OZ588,BRU(브뤼셀),07:10,09:06,08:48,화물,지연,정비 사유 접속 지연,
폴라에어카고,PO968,CVG(신시내티),07:25,13:03,12:56,화물,지연,항공기 연결(도착지연),
아시아나항공,OZ988,PVG(푸동),07:25,09:01,08:43,화물,지연,,
