항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
칼리타항공,K4224,ORD(시카고),00:10,00:38,00:28,화물,지연,NaN,NaN
루프트한자 독일항공,LH8383,NRT(도쿄/나리타),00:15,11:49,11:37,화물,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ974,PQC(푸꾸옥),00:30,00:53,00:45,여객,지연,항공기 연결(도착지연),NaN
카고룩스 이탈리아,C87117,MXP(밀라노),02:10,02:30,02:19,화물,지연,항공기 연결(도착지연),NaN
대한항공,KE696,KTM(카트만두),04:30,06:14,06:05,여객,지연,NaN,NaN
대한항공,KE486,PQC(푸꾸옥),05:05,06:28,06:20,여객,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ880,DAD(다낭),05:05,05:30,05:21,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE012,LAX(로스앤젤레스),05:10,05:30,05:23,여객,지연,NaN,NaN
스리랑칸항공,UL470,CMB(반다라나이케),05:15,07:26,07:14,여객,지연,기타(지연코드 외),NaN
아시아나항공,OZ398,SIN(싱가포르),05:15,05:51,05:39,화물,지연,NaN,NaN
미얀마 항공,UB8301,RGN(양곤),05:20,05:40,05:31,여객,지연,"탑승(승객 불일치, 승객 수속오류, 수속 완료된 승객 소재불명)",NaN
이스타항공,ZE582,PQC(푸꾸옥),05:30,06:56,06:44,여객,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ756,DAD(다낭),05:30,06:19,06:07,여객,지연,NaN,NaN
대한항공,KE616,CEB(세부),05:35,06:04,05:54,여객,지연,NaN,NaN
대한항공,KE462,DAD(다낭),05:35,06:12,06:03,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,NaN
진에어,LJ002,BKK(수안나폼(방콕)),05:40,06:00,05:48,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,NaN
델타항공,DL27,ATL(애틀랜타),05:45,06:08,06:00,여객,지연,기타(지연코드 외),NaN
에어서울,RS582,TAG(팡라로),05:50,06:17,06:08,여객,지연,NaN,NaN
에어로로직,3S582,LEJ(라이프치히),05:50,08:32,08:14,화물,지연,항공기 연결(도착지연),NaN
제주항공,7C2108,HKG(홍콩),05:55,06:16,06:04,여객,지연,NaN,NaN
비엣젯항공,VJ878,DAD(다낭),06:00,06:40,06:31,여객,지연,항공기 연결(도착지연),NaN
필리핀항공,PR466,MNL(마닐라),06:05,06:21,06:13,여객,지연,항공기 연결(도착지연),NaN
티웨이항공,TW192,DAD(다낭),06:05,06:58,06:50,여객,지연,NaN,NaN
에어부산,BX748,BKK(수안나폼(방콕)),06:05,06:23,06:11,여객,지연,NaN,NaN
대한항공,KE316,PVG(푸동),06:10,06:25,06:14,화물,지연,NaN,NaN
제주항공,7C4104,PQC(푸꾸옥),06:20,07:01,06:49,여객,지연,NaN,NaN
진에어,LJ044,TAG(팡라로),06:25,07:00,06:55,여객,지연,"공항, 관제 사유 접속 지연",NaN
대한항공,KE086,JFK(뉴욕),06:30,07:04,06:59,여객,지연,NaN,NaN
아시아나항공,OZ708,CRK(클라크 국제공항),06:30,08:03,07:49,여객,지연,정비 사유 접속 지연,NaN
타이항공,TG658,BKK(수안나폼(방콕)),06:35,07:26,07:15,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE476,SGN(호찌민),06:35,07:26,07:17,여객,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ736,SGN(호찌민),06:55,08:17,08:07,여객,지연,NaN,NaN
대한항공,KE232,ORD(시카고),07:00,13:51,13:41,화물,지연,NaN,NaN
대한항공,KE668,CNX(치앙마이),07:05,07:52,07:45,여객,지연,NaN,NaN
에어서울,RS512,DAD(다낭),07:05,11:59,11:48,여객,지연,기타(접속 관련),NaN
제주항공,7C4410,TAG(팡라로),07:10,08:06,07:58,여객,지연,NaN,NaN
제주항공,7C5304,DPS(덴파사(응우라 라이)),07:10,07:52,07:42,여객,지연,NaN,NaN
이스타항공,ZE594,DAD(다낭),07:25,08:33,08:22,여객,지연,항공기 연결(도착지연),NaN
에어서울,RS528,CXR(깜라인(나트랑)),07:25,08:15,08:03,여객,지연,NaN,NaN
