항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
루프트한자 독일항공,LH8385,FRA(프랑크푸르트),00:05,00:22,00:12,화물,지연,항공기 연결(도착지연),NaN
에티오피안항공,ET673,NRT(도쿄/나리타),00:05,00:27,00:17,여객,지연,항공기 연결(도착지연),
대한항공,KE8204,LAX(로스앤젤레스),00:30,02:17,02:06,화물,지연,,
아시아나항공,OZ998,TSN(천진),00:35,02:32,02:23,화물,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y8017,DWC(알막툼),00:40,21:40,:,,취소,기타(지연코드 외),
대한항공,KE214D,LAX(로스앤젤레스),01:05,03:29,03:19,화물,지연,기타(지연코드 외),
대한항공,KE374,PEN(페낭),01:25,04:06,03:57,화물,지연,화물 연결,
아시아나항공,OZ285,SFO(샌프란시스코),01:40,05:50,04:56,화물,지연,정비 사유 접속 지연,
제주항공,7C2306,MNL(마닐라),04:20,05:07,05:01,여객,지연,,
유나이티드항공,UA805,SFO(샌프란시스코),04:20,16:17,16:07,여객,지연,기타(접속 관련),
아시아나항공,OZ203,LAX(로스앤젤레스),04:20,04:49,04:38,여객,지연,[기상]항공로 또는 대체공항,
대한항공,KE624,MNL(마닐라),04:35,05:10,05:00,여객,지연,,
아시아나항공,OZ704,MNL(마닐라),04:50,05:17,05:09,여객,지연,,
대한항공,KE012,LAX(로스앤젤레스),05:00,05:43,05:34,여객,지연,,
필리핀항공,PR466,MNL(마닐라),05:20,06:26,06:20,여객,지연,항공기 연결(도착지연),
말린도항공,OD820,KUL(쿠알라룸푸르),05:50,07:22,07:13,여객,지연,항공기 연결(도착지연),
에어부산,BX742,VTE(비엔티안),06:10,06:38,06:31,여객,지연,,
아시아나항공,OZ796,FRA(프랑크푸르트),06:35,12:33,12:28,화물,지연,항공기 연결(도착지연),
이스타항공,ZE594,DAD(다낭),06:55,07:27,07:18,여객,지연,항공기 연결(도착지연),
타이항공,TG656,BKK(수안나폼(방콕)),06:55,07:05,06:58,여객,지연,ATFM(항공로 공표 수용능력 저하),
제주항공,7C2406,CEB(세부),06:55,07:06,06:59,여객,지연,,
대한항공,KE690,PNH(프놈펜),07:00,07:06,06:55,여객,지연,운송(PO) 사유 접속 지연,
