항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
아틀라스화물항공,5Y555,JFK(뉴욕),00:05,00:52,00:45,화물,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ247,ATL(애틀랜타),00:25,09:53,09:35,화물,지연,항공기 연결(도착지연),
비엣젯항공,VJ978,PQC(푸꾸옥),00:30,01:07,00:59,여객,지연,항공기 연결(도착지연),
마스에어,M73976,CGO(정저우),00:40,09:01,08:42,,지연,항공기 정비(계획되지 않은 정비),
대한항공,KE350,PEN(페낭),01:00,07:15,07:05,화물,지연,,
카고룩스 이탈리아,C87117,MXP(밀라노),02:10,02:44,02:33,화물,지연,항공기 연결(도착지연),
실크웨이웨스트항공,7L121,GYD(헤이다르 알리예프),03:00,08:05,07:55,화물,지연,항공기 연결(도착지연),
진에어,LJ008,CNX(치앙마이),04:55,05:50,05:40,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
대한항공,KE456,HAN(노이바이(하노이)),04:55,05:44,05:34,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
스리랑칸항공,UL470,CMB(반다라나이케),04:55,11:38,11:28,여객,지연,대체 항공기 부족,
티웨이항공,TW132,VTE(비엔티안),05:00,06:00,05:53,여객,지연,,
아틀라스화물항공,5Y9957,MIA(마이애미),05:20,16:18,16:11,화물,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y4701,JFK(뉴욕),05:35,06:53,06:45,,지연,항공기 연결(도착지연),
대한항공,KE462,DAD(다낭),05:35,05:54,05:45,여객,지연,항공기 연결(도착지연),
티웨이항공,TW158,CXR(깜라인(나트랑)),05:50,06:32,06:21,여객,지연,,
폴라에어카고,PO9698,LAX(로스앤젤레스),05:55,06:57,06:49,화물,지연,항공기 연결(도착지연),
대한항공,KE626,MNL(마닐라),06:00,06:19,06:11,여객,지연,,
대한항공,KE498,DEL(델리),06:00,06:57,06:45,여객,지연,"공항, 관제 사유 접속 지연",
대한항공,KE316,PVG(푸동),06:05,06:51,06:41,화물,지연,,
티웨이항공,TW170,BKI(코타키나발루),06:10,07:01,06:53,여객,지연,,
진에어,LJ030,CRK(클라크 국제공항),06:25,06:42,06:36,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
아시아나항공,OZ7385,BKI(코타키나발루),06:35,06:54,06:42,여객,지연,,
진에어,LJ722,MFM(마카오),06:40,07:17,07:12,여객,지연,"공항, 관제 사유 접속 지연",
티웨이항공,TW118,HKG(홍콩),06:40,07:23,07:15,여객,지연,,
제주항공,7C3105,GUM(괌),06:40,07:00,06:49,여객,지연,,
아시아나항공,OZ752,SIN(싱가포르),06:50,07:09,06:58,여객,지연,,
아시아나항공,OZ736,SGN(호찌민),06:55,07:17,07:07,여객,지연,기상 사유 접속 지연,
이스타항공,ZE594,DAD(다낭),07:10,09:03,08:53,여객,지연,항공기 연결(도착지연),
진에어,LJ006,HKT(푸껫),07:15,07:51,07:46,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
중국센트럴항공,I99821,WEH(위해),07:15,11:01,10:45,화물,지연,항공기 연결(도착지연),
대한항공,KE690,PNH(프놈펜),07:20,07:35,07:28,여객,지연,,
에어서울,RS528,CXR(깜라인(나트랑)),07:25,07:52,07:43,여객,지연,,
이스타항공,ZE562,CXR(깜라인(나트랑)),07:30,09:58,09:47,여객,지연,항공기 연결(도착지연),
아시아나항공,OZ740,PNH(프놈펜),07:30,08:18,08:09,여객,지연,,
대한항공,KE992,TAS(타슈켄트),07:40,08:17,08:06,여객,지연,,
아시아나항공,OZ285,SFO(샌프란시스코),07:45,20:08,19:59,화물,지연,항공기 연결(도착지연),
티웨이항공,TW176,CEB(세부),07:50,08:15,08:06,여객,지연,,
에티오피안항공,ET3640,OSL(오슬로),07:55,20:51,20:33,화물,지연,항공기 연결(도착지연),
진에어,LJ070,DAD(다낭),08:05,08:23,08:14,여객,지연,"공항, 관제 사유 접속 지연",
에어서울,RS530,CXR(깜라인(나트랑)),08:20,08:51,08:39,여객,지연,,
아시아나항공,OZ7443,BKK(수안나폼(방콕)),08:35,09:03,08:51,여객,지연,,
제주항공,7C3403,SPN(사이판),08:35,08:59,08:49,여객,지연,,
이스타항공,ZE596,DAD(다낭),08:40,09:17,09:08,여객,지연,항공기 연결(도착지연),
대한항공,KE8316,PVG(푸동),08:50,13:09,13:03,화물,지연,,
티웨이항공,TW102,BKK(수안나폼(방콕)),08:50,09:13,09:03,여객,지연,,
아시아나항공,OZ754,SIN(싱가포르),08:55,09:40,09:25,여객,지연,기상 사유 접속 지연,
터키항공,TK20,IST(이스탄불),08:55,09:19,09:09,여객,지연,항공기 연결(도착지연),
아시아나항공,OZ744,BKK(수안나폼(방콕)),09:20,10:06,09:55,여객,지연,"공항, 관제 사유 접속 지연",
제주항공,7C4704,SGN(호찌민),09:20,10:33,10:20,여객,지연,,
아틀라스화물항공,5Y8187,ORD(시카고),09:25,11:40,11:33,화물,지연,항공기 연결(도착지연),
제주항공,7C4104,PQC(푸꾸옥),09:30,09:55,09:45,여객,지연,,
제주항공,7C2312,DLI(달랏),09:40,09:53,09:43,여객,지연,,
대한항공,KE362,HAN(노이바이(하노이)),10:10,19:56,19:45,화물,지연,,
원통화물항공,YG9021,NGB(닝보),10:25,11:07,10:49,화물,지연,항공기 연결(도착지연),
진에어,LJ362,KKJ(기타규슈),10:55,11:13,11:08,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
아틀라스화물항공,5Y8541,ORD(시카고),11:30,23:00,:,화물,취소,기타(지연코드 외),
중국동방항공,MU5041,PVG(푸동),11:55,12:25,12:17,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
대한항공,KE788,FUK(후쿠오카),12:00,12:40,12:32,여객,지연,,
에어서울,RS728,FUK(후쿠오카),12:05,12:27,12:19,여객,지연,,
유피에스화물항공,5X505,TPE(타이완 타오위안 국제 공항),12:05,:,:,화물,취소,항공기 정비(정비 스케줄 지연),
중국국제항공,CA139,HGH(항저우),12:30,12:48,12:42,여객,지연,"공항, 관제 사유 접속 지연",
제주항공,7C1411,FUK(후쿠오카),12:40,13:00,12:54,여객,지연,,
아시아나항공,OZ131,FUK(후쿠오카),12:50,13:07,13:01,여객,지연,[기상]항공로 또는 대체공항,
페덱스화물항공,FX5235,MEM(멤피스),13:30,14:30,14:18,화물,지연,화물 연결,
대한항공,KE8506,FRA(프랑크푸르트),13:30,16:01,15:50,화물,지연,,
이스타항공,ZE642,FUK(후쿠오카),13:30,14:59,14:51,여객,지연,항공기 연결(도착지연),
에어로 몽골리아,M0601,UBN(칭기즈 칸(신 울란바토르) 국제공항),13:35,15:30,15:19,여객,지연,기타(지연코드 외),
티웨이항공,TW292,FUK(후쿠오카),13:50,14:34,14:26,여객,지연,,
이스타항공,ZE612,KIX(간사이),13:50,14:50,14:42,여객,지연,항공기 연결(도착지연),
제주항공,7C1301,KIX(간사이),13:50,14:07,13:57,여객,지연,,
대한항공,KE756,OKA(오키나와),13:55,14:11,14:02,여객,지연,ATFM(항공로 공표 수용능력 저하),
이스타항공,ZE882,TPE(타이완 타오위안 국제 공항),14:20,16:23,16:12,여객,지연,항공기 연결(도착지연),
이스타항공,ZE602,NRT(도쿄/나리타),14:30,14:55,14:47,여객,지연,항공기 연결(도착지연),
