항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
칼리타항공,K4632,CVG(신시내티),00:05,00:32,00:24,화물,지연,항공기 연결(도착지연),NaN
카타르항공,QR8980,DOH(도하),00:05,00:22,00:13,화물,지연,항공기 연결(도착지연),NaN
에어아시아버하드,AK1623,BKI(코타키나발루),00:05,00:25,00:20,여객,지연,항공기 연결(도착지연),NaN
폴라에어카고,PO963,CVG(신시내티),00:35,20:35,:,화물,취소,기타(지연코드 외),NaN
아틀라스화물항공,5Y8240,JFK(뉴욕),00:35,20:35,:,NaN,취소,기타(지연코드 외),NaN
아시아나항공,OZ2473,ATL(애틀랜타),00:55,01:21,01:09,화물,지연,"공항, 관제 사유 접속 지연",NaN
폴라에어카고,PO979,CVG(신시내티),01:05,11:00,11:04,화물,지연,항공기 연결(도착지연),NaN
카고룩스항공,CV9005,LUX(룩셈부르크 핀델 공항),01:15,04:11,04:05,화물,지연,항공기 연결(도착지연),NaN
내셔널 항공,N8575,HKG(홍콩),01:30,15:21,15:12,NaN,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ974,PQC(푸꾸옥),02:25,02:44,02:36,여객,지연,항공기 연결(도착지연),NaN
칼리타항공,K4867,EHU(어저우화후),02:45,06:50,06:43,NaN,지연,항공기 연결(도착지연),NaN
이스타항공,ZE872,PVG(푸동),03:30,03:54,03:46,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
제주항공,7C2306,MNL(마닐라),04:20,05:25,05:21,여객,지연,NaN,NaN
비엣젯항공,VJ836,CXR(깜라인(나트랑)),04:30,04:53,04:45,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE086,JFK(뉴욕),04:45,05:27,05:18,여객,지연,NaN,NaN
비엣젯항공,VJ880,DAD(다낭),05:00,05:41,05:33,여객,지연,항공기 연결(도착지연),NaN
진에어,LJ132,BKI(코타키나발루),05:10,05:39,05:29,여객,지연,"공항, 관제 사유 접속 지연",NaN
대한항공,KE696,KTM(카트만두),05:15,05:32,05:23,여객,지연,NaN,NaN
필리핀항공,PR466,MNL(마닐라),05:20,06:15,06:09,여객,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ864,SGN(호찌민),05:45,06:06,06:00,여객,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ834,CXR(깜라인(나트랑)),05:45,06:09,06:01,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE316,PVG(푸동),05:55,08:16,08:10,화물,지연,NaN,NaN
이스타항공,ZE512,BKK(수안나폼(방콕)),06:00,:,:,여객,취소,기타(지연코드 외),NaN
비엣젯항공,VJ878,DAD(다낭),06:00,07:54,07:47,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE626,MNL(마닐라),06:15,07:11,07:01,여객,지연,NaN,NaN
아시아나항공,OZ790,MXP(밀라노),06:35,06:59,06:53,화물,지연,항공기 연결(도착지연),NaN
페덱스화물항공,FX5161,MEM(멤피스),06:45,07:05,06:48,화물,지연,"공항, 관제 사유 접속 지연",NaN
말린도항공,OD820,KUL(쿠알라룸푸르),06:55,07:42,07:35,여객,지연,항공기 연결(도착지연),NaN
이스타항공,ZE594,DAD(다낭),06:55,07:18,07:04,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
대한항공,KE690,PNH(프놈펜),07:00,07:45,07:34,여객,지연,NaN,NaN
대한항공,KE672,KUL(쿠알라룸푸르),07:00,07:29,07:17,여객,지연,NaN,NaN
에어서울,RS512,DAD(다낭),07:05,07:51,07:43,여객,지연,NaN,NaN
대한항공,KE628,CGK(자카르타(수카르노 하타) 국제 공항),07:05,07:23,07:13,여객,지연,NaN,NaN
아시아나항공,OZ740,PNH(프놈펜),07:10,07:59,07:51,여객,지연,NaN,NaN
말레이시아항공,MH066,KUL(쿠알라룸푸르),07:10,07:34,07:25,여객,지연,항공기 연결(도착지연),NaN
에어서울,RS528,CXR(깜라인(나트랑)),07:10,07:27,07:19,여객,지연,NaN,NaN
스카이 앙코르 항공,ZA215,PNH(프놈펜),07:15,07:17,07:09,여객,지연,NaN,NaN
