항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
에어아시아버하드,AK1623,BKI(코타키나발루),00:05,00:28,00:20,여객,지연,항공기 연결(도착지연),NaN
에어로로직,3S580,LEJ(라이프치히),00:25,01:44,01:36,화물,지연,항공기 연결(도착지연),NaN
실크웨이웨스트항공,7L121,GYD(헤이다르 알리예프),01:00,13:44,13:32,화물,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ241,SEA(시애틀),01:25,02:21,02:06,화물,지연,항공기 연결(도착지연),NaN
아틀라스화물항공,5Y9001,MIA(마이애미),02:00,03:13,03:06,화물,지연,항공기 연결(도착지연),NaN
MFX,C67477,KGF(카라간다),02:00,02:36,02:27,NaN,지연,NaN,NaN
제주항공,7C2306,MNL(마닐라),04:20,05:38,05:27,여객,지연,NaN,NaN
비엣젯항공,VJ836,CXR(깜라인(나트랑)),04:30,04:51,04:43,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE624,MNL(마닐라),04:35,06:21,06:12,여객,지연,NaN,NaN
티웨이항공,TW190,KLO(칼리보),04:50,05:10,04:58,여객,지연,NaN,NaN
아시아나항공,OZ704,MNL(마닐라),04:50,06:43,06:34,여객,지연,항공기 연결(도착지연),NaN
아틀라스화물항공,5Y8196,MIA(마이애미),04:55,09:25,09:20,NaN,지연,항공기 연결(도착지연),NaN
에어프레미아,YP132,EWR(뉴어크 리버티 국제공항),04:55,05:24,05:13,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,NaN
티웨이항공,TW616,WUH(우한),05:05,05:25,05:15,여객,지연,NaN,NaN
진에어,LJ132,BKI(코타키나발루),05:10,05:35,05:29,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,NaN
대한항공,KE086,JFK(뉴욕),05:10,05:31,05:26,여객,지연,항공기 연결(도착지연),NaN
티웨이항공,TW114,HKG(홍콩),05:20,06:05,05:57,여객,지연,NaN,NaN
필리핀항공,PR466,MNL(마닐라),05:20,07:07,06:57,여객,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ834,CXR(깜라인(나트랑)),05:45,07:27,07:18,여객,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ864,SGN(호찌민),05:45,06:29,06:18,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE316,PVG(푸동),05:55,06:37,06:28,화물,지연,NaN,NaN
제주항공,7C2108,HKG(홍콩),06:00,06:35,06:26,여객,지연,NaN,NaN
비엣젯항공,VJ878,DAD(다낭),06:00,06:20,06:09,여객,지연,항공기 연결(도착지연),NaN
폴라에어카고,PO325,CVG(신시내티),06:05,21:12,21:03,화물,지연,항공기 연결(도착지연),NaN
티웨이항공,TW122,SGN(호찌민),06:05,07:49,07:49,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
대한항공,KE626,MNL(마닐라),06:15,07:13,07:07,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
터키항공,TK6544,IST(이스탄불),06:15,06:52,06:40,화물,지연,항공기 연결(도착지연),NaN
폴란드항공,LO97,WAW(바르샤바),06:20,06:52,06:44,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
티웨이항공,TW170,BKI(코타키나발루),06:30,07:13,07:03,여객,지연,NaN,NaN
아시아나항공,OZ776,FRA(프랑크푸르트),06:30,09:41,09:24,화물,지연,항공기 연결(도착지연),NaN
진에어,LJ702,HKG(홍콩),06:30,06:47,06:37,여객,지연,"공항, 관제 사유 접속 지연",NaN
베트남항공,VN408,SGN(호찌민),06:40,07:12,07:01,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
이스타항공,ZE594,DAD(다낭),06:55,07:21,07:09,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
대한항공,KE476,SGN(호찌민),07:00,07:26,07:16,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
아시아나항공,OZ708,CRK(클라크 국제공항),07:05,07:26,07:17,여객,지연,NaN,NaN
에어서울,RS512,DAD(다낭),07:05,07:40,07:31,여객,지연,NaN,NaN
에어서울,RS528,CXR(깜라인(나트랑)),07:10,08:09,08:01,여객,지연,NaN,NaN
아시아나항공,OZ736,SGN(호찌민),07:10,07:46,07:35,여객,지연,[기상]항공로 또는 대체공항,NaN
아시아나항공,OZ740,PNH(프놈펜),07:20,07:44,07:30,여객,지연,NaN,NaN
아시아나항공,OZ948,PVG(푸동),07:25,11:11,10:49,화물,지연,항공기 연결(도착지연),NaN
진에어,LJ088,CXR(깜라인(나트랑)),07:30,09:00,08:48,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
티웨이항공,TW158,CXR(깜라인(나트랑)),07:30,08:51,08:40,여객,지연,NaN,NaN
폴라에어카고,PO1915,CVG(신시내티),07:30,21:30,:,화물,취소,파업(관제 제외),NaN
아시아나항공,OZ398,SIN(싱가포르),07:45,08:52,08:32,화물,지연,"공항, 관제 사유 접속 지연",NaN
에어홍콩화물항공,LD128,HKG(홍콩),07:45,08:29,08:13,화물,지연,NaN,NaN
제주항공,7C4410,TAG(팡라로),07:50,08:22,08:11,여객,지연,NaN,NaN
대한항공,KE468,CXR(깜라인(나트랑)),07:55,08:54,08:44,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
세부퍼시픽항공,5J186,MNL(마닐라),07:55,08:29,08:19,여객,지연,승무원 탑승 및 출발수속 지연,NaN
이스타항공,ZE562,CXR(깜라인(나트랑)),07:55,09:49,09:37,여객,지연,항공기 연결(도착지연),NaN
제주항공,7C2904,DAD(다낭),08:05,09:02,08:53,여객,지연,NaN,NaN
아시아나항공,OZ7745,CXR(깜라인(나트랑)),08:05,08:30,08:16,여객,지연,[기상]항공로 또는 대체공항,NaN
칼리타항공,K4967,NGB(닝보),08:05,08:53,08:36,NaN,지연,NaN,NaN
진에어,LJ044,TAG(팡라로),08:15,08:40,08:32,여객,지연,"항공기 결함(DF, DG) 사유 접속 지연",NaN
순풍항공,O3364,EHU(어저우화후),08:25,08:29,08:24,화물,지연,NaN,NaN
칼리타항공,K4917,PVG(푸동),08:30,08:45,08:37,NaN,지연,NaN,NaN
가루다인도네시아,GA878,CGK(자카르타(수카르노 하타) 국제 공항),08:30,09:11,08:59,여객,지연,기타(여객 및 위탁수화물 관련),NaN
제주항공,7C2204,BKK(수안나폼(방콕)),08:40,08:57,08:45,여객,지연,NaN,NaN
대한항공,KE646,SIN(싱가포르),08:45,09:02,08:55,여객,지연,NaN,NaN
