항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
아틀라스화물항공,5Y8545,ORD(시카고),00:05,22:50,:,화물,취소,기타(지연코드 외),NaN
비엣젯항공,VJ974,PQC(푸꾸옥),00:30,01:30,01:18,여객,지연,항공기 연결(도착지연),NaN
칼리타항공,K4917,PVG(푸동),00:45,02:47,02:31,NaN,지연,항공기 연결(도착지연),NaN
칼리타항공,K4810,LAX(로스앤젤레스),01:00,01:32,01:15,화물,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ978,PQC(푸꾸옥),01:20,02:20,02:12,여객,지연,항공기 연결(도착지연),NaN
에어로로직,3S582,LEJ(라이프치히),01:25,01:59,01:42,화물,지연,NaN,NaN
칼리타항공,K4618,LAX(로스앤젤레스),02:30,03:05,02:48,화물,지연,NaN,NaN
카고룩스 이탈리아,C87736,MXP(밀라노),04:25,11:12,10:53,화물,지연,항공기 연결(도착지연),NaN
유피에스화물항공,5X99,SDF(루이즈빌),04:35,05:55,05:43,화물,지연,"공항, 관제 사유 접속 지연",NaN
대한항공,KE454,HAN(노이바이(하노이)),04:55,05:14,05:04,여객,지연,기타(접속 관련),NaN
카고룩스항공,CV7226,LUX(룩셈부르크 핀델 공항),05:00,07:49,07:37,화물,지연,항공기 연결(도착지연),NaN
대한항공,KE486,PQC(푸꾸옥),05:05,05:25,05:16,여객,지연,"공항, 관제 사유 접속 지연",NaN
비엣젯항공,VJ864,SGN(호찌민),05:25,06:54,06:45,여객,지연,항공기 연결(도착지연),NaN
에어프레미아,YP132,EWR(뉴어크 리버티 국제공항),05:40,06:01,05:51,여객,지연,기내식(배송 또는 탑재 지연),NaN
진에어,LJ002,BKK(수안나폼(방콕)),05:40,06:08,06:01,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,NaN
아시아나항공,OZ356,CAN(광저우),05:40,06:07,05:53,여객,지연,NaN,NaN
이스타항공,ZE518,CNX(치앙마이),05:45,06:13,06:02,여객,지연,항공기 연결(도착지연),NaN
말린도항공,OD820,KUL(쿠알라룸푸르),05:50,06:38,06:25,여객,지연,항공기 연결(도착지연),NaN
아에로멕시코,AM090,MEX(멕시코시티),06:00,06:37,06:29,여객,지연,NaN,NaN
비엣젯항공,VJ878,DAD(다낭),06:00,06:38,06:27,여객,지연,항공기 연결(도착지연),NaN
에어부산,BX748,BKK(수안나폼(방콕)),06:05,06:49,06:41,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
아틀라스화물항공,5Y8793,JFK(뉴욕),06:05,07:25,07:18,NaN,지연,항공기 연결(도착지연),NaN
우즈베키스탄항공,HY515,TAS(타슈켄트),06:25,07:18,07:07,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",NaN
베트남항공,VN408,SGN(호찌민),06:30,07:07,06:58,여객,지연,기타(지연코드 외),NaN
진에어,LJ038,CRK(클라크 국제공항),06:40,07:09,07:01,여객,지연,"공항, 관제 사유 접속 지연",NaN
에어서울,RS512,DAD(다낭),07:05,08:09,07:58,여객,지연,NaN,NaN
아시아나항공,OZ710,CEB(세부),07:10,07:43,07:35,여객,지연,NaN,NaN
제주항공,7C4410,TAG(팡라로),07:10,07:33,07:23,여객,지연,NaN,NaN
폴란드항공,LO97,WAW(바르샤바),07:10,07:37,07:25,여객,지연,[기상]출발공항 제방빙(항공기),NaN
마스에어,M73228,WUX(수난 슈오팡 국제공항),07:20,11:42,11:33,NaN,지연,항공기 연결(도착지연),NaN
베트남항공,VN430,DAD(다낭),07:25,08:07,07:59,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
아시아나항공,OZ988,PVG(푸동),07:30,08:57,08:35,화물,지연,NaN,NaN
유피에스화물항공,5X11,SDF(루이즈빌),07:35,07:52,07:41,화물,지연,"공항, 관제 사유 접속 지연",NaN
아틀라스화물항공,5Y9793,ORD(시카고),07:35,10:10,09:54,화물,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ796,FRA(프랑크푸르트),07:50,13:25,13:15,화물,지연,기타(접속 관련),NaN
티웨이항공,TW128,DAD(다낭),08:05,08:44,08:33,여객,지연,NaN,NaN
아시아나항공,OZ574,TAS(타슈켄트),08:15,09:22,09:07,여객,지연,NaN,NaN
진에어,LJ082,DAD(다낭),08:15,08:23,08:15,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,NaN
아시아나항공,OZ588,BRU(브뤼셀),08:15,09:35,09:16,화물,지연,NaN,NaN
제주항공,7C2904,DAD(다낭),08:25,09:05,08:54,여객,지연,NaN,NaN
제주항공,7C2204,BKK(수안나폼(방콕)),08:25,08:52,08:42,여객,지연,NaN,NaN
대한항공,KE214,LAX(로스앤젤레스),08:35,08:49,08:31,화물,지연,NaN,NaN
티웨이항공,TW102,BKK(수안나폼(방콕)),08:50,09:22,09:11,여객,지연,NaN,NaN
대한항공,KE646,SIN(싱가포르),08:50,09:20,09:09,여객,지연,NaN,NaN
칼리타항공,K4867,EHU(어저우화후),09:00,09:31,09:14,NaN,지연,NaN,NaN
에어인천,KJ2626,CKG(충칭),09:05,09:17,09:12,화물,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",NaN
터키항공,TK6544,IST(이스탄불),09:10,12:22,12:11,화물,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ744,BKK(수안나폼(방콕)),09:15,09:41,09:30,여객,지연,NaN,NaN
에어홍콩화물항공,LD128,HKG(홍콩),09:15,09:37,09:20,화물,지연,NaN,NaN
아틀라스화물항공,5Y8198,ORD(시카고),09:20,10:39,10:22,화물,지연,항공기 연결(도착지연),NaN
대한항공,KE644D,SIN(싱가포르),09:45,10:47,10:35,여객,지연,기타(접속 관련),NaN
티웨이항공,TW172,SIN(싱가포르),09:50,10:24,10:13,여객,지연,NaN,NaN
제주항공,7C2206,BKK(수안나폼(방콕)),09:55,10:18,10:08,여객,지연,NaN,NaN
칼리타항공,K4933,HFE(허페이),10:00,14:58,14:50,NaN,지연,항공기 연결(도착지연),NaN
칼리타항공,K4818,ANC(앵커리지),10:00,14:09,13:59,화물,지연,항공기 연결(도착지연),NaN
유피에스화물항공,5X196,ANC(앵커리지),10:05,10:49,10:30,화물,지연,"공항, 관제 사유 접속 지연",NaN
프랑스항공,AF264,CDG(파리),10:10,10:28,10:18,여객,지연,NaN,NaN
에어아스타나항공,KC909,ALA(알마티),10:15,10:42,10:32,여객,지연,NaN,NaN
대한항공,KE362,HAN(노이바이(하노이)),10:15,10:38,10:20,화물,지연,NaN,NaN
티웨이항공,TW604,FRU(마나스 국제공항),10:30,10:52,10:41,여객,지연,NaN,NaN
독일항공,LH712,FRA(프랑크푸르트),10:50,12:31,12:19,여객,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ115,KIX(간사이),11:00,11:26,11:17,여객,지연,NaN,NaN
독일항공,LH718,MUC(뮌헨),11:15,11:37,11:27,여객,지연,항공기 연결(도착지연),NaN
롱하오 항공,GI4203,WEH(위해),11:25,12:18,11:58,화물,지연,기타(화물 관련),NaN
중국국제항공,CA123,PEK(베이징),11:40,12:06,11:56,여객,지연,"공항, 관제 사유 접속 지연",NaN
에어서울,RS712,KIX(간사이),11:55,12:26,12:15,여객,지연,NaN,NaN
필리핀에어아시아,Z2884,MNL(마닐라),11:55,12:15,12:06,여객,지연,항공기 연결(도착지연),NaN
제주항공,7C1412,FUK(후쿠오카),12:10,12:34,12:22,여객,지연,NaN,NaN
중국동방항공,MU2033,TAO(청도),12:15,12:28,12:18,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",NaN
핀란드항공,AY41,HEL(헬싱키),12:20,13:32,13:23,여객,지연,NaN,NaN
캐세이퍼시픽항공,CX434,HKG(홍콩),12:45,13:44,13:33,여객,지연,기체손상(지상운항 중),NaN
아틀라스화물항공,5Y8470,ORD(시카고),12:45,13:18,13:11,화물,지연,항공기 연결(도착지연),NaN
대한항공,KE756,OKA(오키나와),13:45,14:00,13:51,여객,지연,"공항시설(주기장 부족, 혼잡 등)",NaN
제주항공,7C1304,KIX(간사이),13:50,18:00,17:52,여객,지연,항공기 결함,NaN
아시아나항공,OZ954,HAN(노이바이(하노이)),13:50,14:22,14:11,화물,지연,NaN,NaN
캐세이퍼시픽항공,CX410,HKG(홍콩),13:55,14:12,13:55,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
심천항공,ZH633,SZX(선전(심천)),13:55,14:17,14:07,여객,지연,"공항, 관제 사유 접속 지연",NaN
대한항공,KE530,FRA(프랑크푸르트),14:05,14:47,14:37,화물,지연,NaN,NaN
대한항공,KE2926,ULN(부얀트 우카),14:10,22:16,22:05,NaN,지연,[기상]기타 기상 악화,NaN
아시아나항공,OZ304,CGQ(장춘),14:30,15:01,14:46,여객,지연,NaN,NaN
이스타항공,ZE622,CTS(삿포로),14:35,14:53,14:42,여객,지연,항공기 연결(도착지연),NaN
홍콩익스프레스,UO630,HKG(홍콩),14:55,15:17,15:05,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
티웨이항공,TW102F,HIN(사천),15:00,16:20,16:10,NaN,지연,NaN,NaN
대한항공,KE792,FUK(후쿠오카),15:10,15:43,15:36,여객,지연,NaN,NaN
아시아나항공,OZ171,OKA(오키나와),15:20,16:04,15:54,여객,지연,NaN,NaN
중국동방항공,MU5033,PVG(푸동),15:20,15:41,15:30,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",NaN
진에어,LJ342,OKA(오키나와),15:50,16:17,16:07,여객,지연,보안검색(의무),NaN
대한항공,KE728,KIX(간사이),15:55,16:16,16:08,여객,지연,NaN,NaN
아시아나항공,OZ364,PVG(푸동),16:00,16:33,16:23,여객,지연,NaN,NaN
아시아나항공,OZ173,CTS(삿포로),16:00,16:50,16:40,여객,지연,NaN,NaN
티웨이항공,TW402,CDG(파리),16:05,16:32,16:20,여객,지연,NaN,NaN
아시아나항공,OZ562,FCO(로마),16:05,16:35,16:11,여객,지연,[기상]항공로 또는 대체공항,NaN
에어프레미아,YP102,LAX(로스앤젤레스),16:10,16:31,16:21,여객,지연,"공항시설(주기장 부족, 혼잡 등)",NaN
유나이티드항공,UA893,SFO(샌프란시스코),16:15,18:01,17:50,여객,지연,항공기 정비(계획되지 않은 정비),NaN
대한항공,KE908,LHR(런던히드로),16:15,17:06,16:54,여객,지연,NaN,NaN
대한항공,KE344,SIN(싱가포르),16:20,18:04,17:55,화물,지연,NaN,NaN
베트남항공,VN402,SGN(호찌민),16:25,16:44,16:32,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",NaN
베트남항공,VN414,HAN(노이바이(하노이)),16:30,17:49,17:37,여객,지연,"운항통제(항로변경, 회항, 항공기 교체)",NaN
대한항공,KE704,NRT(도쿄/나리타),16:40,18:01,17:54,여객,지연,NaN,NaN
아시아나항공,OZ702,MNL(마닐라),16:40,17:16,17:04,여객,지연,NaN,NaN
제주항공,7C1104,NRT(도쿄/나리타),16:45,17:16,17:05,여객,지연,NaN,NaN
대한항공,KE926,AMS(암스테르담),16:50,17:05,16:56,여객,지연,NaN,NaN
에미레이트항공,EK322,DXB(두바이),16:50,17:16,17:05,여객,지연,기타(여객 및 위탁수화물 관련),NaN
네덜란드항공,KL855,AMS(암스테르담),16:55,17:12,17:01,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE870,DLC(대련),16:55,17:42,17:35,여객,지연,NaN,NaN
아시아나항공,OZ221,JFK(뉴욕),17:00,17:25,17:14,여객,지연,[기상]항공로 또는 대체공항,NaN
대한항공,KE172,HKG(홍콩),17:05,17:27,17:17,여객,지연,NaN,NaN
대한항공,KE902,CDG(파리),17:10,17:25,17:15,여객,지연,NaN,NaN
