항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
비엣젯항공,VJ954,VCA(껀터 국제공항),00:10,01:52,01:42,여객,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ978,PQC(푸꾸옥),00:30,00:56,00:46,여객,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y515,BNA(내슈빌),00:55,01:20,01:04,화물,지연,항공기 연결(도착지연),
제주항공,7C2306,MNL(마닐라),04:10,04:35,04:24,여객,지연,,
폴라에어카고,PO224,CVG(신시내티),04:20,23:20,:,화물,취소,기타(지연코드 외),
대한항공,KE624,MNL(마닐라),04:20,04:44,04:34,여객,지연,,
진에어,LJ008,CNX(치앙마이),04:55,05:44,05:36,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
티웨이항공,TW132,VTE(비엔티안),05:00,06:04,05:51,여객,지연,,
대한항공,KE208,LAX(로스앤젤레스),05:00,05:55,05:46,화물,지연,,
대한항공,KE696,KTM(카트만두),05:25,07:26,07:16,여객,지연,정비 사유 접속 지연,
베트남항공,VN416,HAN(노이바이(하노이)),05:30,06:29,06:21,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
아시아나항공,OZ211,SFO(샌프란시스코),05:30,05:49,05:40,여객,지연,,
대한항공,KE462,DAD(다낭),05:35,05:52,05:42,여객,지연,"공항, 관제 사유 접속 지연",
진에어,LJ004,BKK(수안나폼(방콕)),05:40,06:30,06:23,여객,지연,"공항, 관제 사유 접속 지연",
티웨이항공,TW158,CXR(깜라인(나트랑)),05:50,06:48,06:41,여객,지연,,
제주항공,7C2108,HKG(홍콩),05:55,06:18,06:11,여객,지연,,
말린도항공,OD820,KUL(쿠알라룸푸르),06:05,06:59,06:52,여객,지연,항공기 연결(도착지연),
티웨이항공,TW192,DAD(다낭),06:05,06:34,06:27,여객,지연,,
대한항공,KE316,PVG(푸동),06:05,06:31,06:25,화물,지연,,
티웨이항공,TW170,BKI(코타키나발루),06:10,06:33,06:25,여객,지연,,
제주항공,7C4206,CNX(치앙마이),06:20,06:43,06:36,여객,지연,,
진에어,LJ030,CRK(클라크 국제공항),06:25,06:54,06:49,여객,지연,공표된 최소지상시간(GT) 대비 운항스케줄 상 GT 부족,
타이항공,TG658,BKK(수안나폼(방콕)),06:35,07:01,06:53,여객,지연,항공기 연결(도착지연),
티웨이항공,TW118,HKG(홍콩),06:40,07:26,07:19,여객,지연,,
에어인천,KJ252,CGO(정저우),06:50,07:14,07:07,화물,지연,"공항, 관제 사유 접속 지연",
대한항공,KE628,CGK(자카르타(수카르노 하타) 국제 공항),06:50,08:35,08:26,여객,지연,,
이스타항공,ZE594,DAD(다낭),07:10,08:39,08:31,여객,지연,ATFM(항공로 공표 수용능력 저하),
아시아나항공,OZ710,CEB(세부),07:10,07:39,07:34,여객,지연,,
진에어,LJ006,HKT(푸껫),07:15,07:44,07:37,여객,지연,,
진에어,LJ122,VTE(비엔티안),07:20,07:46,07:36,여객,지연,,
페덱스화물항공,FX5926,MEM(멤피스),07:20,08:02,07:52,화물,지연,항공기 연결(도착지연),
에어서울,RS528,CXR(깜라인(나트랑)),07:25,09:48,09:42,여객,지연,정비 사유 접속 지연,
아시아나항공,OZ988,PVG(푸동),07:25,08:50,08:37,화물,지연,항공기 연결(도착지연),
이스타항공,ZE562,CXR(깜라인(나트랑)),07:30,10:31,10:24,여객,지연,항공기 연결(도착지연),
아시아나항공,OZ740,PNH(프놈펜),07:30,07:57,07:49,여객,지연,,
아시아나항공,OZ762,CGK(자카르타(수카르노 하타) 국제 공항),07:40,08:13,08:07,여객,지연,,
스카이 앙코르 항공,ZA215,PNH(프놈펜),07:40,08:02,07:56,여객,지연,,
