항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
카고룩스 이탈리아,C87736,MXP(밀라노),00:05,00:22,00:16,화물,지연,항공기 연결(도착지연),NaN
에어아시아버하드,AK1623,BKI(코타키나발루),00:05,00:31,00:25,여객,지연,"탑승(승객 불일치, 승객 수속오류, 수속 완료된 승객 소재불명)",NaN
아틀라스화물항공,5Y555,JFK(뉴욕),00:05,00:20,00:12,화물,지연,NaN,NaN
폴라에어카고,PO213,CVG(신시내티),00:35,21:35,:,화물,취소,기타(지연코드 외),NaN
내셔널 항공,N8871,HAN(노이바이(하노이)),00:40,08:00,08:08,NaN,지연,항공기 연결(도착지연),NaN
에어서울,RS704,NRT(도쿄/나리타),00:45,01:07,01:00,여객,지연,NaN,NaN
실크웨이웨스트항공,7L128,GYD(헤이다르 알리예프),01:00,11:56,11:50,화물,지연,항공기 연결(도착지연),NaN
아틀라스화물항공,5Y8476,LAX(로스앤젤레스),01:20,21:20,:,화물,취소,기타(지연코드 외),NaN
카고룩스 이탈리아,C87117,MXP(밀라노),03:20,10:13,09:58,화물,지연,항공기 연결(도착지연),NaN
이스타항공,ZE872,PVG(푸동),03:30,04:33,04:23,여객,지연,수속오류(승객 및 수화물),NaN
대한항공,KE8314,HKG(홍콩),03:45,04:27,04:18,화물,지연,기타(접속 관련),NaN
비엣젯항공,VJ976,PQC(푸꾸옥),04:00,05:10,04:59,여객,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ211,SFO(샌프란시스코),04:30,04:48,04:39,여객,지연,NaN,NaN
비엣젯항공,VJ836,CXR(깜라인(나트랑)),04:30,05:16,05:04,여객,지연,항공기 결함,NaN
비엣젯항공,VJ880,DAD(다낭),05:00,05:36,05:26,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,NaN
마스에어,M73926,WUX(수난 슈오팡 국제공항),05:05,05:40,05:36,NaN,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ223,JFK(뉴욕),05:10,05:32,05:23,여객,지연,NaN,NaN
진에어,LJ132,BKI(코타키나발루),05:10,07:17,07:06,여객,지연,"공항, 관제 사유 접속 지연",NaN
진에어,LJ010,CNX(치앙마이),05:20,06:55,06:47,여객,지연,"공항, 관제 사유 접속 지연",NaN
비엣젯항공,VJ962,HAN(노이바이(하노이)),05:30,06:00,05:58,여객,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ834,CXR(깜라인(나트랑)),05:45,06:05,05:57,여객,지연,기타(지연코드 외),NaN
비엣젯항공,VJ864,SGN(호찌민),05:45,07:00,07:01,여객,지연,항공기 연결(도착지연),NaN
말린도항공,OD820,KUL(쿠알라룸푸르),05:50,06:27,06:18,여객,지연,항공기 연결(도착지연),NaN
베트남항공,VN416,HAN(노이바이(하노이)),05:50,06:09,06:00,여객,지연,"운항통제(항로변경, 회항, 항공기 교체)",NaN
제주항공,7C4206,CNX(치앙마이),05:50,06:19,06:10,여객,지연,NaN,NaN
대한항공,KE316,PVG(푸동),05:55,06:15,06:06,화물,지연,NaN,NaN
비엣젯항공,VJ878,DAD(다낭),06:00,09:21,09:12,여객,지연,항공기 연결(도착지연),NaN
스리랑칸항공,UL470,CMB(반다라나이케),06:00,06:50,06:42,여객,지연,항공기 정비(정비 스케줄 지연),NaN
대한항공,KE350,PEN(페낭),06:15,07:30,07:25,화물,지연,기타(접속 관련),NaN
진에어,LJ038,CRK(클라크 국제공항),06:30,07:45,07:36,여객,지연,"공항, 관제 사유 접속 지연",NaN
진에어,LJ722,MFM(마카오),06:30,07:01,06:54,여객,지연,"공항, 관제 사유 접속 지연",NaN
베트남항공,VN430,DAD(다낭),06:40,07:29,07:23,여객,지연,항공기 연결(도착지연),NaN
제주항공,7C3105,GUM(괌),06:55,07:52,07:46,여객,지연,NaN,NaN
대한항공,KE652,BKK(수안나폼(방콕)),06:55,07:21,07:10,여객,지연,NaN,NaN
타이항공,TG656,BKK(수안나폼(방콕)),06:55,07:11,07:04,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE476,SGN(호찌민),07:00,07:58,07:50,여객,지연,기타(접속 관련),NaN
진에어,LJ006,HKT(푸껫),07:00,07:44,07:34,여객,지연,"공항, 관제 사유 접속 지연",NaN
대한항공,KE672,KUL(쿠알라룸푸르),07:00,07:27,07:19,여객,지연,NaN,NaN
대한항공,KE690,PNH(프놈펜),07:00,07:38,07:28,여객,지연,NaN,NaN
아틀라스화물항공,5Y8191,ORD(시카고),07:00,07:19,07:12,화물,지연,항공기 연결(도착지연),NaN
대한항공,KE628,CGK(자카르타(수카르노 하타) 국제 공항),07:05,07:46,07:39,여객,지연,"공항, 관제 사유 접속 지연",NaN
마스에어,M73629,HGH(항저우),07:05,20:00,20:03,NaN,지연,항공기 연결(도착지연),NaN
에어서울,RS512,DAD(다낭),07:05,07:28,07:20,여객,지연,NaN,NaN
아시아나항공,OZ736,SGN(호찌민),07:10,07:30,07:22,여객,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ740,PNH(프놈펜),07:10,08:09,07:59,여객,지연,NaN,NaN
대한항공,KE258,JFK(뉴욕),07:15,07:35,07:30,화물,지연,NaN,NaN
에어로케이항공(주),RF556,CXR(깜라인(나트랑)),07:25,08:05,07:57,여객,지연,"공항, 관제 사유 접속 지연",NaN
진에어,LJ032,CEB(세부),07:25,08:15,08:03,여객,지연,항공기 연결(도착지연),NaN
진에어,LJ088,CXR(깜라인(나트랑)),07:30,09:13,09:01,여객,지연,"공항, 관제 사유 접속 지연",NaN
아시아나항공,OZ776,FRA(프랑크푸르트),07:35,08:08,08:02,화물,지연,NaN,NaN
아시아나항공,OZ710,CEB(세부),07:45,08:29,08:21,여객,지연,NaN,NaN
아시아나항공,OZ802A,GMP(김포),07:45,08:00,07:54,NaN,지연,NaN,NaN
제주항공,7C4410,TAG(팡라로),07:50,08:19,08:12,여객,지연,NaN,NaN
비엣젯항공,VJ960,HAN(노이바이(하노이)),07:55,08:30,08:19,여객,지연,항공기 연결(도착지연),NaN
이스타항공,ZE562,CXR(깜라인(나트랑)),07:55,08:14,08:07,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
진에어,LJ082,DAD(다낭),08:00,08:43,08:33,여객,지연,"공항, 관제 사유 접속 지연",NaN
제주항공,7C2904,DAD(다낭),08:05,09:08,09:00,여객,지연,NaN,NaN
대한항공,KE1406,PUS(김해),08:10,08:26,08:16,여객,지연,기타(지연코드 외),NaN
스위스 국제항공,LX122,ZRH(취리히),08:25,08:48,08:40,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE320,CAN(광저우),08:25,08:37,08:24,화물,지연,"항공기 결함(DF, DG) 사유 접속 지연",NaN
티웨이항공,TW128,DAD(다낭),08:35,08:56,08:48,여객,지연,NaN,NaN
에티오피안항공,ET3640,OSL(오슬로),08:35,11:22,11:06,화물,지연,항공기 연결(도착지연),NaN
칼리타항공,K4917,PVG(푸동),08:45,00:07,23:48,NaN,지연,항공기 연결(도착지연),NaN
대한항공,KE646,SIN(싱가포르),08:45,09:38,09:28,여객,지연,기상 사유 접속 지연,NaN
아시아나항공,OZ285,SFO(샌프란시스코),08:55,09:43,09:30,화물,지연,"공항, 관제 사유 접속 지연",NaN
칼리타항공,K4865,EHU(어저우화후),09:00,11:48,11:38,NaN,지연,항공기 연결(도착지연),NaN
