항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
캐세이퍼시픽항공,CX035,HKG(홍콩),00:05,00:42,00:25,화물,지연,항공기 정비(정비 스케줄 지연),NaN
내셔널 항공,N84823,ANC(앵커리지),00:15,:,:,NaN,취소,항공기 정비(계획되지 않은 정비),NaN
실크웨이웨스트항공,7L121,GYD(헤이다르 알리예프),01:00,02:09,01:49,화물,지연,항공기 연결(도착지연),NaN
칼리타항공,K4810,LAX(로스앤젤레스),01:15,01:35,01:16,화물,지연,NaN,NaN
아틀라스화물항공,5Y8245,EHU(어저우화후),02:10,02:53,02:36,NaN,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ285,SFO(샌프란시스코),03:00,03:53,03:43,화물,지연,기타(접속 관련),NaN
아틀라스화물항공,5Y9121,ORD(시카고),03:00,06:52,06:45,화물,지연,항공기 연결(도착지연),NaN
아틀라스화물항공,5Y9174,DFW(댈러스),03:00,04:21,04:14,화물,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ3941,SIN(싱가포르),03:55,19:34,19:28,화물,지연,항공기 연결(도착지연),NaN
카고룩스 이탈리아,C87736,MXP(밀라노),04:20,07:19,07:07,화물,지연,항공기 연결(도착지연),NaN
대한항공,KE624,MNL(마닐라),04:35,06:31,06:25,여객,지연,NaN,NaN
유피에스화물항공,5X99,SDF(루이즈빌),04:50,05:10,04:58,화물,지연,"공항, 관제 사유 접속 지연",NaN
대한항공,KE658,BKK(수안나폼(방콕)),05:05,05:55,05:43,여객,지연,NaN,NaN
아시아나항공,OZ7385,BKI(코타키나발루),05:15,06:08,06:00,여객,지연,NaN,NaN
비엣젯항공,VJ834,CXR(깜라인(나트랑)),05:45,06:29,06:19,여객,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ191,KIX(간사이),05:50,06:43,06:32,화물,지연,NaN,NaN
카고룩스항공,CV7226,LUX(룩셈부르크 핀델 공항),05:55,07:05,06:55,화물,지연,항공기 연결(도착지연),NaN
이스타항공,ZE512,BKK(수안나폼(방콕)),06:00,06:43,06:33,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE644,SIN(싱가포르),06:00,06:38,06:30,여객,지연,NaN,NaN
제주항공,7C2108,HKG(홍콩),06:00,06:19,06:09,여객,지연,NaN,NaN
비엣젯항공,VJ878,DAD(다낭),06:00,06:52,06:44,여객,지연,항공기 연결(도착지연),NaN
에어부산,BX748,BKK(수안나폼(방콕)),06:05,06:37,06:26,여객,지연,NaN,NaN
대한항공,KE626,MNL(마닐라),06:15,07:01,06:51,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
에어프레미아,YP602,BKK(수안나폼(방콕)),06:25,06:49,06:37,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",NaN
진에어,LJ702,HKG(홍콩),06:30,07:08,07:03,여객,지연,"공항, 관제 사유 접속 지연",NaN
진에어,LJ090,CXR(깜라인(나트랑)),06:30,07:25,07:19,여객,지연,"공항, 관제 사유 접속 지연",NaN
필리핀항공,PR472,TAG(팡라로),06:30,06:49,06:41,여객,지연,항공기 연결(도착지연),NaN
티웨이항공,TW192,DAD(다낭),06:35,06:55,06:44,여객,지연,NaN,NaN
베트남항공,VN408,SGN(호찌민),06:40,07:48,07:36,여객,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ752,SIN(싱가포르),06:40,06:58,06:49,여객,지연,[기상]항공로 또는 대체공항,NaN
제주항공,7C2508,BKI(코타키나발루),06:45,08:17,08:05,여객,지연,NaN,NaN
이스타항공,ZE594,DAD(다낭),06:55,07:43,07:34,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
대한항공,KE652,BKK(수안나폼(방콕)),06:55,07:11,07:03,여객,지연,NaN,NaN
아메리제트,M61040,RFD(시카고 록퍼드 국제공항),07:00,08:59,08:46,NaN,지연,기타(접속 관련),NaN
아틀라스화물항공,5Y8198,MIA(마이애미),07:00,17:34,17:17,NaN,지연,항공기 연결(도착지연),NaN
대한항공,KE690,PNH(프놈펜),07:00,07:19,07:08,여객,지연,NaN,NaN
대한항공,KE476,SGN(호찌민),07:00,07:19,07:12,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
티웨이항공,TW308,SPN(사이판),07:00,20:31,20:24,여객,지연,항공기 정비(계획되지 않은 정비),NaN
진에어,LJ006,HKT(푸껫),07:00,07:58,07:53,여객,지연,"공항, 관제 사유 접속 지연",NaN
에어서울,RS512,DAD(다낭),07:05,08:10,07:59,여객,지연,NaN,NaN
대한항공,KE628,CGK(자카르타(수카르노 하타) 국제 공항),07:05,07:35,07:25,여객,지연,NaN,NaN
아시아나항공,OZ762,CGK(자카르타(수카르노 하타) 국제 공항),07:10,07:54,07:41,여객,지연,NaN,NaN
아시아나항공,OZ736,SGN(호찌민),07:10,07:45,07:33,여객,지연,[기상]항공로 또는 대체공항,NaN
에어서울,RS528,CXR(깜라인(나트랑)),07:10,07:47,07:39,여객,지연,NaN,NaN
진에어,LJ092,PQC(푸꾸옥),07:20,08:05,07:53,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
진에어,LJ032,CEB(세부),07:25,08:22,08:15,여객,지연,"공항, 관제 사유 접속 지연",NaN
진에어,LJ088,CXR(깜라인(나트랑)),07:30,09:06,08:55,여객,지연,"공항, 관제 사유 접속 지연",NaN
대한항공,KE634,DPS(덴파사(응우라 라이)),07:35,08:22,08:13,여객,지연,NaN,NaN
제주항공,7C2408,CEB(세부),07:40,08:05,07:57,여객,지연,NaN,NaN
아시아나항공,OZ710,CEB(세부),07:45,08:34,08:20,여객,지연,NaN,NaN
제주항공,7C4410,TAG(팡라로),07:50,08:20,08:10,여객,지연,NaN,NaN
이스타항공,ZE562,CXR(깜라인(나트랑)),07:55,09:52,09:40,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE468,CXR(깜라인(나트랑)),07:55,09:30,09:19,여객,지연,"공항, 관제 사유 접속 지연",NaN
가루다인도네시아,GA878,CGK(자카르타(수카르노 하타) 국제 공항),07:55,08:30,08:19,여객,지연,기타(접속 관련),NaN
세부퍼시픽항공,5J186,MNL(마닐라),07:55,08:18,08:08,여객,지연,항공기 결함,NaN
