항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
에어서울,RS704,NRT(도쿄/나리타),00:15,00:46,00:34,여객,지연,NaN,NaN
비엣젯항공,VJ974,PQC(푸꾸옥),00:30,01:58,01:48,여객,지연,항공기 연결(도착지연),NaN
터키항공,TK6544,IST(이스탄불),00:40,08:51,08:32,화물,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ838,CXR(깜라인(나트랑)),00:50,03:35,03:24,여객,지연,항공기 연결(도착지연),NaN
아틀라스화물항공,5Y9707,ORD(시카고),01:00,01:37,01:32,화물,지연,항공기 연결(도착지연),NaN
마스에어,M73228,WUX(수난 슈오팡 국제공항),01:55,20:01,19:52,NaN,지연,항공기 정비(계획되지 않은 정비),NaN
아시아나항공,OZ2913,ORD(시카고),02:45,03:07,02:48,화물,지연,정비 사유 접속 지연,NaN
비엣젯항공,VJ976,PQC(푸꾸옥),04:00,04:31,04:23,여객,지연,항공기 연결(도착지연),NaN
제주항공,7C2306,MNL(마닐라),04:10,04:31,04:21,여객,지연,NaN,NaN
대한항공,KE624,MNL(마닐라),04:20,05:32,05:27,여객,지연,NaN,NaN
피치항공,MM809,HND(하네다),04:40,05:26,05:17,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE076,YVR(밴쿠버),04:45,05:01,04:56,여객,지연,기타(지연코드 외),NaN
대한항공,KE454,HAN(노이바이(하노이)),04:55,05:56,05:48,여객,지연,영업 사유 접속 지연,NaN
폴라에어카고,PO915,LAX(로스앤젤레스),05:00,06:42,06:35,화물,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ704,MNL(마닐라),05:00,05:47,05:38,여객,지연,NaN,NaN
대한항공,KE486,PQC(푸꾸옥),05:05,05:29,05:24,여객,지연,항공기 청소,NaN
대한항공,KE012,LAX(로스앤젤레스),05:10,05:26,05:18,여객,지연,기타(지연코드 외),NaN
아시아나항공,OZ398,SIN(싱가포르),05:15,09:32,09:14,화물,지연,항공기 연결(도착지연),NaN
대한항공,KE178,HKG(홍콩),05:20,05:59,05:52,여객,지연,NaN,NaN
아시아나항공,OZ203,LAX(로스앤젤레스),05:20,05:39,05:29,여객,지연,[기상]항공로 또는 대체공항,NaN
비엣젯항공,VJ864,SGN(호찌민),05:25,07:14,07:02,여객,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ756,DAD(다낭),05:30,05:52,05:37,여객,지연,NaN,NaN
