항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
카타르항공,QR8980,DOH(도하),00:05,00:22,00:13,화물,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ944,DLI(달랏),00:05,00:35,00:26,여객,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y585,ORD(시카고),00:10,21:10,:,화물,취소,기타(지연코드 외),
칼리타항공,K4612,CVG(신시내티),00:25,00:49,00:33,화물,지연,항공기 연결(도착지연),
비엣젯항공,VJ978,PQC(푸꾸옥),00:30,01:10,01:00,여객,지연,항공기 연결(도착지연),
대한항공,KE9552,NRT(도쿄/나리타),00:30,01:11,00:53,화물,지연,항공기 연결(도착지연),
에어서울,RS704,NRT(도쿄/나리타),01:05,01:45,01:31,여객,지연,정비 사유 접속 지연,
대한항공,KE8232,ORD(시카고),01:55,02:28,02:09,화물,지연,기타(지연코드 외),
아시아나항공,OZ948,PVG(푸동),02:45,04:12,04:06,화물,지연,정비 사유 접속 지연,
아시아나항공,OZ203,LAX(로스앤젤레스),04:20,04:51,04:42,여객,지연,[기상]항공로 또는 대체공항,
아시아나항공,OZ211,SFO(샌프란시스코),04:30,05:17,05:12,여객,지연,,
아틀라스화물항공,5Y8126,LAX(로스앤젤레스),04:40,05:24,05:15,화물,지연,항공기 연결(도착지연),
대한항공,KE488,PQC(푸꾸옥),04:50,05:16,05:08,여객,지연,"공항, 관제 사유 접속 지연",
대한항공,KE456,HAN(노이바이(하노이)),04:55,05:35,05:26,여객,지연,"공항, 관제 사유 접속 지연",
티웨이항공,TW132,VTE(비엔티안),05:00,07:35,07:27,여객,지연,항공기 연결(도착지연),
대한항공,KE012,LAX(로스앤젤레스),05:10,05:26,05:17,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
대한항공,KE696,KTM(카트만두),05:25,06:05,05:57,여객,지연,,
베트남항공,VN416,HAN(노이바이(하노이)),05:30,05:50,05:41,여객,지연,화물 연결,
진에어,LJ004,BKK(수안나폼(방콕)),05:40,06:43,06:33,여객,지연,기타(접속 관련),
아시아나항공,OZ756,DAD(다낭),05:40,05:58,05:53,여객,지연,,
아시아나항공,OZ734,HAN(노이바이(하노이)),05:45,06:09,06:01,여객,지연,,
티웨이항공,TW158,CXR(깜라인(나트랑)),05:50,08:39,08:32,여객,지연,항공기 연결(도착지연),
아시아나항공,OZ746,HKG(홍콩),05:55,06:52,06:41,여객,지연,,
제주항공,7C2108,HKG(홍콩),05:55,06:24,06:18,여객,지연,,
비엣젯항공,VJ878,DAD(다낭),06:00,06:19,06:12,여객,지연,항공기 연결(도착지연),
대한항공,KE498,DEL(델리),06:00,06:40,06:30,여객,지연,ATFM(항공로 공표 수용능력 저하),
말린도항공,OD820,KUL(쿠알라룸푸르),06:05,07:36,07:29,여객,지연,항공기 연결(도착지연),
티웨이항공,TW192,DAD(다낭),06:05,08:45,08:38,여객,지연,항공기 연결(도착지연),
대한항공,KE476,SGN(호찌민),06:10,06:35,06:27,여객,지연,항공기 연결(도착지연),
티웨이항공,TW308,SPN(사이판),06:10,06:49,06:42,여객,지연,,
폴라에어카고,PO224,CVG(신시내티),06:15,21:15,:,화물,취소,기타(지연코드 외),
베트남항공,VN408,SGN(호찌민),06:30,08:00,07:52,여객,지연,"운항통제(항로변경, 회항, 항공기 교체)",
티웨이항공,TW118,HKG(홍콩),06:40,07:06,06:58,여객,지연,,
제주항공,7C3105,GUM(괌),06:40,07:14,07:08,여객,지연,,
제주항공,7C4304,VTE(비엔티안),06:45,07:48,07:39,여객,지연,,
