항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
아틀라스화물항공,5Y9033,RFD(시카고 록퍼드 국제공항),00:05,21:05,:,화물,취소,기타(지연코드 외),NaN
아틀라스화물항공,5Y8474,JFK(뉴욕),00:15,21:15,:,화물,취소,기타(지연코드 외),
마스에어,M73629,HGH(항저우),00:15,00:20,00:21,,지연,항공기 정비(계획되지 않은 정비),
에어로로직,3S582,LEJ(라이프치히),00:25,00:42,00:24,화물,지연,,
말레이시아항공,MH034,KUL(쿠알라룸푸르),00:40,01:43,01:30,여객,지연,항공기 교체(기술적 결함),
아틀라스화물항공,5Y9515,ORD(시카고),00:45,01:10,01:02,화물,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y8938,JFK(뉴욕),00:50,01:42,01:34,,지연,항공기 연결(도착지연),
칼리타항공,K4624,LAX(로스앤젤레스),01:00,01:29,01:22,화물,지연,,
비엣젯항공,VJ978,PQC(푸꾸옥),01:25,02:11,02:02,여객,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y8081,KWI(쿠웨이트),02:50,04:32,04:25,,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y8924,ORD(시카고),02:50,03:06,02:59,,지연,항공기 연결(도착지연),
에어로로직,3S634,FRA(프랑크푸르트),02:50,03:53,03:47,화물,지연,항공기 연결(도착지연),
이스타항공,ZE872,PVG(푸동),03:30,03:58,03:52,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
폴라에어카고,PO224,CVG(신시내티),03:35,21:35,:,화물,취소,기타(지연코드 외),
아틀라스화물항공,5Y8193,XMN(샤먼 가오치 국제공항),03:55,15:39,15:32,,지연,항공기 연결(도착지연),
제주항공,7C2306,MNL(마닐라),04:20,05:23,05:15,여객,지연,,
비엣젯항공,VJ834,CXR(깜라인(나트랑)),05:45,06:04,05:57,여객,지연,항공기 연결(도착지연),
비엣젯항공,VJ864,SGN(호찌민),05:45,06:48,06:40,여객,지연,항공기 연결(도착지연),
베트남항공,VN416,HAN(노이바이(하노이)),05:50,07:15,07:09,여객,지연,"운항통제(항로변경, 회항, 항공기 교체)",
대한항공,KE316,PVG(푸동),05:55,06:54,06:48,화물,지연,,
비엣젯항공,VJ878,DAD(다낭),06:00,06:27,06:20,여객,지연,항공기 연결(도착지연),
제주항공,7C2108,HKG(홍콩),06:00,06:20,06:16,여객,지연,,
대한항공,KE180,HKG(홍콩),06:00,06:21,06:11,여객,지연,항공기 연결(도착지연),
제주항공,7C4104,PQC(푸꾸옥),06:25,07:01,06:54,여객,지연,,
아시아나항공,OZ796,FRA(프랑크푸르트),06:35,07:02,06:56,화물,지연,,
티웨이항공,TW176,CEB(세부),06:35,06:59,06:52,여객,지연,,
베트남항공,VN408,SGN(호찌민),06:40,07:41,07:36,여객,지연,항공기 결함,
제주항공,7C2508,BKI(코타키나발루),06:45,07:15,07:07,여객,지연,,
제주항공,7C2406,CEB(세부),06:55,07:24,07:18,여객,지연,,
마스에어,M73926,WUX(수난 슈오팡 국제공항),06:55,17:03,17:04,,지연,항공기 정비(계획되지 않은 정비),
타이항공,TG656,BKK(수안나폼(방콕)),06:55,07:12,07:05,여객,지연,ATFM(항공로 공표 수용능력 저하),
이스타항공,ZE594,DAD(다낭),06:55,07:22,07:14,여객,지연,ATFM(항공로 공표 수용능력 저하),
아시아나항공,OZ626,SPN(사이판),06:55,10:21,10:13,여객,지연,항공기 결함,
대한항공,KE672,KUL(쿠알라룸푸르),07:00,07:27,07:19,여객,지연,,
진에어,LJ006,HKT(푸껫),07:00,07:32,07:25,여객,지연,항공기 연결(도착지연),
에어서울,RS512,DAD(다낭),07:05,07:46,07:42,여객,지연,,
대한항공,KE628,CGK(자카르타(수카르노 하타) 국제 공항),07:05,07:41,07:32,여객,지연,,
아시아나항공,OZ762,CGK(자카르타(수카르노 하타) 국제 공항),07:10,07:39,07:24,여객,지연,[기상]항공로 또는 대체공항,
아시아나항공,OZ736,SGN(호찌민),07:10,07:30,07:22,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
에어서울,RS528,CXR(깜라인(나트랑)),07:10,07:44,07:39,여객,지연,,
아시아나항공,OZ740,PNH(프놈펜),07:10,07:46,07:38,여객,지연,,
티웨이항공,TW624,HAK(하이커우),07:15,07:35,07:28,여객,지연,,
제주항공,7C4304,VTE(비엔티안),07:20,08:00,07:52,여객,지연,,
아시아나항공,OZ988,PVG(푸동),07:25,08:14,08:08,화물,지연,,
진에어,LJ088,CXR(깜라인(나트랑)),07:30,08:10,07:58,여객,지연,"공항, 관제 사유 접속 지연",
대한항공,KE314,HKG(홍콩),07:35,10:33,10:22,화물,지연,기타(접속 관련),
에어홍콩화물항공,LD128,HKG(홍콩),07:45,08:05,07:57,화물,지연,항공기 정비(계획되지 않은 정비),
이스타항공,ZE562,CXR(깜라인(나트랑)),07:55,09:02,08:55,여객,지연,항공기 연결(도착지연),
비엣젯항공,VJ960,HAN(노이바이(하노이)),07:55,10:38,10:31,여객,지연,항공기 연결(도착지연),
대한항공,KE468,CXR(깜라인(나트랑)),07:55,08:21,08:11,여객,지연,"공항, 관제 사유 접속 지연",
유피에스화물항공,5X196,ANC(앵커리지),07:55,09:54,09:46,화물,지연,항공기 정비(계획되지 않은 정비),
진에어,LJ082,DAD(다낭),08:00,08:36,08:26,여객,지연,"공항, 관제 사유 접속 지연",
에어인천,KJ212,CTU(청두(성도)),08:05,08:31,08:17,화물,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
제주항공,7C2904,DAD(다낭),08:05,09:15,09:07,여객,지연,,
진에어,LJ002,BKK(수안나폼(방콕)),08:25,09:37,09:26,여객,지연,"공항, 관제 사유 접속 지연",
티웨이항공,TW128,DAD(다낭),08:35,09:12,09:04,여객,지연,,
에티오피안항공,ET3672,OSL(오슬로),08:35,09:24,09:07,화물,지연,항공기 연결(도착지연),
칼리타항공,K4925,TAO(청도),08:35,09:09,08:52,,지연,,
제주항공,7C3403,SPN(사이판),08:35,08:53,08:45,여객,지연,,
제주항공,7C2204,BKK(수안나폼(방콕)),08:40,09:25,09:18,여객,지연,,
프랑스항공,AF264,CDG(파리),08:40,08:59,08:49,여객,지연,ATFM(항공로 공표 수용능력 저하),
아틀라스화물항공,5Y8227,JFK(뉴욕),08:50,21:45,:,,취소,기타(지연코드 외),
대한항공,KE542,OSL(오슬로),08:55,09:32,09:17,화물,지연,기타(지연코드 외),
칼리타항공,K4865,EHU(어저우화후),09:00,10:13,10:05,,지연,항공기 연결(도착지연),
카놋샤크항공,HH3303,TAS(타슈켄트),09:05,09:21,09:15,여객,지연,,
에어서울,RS530,CXR(깜라인(나트랑)),09:05,09:27,09:20,여객,지연,,
가루다인도네시아,GA870,DPS(덴파사(응우라 라이)),09:15,09:48,09:37,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
에어부산,BX788,CXR(깜라인(나트랑)),09:15,09:43,09:36,여객,지연,,
제주항공,7C2206,BKK(수안나폼(방콕)),09:20,09:40,09:32,여객,지연,,
아시아나항공,OZ552,IST(이스탄불),09:20,09:48,09:40,여객,지연,[기상]항공로 또는 대체공항,
대한항공,KE328,CGO(정저우),09:25,09:57,09:44,화물,지연,,
폴란드항공,LO2001,BUD(부다페스트),09:30,09:56,09:50,여객,지연,"ATFM(관제, 인접국가 수용능력 저하)",
아시아나항공,OZ744,BKK(수안나폼(방콕)),09:35,10:05,09:54,여객,지연,,
제주항공,7C4908,CXR(깜라인(나트랑)),09:40,09:59,09:53,여객,지연,,
비엣젯항공,VJ862,SGN(호찌민),09:40,10:56,10:49,여객,지연,항공기 연결(도착지연),
싱가폴항공,SQ612,SIN(싱가포르),09:50,10:06,09:59,여객,지연,ATFM(항공로 공표 수용능력 저하),
에어인천,KJ512,HAN(노이바이(하노이)),09:50,10:08,10:01,화물,지연,"공항, 관제 사유 접속 지연",
독일항공,LH718,MUC(뮌헨),09:55,10:24,10:17,여객,지연,항공기 연결(도착지연),
독일항공,LH712,FRA(프랑크푸르트),09:55,10:16,10:08,여객,지연,항공기 연결(도착지연),
아시아나항공,OZ388,HAN(노이바이(하노이)),10:00,10:20,10:07,화물,지연,[기상]항공로 또는 대체공항,
대한항공,KE362,HAN(노이바이(하노이)),10:00,10:29,10:15,화물,지연,,
원통화물항공,YG9021,NGB(닝보),10:10,11:16,11:08,화물,지연,항공기 연결(도착지연),
에어인천,KJ5144,HAN(노이바이(하노이)),10:35,10:50,10:34,화물,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
에어인디아,AI312,DEL(델리),10:40,11:02,10:54,여객,지연,"공항시설(주기장 부족, 혼잡 등)",
원통화물항공,YG9051,WNZ(원저우),10:55,13:03,12:51,화물,지연,[기상]출발공항 시정 악화(운고 포함),
진에어,LJ262,FUK(후쿠오카),11:00,11:23,11:13,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
산동항공,SC4609,TAO(청도),11:15,11:41,11:34,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
핀란드항공,AY41,HEL(헬싱키),11:20,11:57,11:49,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
페덱스화물항공,FX5154,MEM(멤피스),11:25,11:42,11:33,화물,지연,기타(접속 관련),
폴라에어카고,PO947,CVG(신시내티),11:45,21:45,:,화물,취소,기타(지연코드 외),
칼리타항공,K4614,CVG(신시내티),11:45,12:35,12:18,화물,지연,,
롱하오 항공,GI4203,WEH(위해),11:50,12:12,12:05,화물,지연,기타(화물 관련),
중국국제항공,CA139,HGH(항저우),12:05,12:24,12:16,여객,지연,"공항, 관제 사유 접속 지연",
필리핀에어아시아,Z2884,MNL(마닐라),12:10,13:10,13:01,여객,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y8401,IND(인디애나폴리스),12:25,:,:,화물,취소,기타(화물 관련),
캐세이퍼시픽항공,CX434,HKG(홍콩),12:35,12:29,13:15,여객,지연,"탑승(승객 불일치, 승객 수속오류, 수속 완료된 승객 소재불명)",
아시아나항공,OZ111,KIX(간사이),12:40,12:58,12:46,여객,지연,항공기 연결(도착지연),
이스타항공,ZE612,KIX(간사이),13:00,14:25,14:17,여객,지연,항공기 연결(도착지연),
대한항공,KE9506,FRA(프랑크푸르트),13:05,16:16,16:06,화물,지연,,
티웨이항공,TW614,SHE(심양),13:10,14:16,14:06,여객,지연,,
대한항공,KE832,SHE(심양),13:15,13:27,13:20,여객,지연,,
에어서울,RS742,TAK(다카마쓰),13:20,14:09,13:57,여객,지연,,
중국남방항공,CZ337,CAN(광저우),13:55,14:12,14:01,여객,지연,,
진에어,LJ732,TPE(타이완 타오위안 국제 공항),14:05,14:31,14:21,여객,지연,항공기 연결(도착지연),
대한항공,KE9576,MXP(밀라노),14:05,15:05,14:56,화물,지연,,
에어서울,RS706,NRT(도쿄/나리타),14:10,14:43,14:32,여객,지연,,
아틀라스화물항공,5Y8126,LAX(로스앤젤레스),14:10,19:26,19:19,화물,지연,항공기 연결(도착지연),
유나이티드항공,UA893,SFO(샌프란시스코),15:00,15:25,15:15,여객,지연,"공항시설(주기장 부족, 혼잡 등)",
제주항공,7C2602,TPE(타이완 타오위안 국제 공항),15:15,15:46,15:34,여객,지연,,
대한항공,KE118,YNJ(연길),15:25,15:58,15:47,여객,지연,,
중국동방항공,MU559,TAO(청도),15:35,16:24,16:13,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
