항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
아시아나항공,OZ193,NRT(도쿄/나리타),00:10,01:10,01:01,화물,지연,정비 사유 접속 지연,NaN
대한항공,KE256,DFW(댈러스),00:25,03:51,03:41,화물,지연,기타(접속 관련),
비엣젯항공,VJ978,PQC(푸꾸옥),00:30,01:09,01:00,여객,지연,항공기 연결(도착지연),
대한항공,KE8242,DFW(댈러스),00:45,01:17,01:05,화물,지연,정시 출발하였으나 해당 공항에 접속 지연,
대한항공,KE232,ORD(시카고),01:10,02:50,02:40,화물,지연,,
아시아나항공,OZ247,ATL(애틀랜타),01:35,02:29,02:19,화물,지연,항공기 연결(도착지연),
폴라에어카고,PO224,CVG(신시내티),04:20,22:20,:,화물,취소,기타(지연코드 외),
카고룩스 이탈리아,C87112,MXP(밀라노),04:40,05:55,05:45,화물,지연,항공기 연결(도착지연),
스리랑칸항공,UL470,CMB(반다라나이케),04:55,11:36,11:23,여객,지연,대체 항공기 부족,
티웨이항공,TW132,VTE(비엔티안),05:00,05:50,05:39,여객,지연,,
베트남항공,VN416,HAN(노이바이(하노이)),05:30,05:49,05:37,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
아시아나항공,OZ734,HAN(노이바이(하노이)),05:45,06:02,05:52,여객,지연,"출입국, 세관, 검역(CIQ)",
티웨이항공,TW158,CXR(깜라인(나트랑)),05:50,06:22,06:12,여객,지연,,
티웨이항공,TW604,FRU(마나스 국제공항),06:00,06:20,06:09,여객,지연,,
대한항공,KE476,SGN(호찌민),06:10,07:11,07:05,여객,지연,항공기 문제로 돌아옴(RETURN),
티웨이항공,TW118,HKG(홍콩),06:40,07:25,07:15,여객,지연,,
아시아나항공,OZ736,SGN(호찌민),07:00,07:30,07:19,여객,지연,,
아메리제트,M61030,RFD(시카고 록퍼드 국제공항),07:00,08:16,08:05,화물,지연,,
이스타항공,ZE594,DAD(다낭),07:10,07:32,07:24,여객,지연,항공기 연결(도착지연),
페덱스화물항공,FX5926,MEM(멤피스),07:20,07:52,07:42,화물,지연,기타(화물 관련),
대한항공,KE690,PNH(프놈펜),07:20,07:54,07:37,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
아시아나항공,OZ948,PVG(푸동),07:25,22:28,22:18,화물,지연,정비 사유 접속 지연,
에어서울,RS528,CXR(깜라인(나트랑)),07:25,08:33,08:22,여객,지연,,
아시아나항공,OZ740,PNH(프놈펜),07:30,07:48,07:39,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
스카이 앙코르 항공,ZA215,PNH(프놈펜),07:40,08:01,07:50,여객,지연,,
대한항공,KE314,HKG(홍콩),07:40,10:39,10:21,화물,지연,기타(지연코드 외),
에어홍콩화물항공,LD128,HKG(홍콩),07:45,08:18,08:10,화물,지연,,
유피에스화물항공,5X196,ANC(앵커리지),07:50,08:45,08:26,화물,지연,항공기 연결(도착지연),
유피에스화물항공,5X11,SDF(루이즈빌),07:50,08:43,08:24,화물,지연,항공기 연결(도착지연),
대한항공,KE1432,TAE(대구),08:00,10:06,09:59,여객,지연,,
진에어,LJ694F,PUS(김해),08:00,08:46,08:35,,지연,기타(지연코드 외),
대한항공,KE8316,PVG(푸동),08:15,09:22,09:03,화물,지연,,
티웨이항공,TW128,DAD(다낭),08:20,08:57,08:46,여객,지연,,
제주항공,7C2904,DAD(다낭),08:25,09:11,09:01,여객,지연,,
대한항공,KE336,PVG(푸동),08:35,12:20,12:06,화물,지연,기타(접속 관련),
제주항공,7C3403,SPN(사이판),08:35,08:52,08:42,여객,지연,,
티웨이항공,TW102,BKK(수안나폼(방콕)),08:50,09:21,09:09,여객,지연,,
대한항공,KE9320,CAN(광저우),09:25,19:52,19:33,화물,지연,기타(접속 관련),
프랑스항공,AF264,CDG(파리),09:40,10:05,09:55,여객,지연,"공항시설(주기장 부족, 혼잡 등)",
에어아스타나항공,KC909,ALA(알마티),09:55,10:14,10:03,여객,지연,항공기 연결(도착지연),
제주항공,7C2206,BKK(수안나폼(방콕)),10:00,10:27,10:17,여객,지연,,
대한항공,KE234,SEA(시애틀),10:15,10:37,10:19,화물,지연,,
원통화물항공,YG9021,NGB(닝보),10:25,13:14,13:08,화물,지연,출발 시스템 오류,
이스타항공,ZE261F,GMP(김포),10:30,10:57,10:46,,지연,항공기 연결(도착지연),
원통화물항공,YG9051,WNZ(원저우),10:45,11:02,10:43,화물,지연,항공기 연결(도착지연),
롱하오 항공,GI4039,WEH(위해),10:50,11:15,10:57,화물,지연,기타(화물 관련),
아시아나항공,OZ970,HKG(홍콩),11:35,14:20,14:11,화물,지연,정비 사유 접속 지연,
대한항공,KE788,FUK(후쿠오카),12:00,12:27,12:17,여객,지연,,
에어인천,KJ212,CTU(청두(성도)),12:00,12:37,12:24,화물,지연,항공기 연결(도착지연),
몽골항공,OM301,UBN(칭기즈 칸(신 울란바토르) 국제공항),12:05,13:11,13:04,여객,지연,항공기 연결(도착지연),
티웨이항공,TW608,TAO(청도),12:05,12:27,12:19,여객,지연,,
내셔널 항공,N8545,HKG(홍콩),12:05,:,:,,취소,항공기 정비(계획되지 않은 정비),
필리핀에어아시아,Z2884,MNL(마닐라),12:10,12:54,12:46,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
핀란드항공,AY41,HEL(헬싱키),12:20,14:18,14:06,여객,지연,항공기 결함,
진에어,LJ322,NGO(나고야),12:30,12:53,12:44,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
중국국제항공,CA139,HGH(항저우),12:30,12:56,12:49,여객,지연,"공항, 관제 사유 접속 지연",
에티오피안항공,ET3640,OSL(오슬로),12:35,13:11,12:55,화물,지연,항공기 연결(도착지연),
폴라에어카고,PO213,CVG(신시내티),12:45,22:45,:,화물,취소,기타(지연코드 외),
아시아나항공,OZ111,KIX(간사이),12:50,13:18,13:09,여객,지연,,
아틀라스화물항공,5Y8132,DEL(델리),13:05,22:05,:,,취소,기타(지연코드 외),
이스타항공,ZE642,FUK(후쿠오카),13:30,15:30,15:24,여객,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y8938,JFK(뉴욕),13:30,14:30,14:22,,지연,항공기 연결(도착지연),
아시아나항공,OZ952,HAN(노이바이(하노이)),13:35,19:35,19:17,화물,지연,정비 사유 접속 지연,
아틀라스화물항공,5Y541,MIA(마이애미),13:40,22:40,:,화물,취소,기타(지연코드 외),
대한항공,KE8592,MAD(마드리드),13:55,14:36,14:27,화물,지연,,
심천항공,ZH9033,SZX(선전(심천)),13:55,14:27,14:17,여객,지연,"공항, 관제 사유 접속 지연",
에어서울,RS706,NRT(도쿄/나리타),14:05,14:38,14:27,여객,지연,,
아시아나항공,OZ338,YNZ(옌청),14:05,14:48,14:36,여객,지연,,
아틀라스화물항공,5Y9317,TBS(조지아),14:45,15:25,15:14,,지연,항공기 연결(도착지연),
제주항공,7C9304,YNT(연대),14:55,15:31,15:22,화물,지연,,
대한항공,KE518,AMS(암스테르담),15:10,16:40,16:30,화물,지연,,
유나이티드항공,UA893,SFO(샌프란시스코),15:20,15:49,15:39,여객,지연,기타(접속 관련),
에어프레미아,YP5246,BCN(바르셀로나),15:30,15:52,15:43,여객,지연,기상 사유 접속 지연,
