항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
아시아나항공,OZ191,KIX(간사이),00:05,00:46,:,화물,지연,항공기 연결(도착지연),NaN
에어아시아버하드,AK1623,BKI(코타키나발루),00:05,04:21,04:12,여객,지연,"대체품, 정비장비",NaN
몽골항공,OM309,UBN(칭기즈 칸(신 울란바토르) 국제공항),00:40,02:34,02:24,여객,지연,항공기 연결(도착지연),NaN
웨스턴글로벌항공,KD8547,MSJ(미자와),01:05,17:57,17:46,NaN,지연,항공기 정비(계획되지 않은 정비),NaN
비엣젯항공,VJ978,PQC(푸꾸옥),01:25,01:55,:,여객,지연,항공기 연결(도착지연),NaN
폴라에어카고,PO947,CVG(신시내티),01:35,02:55,02:48,화물,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ394,SGN(호찌민),04:00,04:49,:,화물,지연,항공기 연결(도착지연),NaN
대한항공,KE164,DYG(장가계),04:05,04:22,:,여객,지연,NaN,NaN
카고룩스 이탈리아,C87736,MXP(밀라노),04:20,04:45,04:35,화물,지연,항공기 연결(도착지연),NaN
베트남항공,VN440,CXR(깜라인(나트랑)),04:30,04:57,04:46,여객,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ836,CXR(깜라인(나트랑)),04:30,04:49,:,여객,지연,항공기 연결(도착지연),NaN
대한항공,KE624,MNL(마닐라),04:35,05:09,:,여객,지연,NaN,NaN
유피에스화물항공,5X99,SDF(루이즈빌),04:50,05:37,05:25,화물,지연,NaN,NaN
아시아나항공,OZ704,MNL(마닐라),04:50,05:11,04:59,여객,지연,[기상]항공로 또는 대체공항,NaN
비엣젯항공,VJ880,DAD(다낭),05:00,08:50,08:42,여객,지연,항공기 교체(기술적 결함),NaN
비엣젯항공,VJ962,HAN(노이바이(하노이)),05:30,05:50,:,여객,지연,NaN,NaN
비엣젯항공,VJ864,SGN(호찌민),05:45,06:24,06:16,여객,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ834,CXR(깜라인(나트랑)),05:45,06:09,05:58,여객,지연,항공기 연결(도착지연),NaN
에어서울,RS582,TAG(팡라로),05:50,06:16,06:05,여객,지연,NaN,NaN
카고룩스항공,CV7226,LUX(룩셈부르크 핀델 공항),05:55,10:50,10:30,화물,지연,항공기 연결(도착지연),NaN
천진항공화물,HT3819,WHA(ZSWA),05:55,06:45,:,화물,지연,NaN,NaN
대한항공,KE170,MFM(마카오),06:00,07:06,:,여객,지연,정비 사유 접속 지연,NaN
아에로멕시코,AM090,MEX(멕시코시티),06:00,07:15,07:08,여객,지연,NaN,NaN
비엣젯항공,VJ878,DAD(다낭),06:00,06:24,06:13,여객,지연,항공기 연결(도착지연),NaN
티웨이항공,TW122,SGN(호찌민),06:05,06:31,06:21,여객,지연,NaN,NaN
제주항공,7C4104,PQC(푸꾸옥),06:25,07:33,07:28,여객,지연,NaN,NaN
베트남항공,VN408,SGN(호찌민),06:40,06:58,06:49,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",NaN
대한항공,KE652,BKK(수안나폼(방콕)),06:55,07:22,:,여객,지연,NaN,NaN
이스타항공,ZE594,DAD(다낭),06:55,07:39,:,여객,지연,ATFM(항공로 공표 수용능력 저하),NaN
제주항공,7C2406,CEB(세부),06:55,07:20,:,여객,지연,NaN,NaN
진에어,LJ006,HKT(푸껫),07:00,07:20,07:13,여객,지연,항공기 연결(도착지연),NaN
아시아나항공,OZ736,SGN(호찌민),07:10,07:31,07:25,여객,지연,NaN,NaN
아틀라스화물항공,5Y8198,MIA(마이애미),07:15,19:29,19:21,NaN,지연,항공기 연결(도착지연),NaN
