항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
아틀라스화물항공,5Y9176,JFK(뉴욕),00:35,22:35,:,NaN,취소,기타(지연코드 외),NaN.1
폴라에어카고,PO963,CVG(신시내티),00:35,22:35,:,화물,취소,기타(지연코드 외),
몽골항공,OM309,UBN(칭기즈 칸(신 울란바토르) 국제공항),00:40,:,:,여객,취소,출발 시스템 오류,
실크웨이웨스트항공,7L121,GYD(헤이다르 알리예프),01:00,02:20,02:10,화물,지연,항공기 연결(도착지연),
카고룩스항공,CV9005,LUX(룩셈부르크 핀델 공항),01:15,05:00,04:50,화물,지연,항공기 연결(도착지연),
제주항공,7C2306,MNL(마닐라),04:20,04:41,04:33,여객,지연,,
유나이티드항공,UA805,SFO(샌프란시스코),04:20,11:20,11:11,여객,지연,기타(접속 관련),
비엣젯항공,VJ836,CXR(깜라인(나트랑)),04:30,07:20,07:09,여객,지연,항공기 연결(도착지연),
대한항공,KE624,MNL(마닐라),04:35,04:57,04:48,여객,지연,,
대한항공,KE696,KTM(카트만두),04:45,05:25,05:18,여객,지연,ATFM(항공로 공표 수용능력 저하),
비엣젯항공,VJ880,DAD(다낭),05:00,06:18,06:07,여객,지연,항공기 연결(도착지연),
필리핀항공,PR466,MNL(마닐라),05:20,05:40,05:27,여객,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y8407,MIA(마이애미),05:20,20:20,:,화물,취소,기타(지연코드 외),
비엣젯항공,VJ834,CXR(깜라인(나트랑)),05:45,06:32,06:20,여객,지연,항공기 연결(도착지연),
비엣젯항공,VJ864,SGN(호찌민),05:45,07:03,06:54,여객,지연,항공기 연결(도착지연),
말린도항공,OD820,KUL(쿠알라룸푸르),05:50,06:18,06:08,여객,지연,항공기 연결(도착지연),
대한항공,KE316,PVG(푸동),05:55,06:25,06:14,화물,지연,,
비엣젯항공,VJ878,DAD(다낭),06:00,08:30,08:19,여객,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y529,MIA(마이애미),06:20,21:20,:,화물,취소,기타(지연코드 외),
마스에어,M73629,HGH(항저우),06:55,08:03,07:53,,지연,항공기 연결(도착지연),
이스타항공,ZE594,DAD(다낭),06:55,07:39,07:29,여객,지연,항공기 연결(도착지연),
대한항공,KE672,KUL(쿠알라룸푸르),07:00,07:47,07:38,여객,지연,"공항, 관제 사유 접속 지연",
에어서울,RS512,DAD(다낭),07:05,07:31,07:20,여객,지연,,
대한항공,KE628,CGK(자카르타(수카르노 하타) 국제 공항),07:05,07:26,07:16,여객,지연,,
말레이시아항공,MH066,KUL(쿠알라룸푸르),07:10,09:42,09:30,여객,지연,항공기 교체(기술적 결함),
에어서울,RS528,CXR(깜라인(나트랑)),07:10,08:19,08:09,여객,지연,,
아시아나항공,OZ740,PNH(프놈펜),07:10,08:03,07:49,여객,지연,,
스카이 앙코르 항공,ZA215,PNH(프놈펜),07:15,07:01,06:50,여객,지연,,
진에어,LJ088,CXR(깜라인(나트랑)),07:30,08:21,08:14,여객,지연,"공항, 관제 사유 접속 지연",
아시아나항공,OZ794,FRA(프랑크푸르트),07:40,08:52,08:34,화물,지연,,
제주항공,7C2408,CEB(세부),07:40,07:54,07:42,여객,지연,,
대한항공,KE468,CXR(깜라인(나트랑)),07:55,08:42,08:32,여객,지연,"공항, 관제 사유 접속 지연",
진에어,LJ082,DAD(다낭),08:00,08:29,08:17,여객,지연,ATFM(항공로 공표 수용능력 저하),
제주항공,7C2904,DAD(다낭),08:05,09:00,08:49,여객,지연,,
에어인천,KJ212,CTU(청두(성도)),08:05,09:06,08:45,화물,지연,"출입국, 세관, 검역(CIQ)",
대한항공,KE214,LAX(로스앤젤레스),08:10,09:44,09:25,화물,지연,항공기 연결(도착지연),
아시아나항공,OZ574,TAS(타슈켄트),08:15,08:39,08:28,여객,지연,,
스위스 국제항공,LX122,ZRH(취리히),08:25,08:41,08:29,여객,지연,항공기 연결(도착지연),
대한항공,KE320,CAN(광저우),08:25,15:13,15:03,화물,지연,항공기 연결(도착지연),
티웨이항공,TW128,DAD(다낭),08:35,09:25,09:12,여객,지연,,
에어홍콩화물항공,LD128,HKG(홍콩),08:40,09:22,09:06,화물,지연,,
