항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
아틀라스화물항공,5Y8360,SUU(트레비스),00:05,00:40,00:32,NaN,지연,NaN.1,NaN.2
아틀라스화물항공,5Y8474,JFK(뉴욕),00:15,21:15,:,화물,취소,기타(지연코드 외),
아시아나항공,OZ998,TSN(천진),00:25,01:20,01:29,화물,지연,정시 출발하였으나 해당 공항에 접속 지연,
비엣젯항공,VJ978,PQC(푸꾸옥),01:25,02:40,02:32,여객,지연,항공기 연결(도착지연),
이스타항공,ZE872,PVG(푸동),03:30,04:37,04:29,여객,지연,항공기 연결(도착지연),
폴라에어카고,PO224,CVG(신시내티),03:35,21:35,:,화물,취소,기타(지연코드 외),
제주항공,7C2306,MNL(마닐라),04:20,05:10,05:01,여객,지연,,
아시아나항공,OZ211,SFO(샌프란시스코),04:30,04:46,04:37,여객,지연,,
대한항공,KE624,MNL(마닐라),04:35,05:02,04:54,여객,지연,,
대한항공,KE696,KTM(카트만두),04:45,05:08,04:58,여객,지연,,
아시아나항공,OZ704,MNL(마닐라),04:50,05:18,05:08,여객,지연,,
아틀라스화물항공,5Y8059,RMS(람스테인),05:20,06:56,06:47,,지연,항공기 연결(도착지연),
필리핀항공,PR466,MNL(마닐라),05:20,06:45,06:32,여객,지연,항공기 연결(도착지연),
말린도항공,OD820,KUL(쿠알라룸푸르),05:50,06:08,05:56,여객,지연,[기상]출발공항 지상조업(악기상),
대한항공,KE316,PVG(푸동),05:55,07:10,07:01,화물,지연,,
이스타항공,ZE512,BKK(수안나폼(방콕)),06:00,06:25,06:14,여객,지연,항공기 연결(도착지연),
대한항공,KE180,HKG(홍콩),06:00,06:19,06:11,여객,지연,"공항, 관제 사유 접속 지연",
아틀라스화물항공,5Y8791,JFK(뉴욕),06:15,09:49,09:32,,지연,항공기 연결(도착지연),
진에어,LJ722,MFM(마카오),06:20,06:54,06:43,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
제주항공,7C4104,PQC(푸꾸옥),06:25,06:41,06:31,여객,지연,,
티웨이항공,TW170,BKI(코타키나발루),06:30,06:51,06:41,여객,지연,,
진에어,LJ038,CRK(클라크 국제공항),06:30,06:56,06:51,여객,지연,"공항, 관제 사유 접속 지연",
아시아나항공,OZ796,FRA(프랑크푸르트),06:35,13:13,12:55,화물,지연,정비 사유 접속 지연,
베트남항공,VN408,SGN(호찌민),06:40,07:45,07:33,여객,지연,항공기 연결(도착지연),
페덱스화물항공,FX5159,MEM(멤피스),06:45,07:03,06:53,화물,지연,항공기 연결(도착지연),
타이항공,TG656,BKK(수안나폼(방콕)),06:55,09:23,09:12,여객,지연,항공기 교체(기술적 결함),
제주항공,7C3105,GUM(괌),06:55,07:17,07:06,여객,지연,,
제주항공,7C2406,CEB(세부),06:55,07:26,07:15,여객,지연,,
마스에어,M73926,WUX(수난 슈오팡 국제공항),07:00,07:30,07:21,,지연,항공기 연결(도착지연),
에어서울,RS512,DAD(다낭),07:05,07:48,07:37,여객,지연,,
아시아나항공,OZ762,CGK(자카르타(수카르노 하타) 국제 공항),07:10,07:25,07:16,여객,지연,,
에어서울,RS528,CXR(깜라인(나트랑)),07:10,08:26,08:16,여객,지연,,
아시아나항공,OZ740,PNH(프놈펜),07:10,07:58,07:46,여객,지연,,
아시아나항공,OZ736,SGN(호찌민),07:10,08:55,08:44,여객,지연,정비 사유 접속 지연,
대한항공,KE690,PNH(프놈펜),07:15,07:42,07:34,여객,지연,,
진에어,LJ092,PQC(푸꾸옥),07:20,08:23,08:11,여객,지연,"공항, 관제 사유 접속 지연",
진에어,LJ088,CXR(깜라인(나트랑)),07:30,09:02,08:57,여객,지연,"공항, 관제 사유 접속 지연",
제주항공,7C2408,CEB(세부),07:40,08:07,07:57,여객,지연,,
아시아나항공,OZ710,CEB(세부),07:45,08:05,07:56,여객,지연,,
이스타항공,ZE562,CXR(깜라인(나트랑)),07:55,08:27,08:17,여객,지연,항공기 연결(도착지연),
대한항공,KE468,CXR(깜라인(나트랑)),07:55,08:39,08:28,여객,지연,"공항, 관제 사유 접속 지연",
비엣젯항공,VJ960,HAN(노이바이(하노이)),07:55,09:04,08:52,여객,지연,항공기 연결(도착지연),
세부퍼시픽항공,5J186,MNL(마닐라),07:55,08:18,08:07,여객,지연,항공기 결함,
진에어,LJ082,DAD(다낭),08:00,08:50,08:39,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
에어인천,KJ212,CTU(청두(성도)),08:05,08:20,08:09,화물,지연,"공항, 관제 사유 접속 지연",
제주항공,7C2904,DAD(다낭),08:05,08:31,08:20,여객,지연,,
아시아나항공,OZ574,TAS(타슈켄트),08:15,09:19,09:07,여객,지연,,
폴라에어카고,PO327,LAX(로스앤젤레스),08:30,21:30,:,화물,취소,기타(지연코드 외),
에티오피안항공,ET3672,OSL(오슬로),08:35,10:37,10:18,화물,지연,항공기 연결(도착지연),
티웨이항공,TW128,DAD(다낭),08:35,09:16,09:04,여객,지연,,
우즈베키스탄항공,HY513,TAS(타슈켄트),08:40,08:59,08:47,여객,지연,항공기 연결(도착지연),
대한항공,KE646,SIN(싱가포르),08:45,09:24,09:15,여객,지연,,
진에어,LJ002,BKK(수안나폼(방콕)),08:50,10:10,09:59,여객,지연,"공항, 관제 사유 접속 지연",
티웨이항공,TW102,BKK(수안나폼(방콕)),08:55,10:10,09:58,여객,지연,,
대한항공,KE542,OSL(오슬로),08:55,09:21,09:01,화물,지연,정시 출발하였으나 해당 공항에 접속 지연,
페덱스화물항공,FX5434,MEM(멤피스),08:55,09:28,09:09,화물,지연,항공기 연결(도착지연),
에어서울,RS530,CXR(깜라인(나트랑)),09:05,09:40,09:27,여객,지연,,
에어부산,BX788,CXR(깜라인(나트랑)),09:15,09:48,09:37,여객,지연,,
아시아나항공,OZ552,IST(이스탄불),09:20,09:53,09:41,여객,지연,ATFM(항공로 공표 수용능력 저하),
제주항공,7C2206,BKK(수안나폼(방콕)),09:20,10:04,09:54,여객,지연,,
대한항공,KE328,CGO(정저우),09:25,10:38,10:21,화물,지연,,
폴란드항공,LO2001,BUD(부다페스트),09:30,09:51,09:39,여객,지연,기타(지연코드 외),
아시아나항공,OZ744,BKK(수안나폼(방콕)),09:35,10:21,10:06,여객,지연,,
제주항공,7C4908,CXR(깜라인(나트랑)),09:40,10:14,10:04,여객,지연,,
독일항공,LH718,MUC(뮌헨),09:55,10:13,10:02,여객,지연,항공기 연결(도착지연),
티웨이항공,TW172,SIN(싱가포르),09:55,10:19,10:08,여객,지연,,
원통화물항공,YG9021,NGB(닝보),10:10,12:34,12:15,화물,지연,항공기 연결(도착지연),
제주항공,7C1407,FUK(후쿠오카),10:30,10:52,10:41,여객,지연,,
아틀라스화물항공,5Y8468,JFK(뉴욕),11:00,11:42,11:33,화물,지연,항공기 연결(도착지연),
진에어,LJ262,FUK(후쿠오카),11:10,11:53,11:47,여객,지연,"공항, 관제 사유 접속 지연",
유피에스화물항공,5X64,ANC(앵커리지),11:15,11:37,11:25,화물,지연,항공기 연결(도착지연),
아시아나항공,OZ368,PVG(푸동),11:30,12:06,11:54,여객,지연,,
롱하오 항공,GI4203,WEH(위해),11:40,12:53,12:33,화물,지연,기타(화물 관련),
아시아나항공,OZ968,HKG(홍콩),11:40,13:10,12:52,화물,지연,정비 사유 접속 지연,
에티하드 공항,EY856,AUH(아부다비 국제공항),11:40,11:58,11:48,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
대한항공,KE952,DXB(두바이),11:50,12:07,11:58,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
중국동방항공,MU5041,PVG(푸동),11:55,12:29,12:19,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
