항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
칼리타항공,K4612,CVG(신시내티),00:20,10:37,10:20,화물,지연,항공기 연결(도착지연),NaN
비엣젯항공,VJ978,PQC(푸꾸옥),00:30,01:12,01:04,여객,지연,항공기 연결(도착지연),
실크웨이웨스트항공,7L128,GYD(헤이다르 알리예프),01:00,01:42,01:32,화물,지연,항공기 연결(도착지연),
대한항공,KE256,DFW(댈러스),01:15,03:41,03:31,화물,지연,항공기 연결(도착지연),
대한항공,KE312,HKG(홍콩),02:25,04:39,04:29,화물,지연,기타(지연코드 외),
대한항공,KE8286,YYZ(토론토),02:25,04:42,04:33,화물,지연,항공기 연결(도착지연),
대한항공,KE9232,ORD(시카고),03:00,03:55,03:44,화물,지연,기타(지연코드 외),
아시아나항공,OZ241,SEA(시애틀),03:45,08:09,08:00,화물,지연,항공기 연결(도착지연),
아시아나항공,OZ203,LAX(로스앤젤레스),04:20,04:57,04:47,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
폴라에어카고,PO224,CVG(신시내티),04:20,22:20,:,화물,취소,기타(지연코드 외),
아시아나항공,OZ211,SFO(샌프란시스코),04:30,04:51,04:41,여객,지연,,
티웨이항공,TW618,PKX(베이징 다싱 국제공항),04:45,05:32,05:20,여객,지연,,
대한항공,KE208,LAX(로스앤젤레스),05:00,14:37,14:28,화물,지연,항공기 연결(도착지연),
티웨이항공,TW132,VTE(비엔티안),05:00,06:40,06:32,여객,지연,,
대한항공,KE012,LAX(로스앤젤레스),05:10,05:32,05:25,여객,지연,파업(관제 제외),
티웨이항공,TW158,CXR(깜라인(나트랑)),05:50,06:35,06:24,여객,지연,,
제주항공,7C2108,HKG(홍콩),05:55,06:31,06:19,여객,지연,,
티웨이항공,TW192,DAD(다낭),06:05,06:23,06:13,여객,지연,,
티웨이항공,TW118,HKG(홍콩),06:40,08:02,07:51,여객,지연,,
제주항공,7C3105,GUM(괌),06:40,07:42,07:32,여객,지연,,
제주항공,7C4304,VTE(비엔티안),06:45,07:46,07:36,여객,지연,,
필리핀항공,PR492,CRK(클라크 국제공항),06:55,07:30,07:23,여객,지연,항공기 연결(도착지연),
에어서울,RS512,DAD(다낭),07:05,07:23,07:12,여객,지연,,
대한항공,KE690,PNH(프놈펜),07:20,07:50,07:42,여객,지연,,
이스타항공,ZE562,CXR(깜라인(나트랑)),07:30,08:29,08:19,여객,지연,항공기 연결(도착지연),
대한항공,KE9344,BKK(수안나폼(방콕)),07:35,09:26,09:09,화물,지연,"운항통제(항로변경, 회항, 항공기 교체)",
아시아나항공,OZ798,MXP(밀라노),07:40,19:22,19:13,화물,지연,정비 사유 접속 지연,
에어홍콩화물항공,LD128,HKG(홍콩),07:45,08:12,08:04,화물,지연,,
비엣젯항공,VJ960,HAN(노이바이(하노이)),07:55,08:33,08:22,여객,지연,항공기 연결(도착지연),
제주항공,7C4410,TAG(팡라로),08:05,08:24,08:15,여객,지연,,
진에어,LJ762,DAC(다카),08:10,08:47,08:35,여객,지연,"공항, 관제 사유 접속 지연",
아시아나항공,OZ574,TAS(타슈켄트),08:15,08:40,08:29,여객,지연,공표된 최소지상시간(GT) 대비 운항스케줄 상 GT 부족,
티웨이항공,TW128,DAD(다낭),08:20,08:38,08:27,여객,지연,,
제주항공,7C2804,HAN(노이바이(하노이)),08:20,08:55,08:45,여객,지연,,
제주항공,7C2904,DAD(다낭),08:25,08:48,08:37,여객,지연,,
제주항공,7C2204,BKK(수안나폼(방콕)),08:25,09:18,09:06,여객,지연,,
대한항공,KE320,CAN(광저우),08:45,20:09,19:52,화물,지연,항공기 연결(도착지연),
아시아나항공,OZ754,SIN(싱가포르),08:55,09:11,08:56,여객,지연,공표된 최소지상시간(GT) 대비 운항스케줄 상 GT 부족,
칼리타항공,K4961,NGB(닝보),09:15,09:33,09:14,,지연,,
대한항공,KE9320,CAN(광저우),09:25,15:50,15:40,화물,지연,항공기 연결(도착지연),
칼리타항공,K4923,TAO(청도),09:30,10:46,10:28,,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y8193,JFK(뉴욕),09:50,21:50,:,,취소,기타(지연코드 외),
티웨이항공,TW124,SGN(호찌민),09:55,10:33,10:23,여객,지연,,
아시아나항공,OZ934,HAN(노이바이(하노이)),10:00,14:27,14:17,화물,지연,"공항, 관제 사유 접속 지연",
중국센트럴항공,I98809,YNT(연대),10:05,11:37,11:28,화물,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y9476,SOF(소피아),10:10,:,:,,취소,기타(지연코드 외),
대한항공,KE362,HAN(노이바이(하노이)),10:10,10:27,10:10,화물,지연,,
원통화물항공,YG9021,NGB(닝보),10:25,20:11,20:00,화물,지연,항공기 정비(계획되지 않은 정비),
독일항공,LH712,FRA(프랑크푸르트),10:40,11:01,10:51,여객,지연,항공기 연결(도착지연),
중국동방항공,MU2989,WUX(수난 슈오팡 국제공항),10:45,11:01,11:01,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
중국동방항공,MU5071,HGH(항저우),11:15,11:42,11:33,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
에어서울,RS728,FUK(후쿠오카),11:30,12:32,12:20,여객,지연,,
제주항공,7C1303,KIX(간사이),11:50,12:18,12:06,여객,지연,,
대한항공,KE788,FUK(후쿠오카),12:00,12:26,12:18,여객,지연,,
칼리타항공,K4852,ORD(시카고),12:10,21:35,21:24,화물,지연,항공기 연결(도착지연),
내셔널 항공,N8579,HKG(홍콩),12:15,:,:,,취소,항공기 정비(계획되지 않은 정비),
중국국제항공,CA139,HGH(항저우),12:30,12:52,12:42,여객,지연,"공항, 관제 사유 접속 지연",
티웨이항공,TW282,KIX(간사이),12:55,13:21,13:13,여객,지연,,
아시아나항공,OZ318,TAO(청도),12:55,13:32,13:18,여객,지연,,
진에어,LJ234,KIX(간사이),13:10,14:09,14:02,여객,지연,[기상]출발공항 지상조업(악기상),
대한항공,KE846,TAO(청도),13:25,13:44,13:34,여객,지연,,
제주항공,7C1301,KIX(간사이),13:50,15:13,15:05,여객,지연,,
이스타항공,ZE612,KIX(간사이),13:50,14:28,14:20,여객,지연,[기상]출발공항 지상조업(악기상),
심천항공,ZH9033,SZX(선전(심천)),13:55,15:14,15:04,여객,지연,[기상]기타 기상 악화,
대한항공,KE724,KIX(간사이),14:00,14:49,14:41,여객,지연,[기상]출발공항 지상조업(악기상),
진에어,LJ236,KIX(간사이),14:00,14:27,14:22,여객,지연,[기상]출발공항 지상조업(악기상),
제주항공,7C8502,WEH(위해),14:00,14:18,14:06,여객,지연,,
대한항공,KE9214,LAX(로스앤젤레스),14:05,14:49,14:39,화물,지연,,
제주항공,7C1401,FUK(후쿠오카),14:20,14:41,14:33,여객,지연,,
에어부산,BX171,KIX(간사이),14:25,15:25,15:17,여객,지연,,
티웨이항공,TW212,NRT(도쿄/나리타),14:35,15:22,15:14,여객,지연,,
피치항공,MM705,KIX(간사이),14:35,15:28,15:19,여객,지연,항공기 연결(도착지연),
제주항공,7C1307,KIX(간사이),14:45,15:20,15:10,여객,지연,,
폴라에어카고,PO9695,CVG(신시내티),14:50,23:50,:,화물,취소,기타(지연코드 외),
제주항공,7C9304,YNT(연대),14:55,15:32,15:22,화물,지연,,
아틀라스화물항공,5Y511,ORD(시카고),15:00,22:00,:,화물,취소,기타(지연코드 외),
대한항공,KE792,FUK(후쿠오카),15:10,15:34,15:23,여객,지연,,
유나이티드항공,UA893,SFO(샌프란시스코),15:20,16:04,15:54,여객,지연,기타(접속 관련),
대한항공,KE728,KIX(간사이),15:45,16:34,16:26,여객,지연,정비 사유 접속 지연,
아시아나항공,OZ117,KIX(간사이),15:45,16:22,16:13,여객,지연,,
롱하오 항공,GI4203,WEH(위해),15:50,:,:,화물,취소,기타(화물 관련),
대한항공,KE742,NGO(나고야),15:50,16:12,16:03,여객,지연,,
대한항공,KE042,SEA(시애틀),15:55,16:13,16:05,여객,지연,,
MFX,C67679,TAS(타슈켄트),16:00,:,:,화물,취소,기타(화물 관련),
제주항공,7C1601,NGO(나고야),16:00,16:26,16:18,여객,지연,,
에어프레미아,YP102,LAX(로스앤젤레스),16:10,16:31,16:21,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
칼리타항공,K4934,LAX(로스앤젤레스),16:30,17:30,17:18,화물,지연,,
아시아나항공,OZ702,MNL(마닐라),16:40,17:09,16:56,여객,지연,항공기 연결(도착지연),
제주항공,7C1105,NRT(도쿄/나리타),16:45,18:17,18:08,여객,지연,,
대한항공,KE812,XIY(시안),16:45,17:03,16:51,여객,지연,,
중국국제항공,CA125,PEK(베이징),16:50,17:14,17:03,여객,지연,"공항, 관제 사유 접속 지연",
샤먼항공,MF877,FOC(푸저우(복주)),17:10,17:29,17:24,여객,지연,항공기 연결(도착지연),
티웨이항공,TW272,OKA(오키나와),17:10,17:33,17:21,여객,지연,,
대한항공,KE766,CTS(삿포로),17:15,17:48,17:41,여객,지연,,
대한항공,KE790,FUK(후쿠오카),17:15,17:43,17:34,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
대한항공,KE172,HKG(홍콩),17:20,17:38,17:28,여객,지연,,
아틀라스화물항공,5Y8766,LAX(로스앤젤레스),17:20,17:47,17:30,화물,지연,,
캐나다항공,AC061,YYZ(토론토),17:25,18:15,18:04,여객,지연,항공기 정비(계획되지 않은 정비),
아시아나항공,OZ221,JFK(뉴욕),17:25,18:09,18:00,여객,지연,,
대한항공,KE024,SFO(샌프란시스코),17:30,18:21,18:13,여객,지연,항공기 연결(도착지연),
아시아나항공,OZ201,LAX(로스앤젤레스),17:30,18:28,18:16,여객,지연,항공기 연결(도착지연),
대한항공,KE844,TAO(청도),17:35,17:57,17:42,여객,지연,ATFM(항공로 공표 수용능력 저하),
제주항공,7C1703,MYJ(마쓰야마),17:35,17:57,17:47,여객,지연,,
티웨이항공,TW214,NRT(도쿄/나리타),17:35,18:07,17:55,여객,지연,,
티웨이항공,TW284,KIX(간사이),17:35,18:10,17:57,여객,지연,,
대한항공,KE018,LAX(로스앤젤레스),17:40,18:15,18:10,여객,지연,항공기 연결(도착지연),
에어부산,BX173,KIX(간사이),17:40,18:14,18:02,여객,지연,,
에어서울,RS714,KIX(간사이),17:55,18:36,18:25,여객,지연,,
아시아나항공,OZ360,HGH(항저우),18:10,18:31,18:17,여객,지연,항공기 연결(도착지연),
티웨이항공,TW252,CTS(삿포로),18:15,18:43,18:34,여객,지연,,
대한항공,KE442,HAN(노이바이(하노이)),18:25,18:54,18:24,여객,지연,"출입국, 세관, 검역(CIQ)",
대한항공,KE318,TSN(천진),18:40,21:50,21:39,화물,지연,항공기 연결(도착지연),
아시아나항공,OZ103,NRT(도쿄/나리타),18:40,19:00,18:51,여객,지연,,
대한항공,KE250,JFK(뉴욕),18:55,19:15,19:06,화물,지연,,
내셔널 항공,N8595,HKG(홍콩),19:15,:,:,,취소,항공기 정비(계획되지 않은 정비),
아시아나항공,OZ732,SGN(호찌민),19:20,19:42,19:30,여객,지연,,
에어서울,RS702,NRT(도쿄/나리타),19:30,21:15,21:04,여객,지연,,
필리핀항공,PR468,MNL(마닐라),19:30,19:47,19:28,여객,지연,항공기 연결(도착지연),
대한항공,KE712,NRT(도쿄/나리타),19:50,20:26,20:17,여객,지연,,
제주항공,7C1603,NGO(나고야),20:00,20:16,20:05,여객,지연,,
피치항공,MM709,KIX(간사이),20:05,20:34,20:22,여객,지연,항공기 연결(도착지연),
대한항공,KE726,KIX(간사이),20:15,20:40,20:33,여객,지연,,
에어서울,RS812,DYG(장가계),20:15,21:30,21:18,여객,지연,,
젯스타 에어웨이즈,JQ53,BNE(브리즈번),20:15,20:46,20:37,여객,지연,"항공서류(승무원 명단, 탑승자 명단 등) 지연 및 오류",
제주항공,7C1405,FUK(후쿠오카),20:15,21:32,21:21,여객,지연,,
칼리타항공,K4293,CVG(신시내티),20:25,21:09,21:02,화물,지연,,
에어인천,KJ518,SIN(싱가포르),20:40,21:05,20:54,화물,지연,항공기 연결(도착지연),
대한항공,KE552,NRT(도쿄/나리타),21:00,21:39,21:29,화물,지연,,
에어부산,BX165,NRT(도쿄/나리타),21:00,21:54,21:45,여객,지연,,
제주항공,7C1113,NRT(도쿄/나리타),21:05,22:01,21:51,여객,지연,,
제주항공,7C1103,NRT(도쿄/나리타),21:05,21:45,21:33,여객,지연,,
아시아나항공,OZ968,HKG(홍콩),21:10,23:31,23:21,화물,지연,"공항, 관제 사유 접속 지연",
진에어,LJ266,FUK(후쿠오카),21:35,21:59,21:49,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
이스타항공,ZE604,NRT(도쿄/나리타),21:35,22:21,22:13,여객,지연,ATFM(항공로 공표 수용능력 저하),
스쿠트타이거,TR840,SIN(싱가포르),21:35,22:16,22:07,여객,지연,항공기 연결(도착지연),
제주항공,7C1305,KIX(간사이),21:40,22:41,22:31,여객,지연,,
대한항공,KE274,VCP(비라코프스),21:45,22:17,22:06,화물,지연,,
제주항공,7C2902,DAD(다낭),21:50,23:13,23:05,여객,지연,,
티웨이항공,TW216,NRT(도쿄/나리타),21:50,23:01,22:49,여객,지연,,
아시아나항공,OZ135,FUK(후쿠오카),22:00,22:18,22:09,여객,지연,,
진에어,LJ206,NRT(도쿄/나리타),22:00,22:21,22:12,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
