항공사,항공편명,목적지,계획,예상,출발,구분,현황,비정상원인,비고
칼리타항공,K4632,CVG(신시내티),01:30,02:34,02:24,화물,지연,항공기 연결(도착지연),NaN
유나이티드항공,UA805,SFO(샌프란시스코),04:20,04:37,04:31,여객,지연,기타(여객 및 위탁수화물 관련),
비엣젯항공,VJ836,CXR(깜라인(나트랑)),04:30,04:46,04:42,여객,지연,항공기 연결(도착지연),
비엣젯항공,VJ880,DAD(다낭),05:00,05:37,05:29,여객,지연,항공기 연결(도착지연),
필리핀항공,PR466,MNL(마닐라),05:20,05:41,05:34,여객,지연,항공기 연결(도착지연),
대한항공,KE462,DAD(다낭),05:30,06:01,05:54,여객,지연,항공기 결함,
비엣젯항공,VJ834,CXR(깜라인(나트랑)),05:45,06:08,06:01,여객,지연,항공기 연결(도착지연),
비엣젯항공,VJ864,SGN(호찌민),05:45,06:00,06:00,여객,지연,항공기 연결(도착지연),
폴라에어카고,PO224,CVG(신시내티),05:50,20:50,:,화물,취소,기타(지연코드 외),
대한항공,KE316,PVG(푸동),05:55,07:17,07:09,화물,지연,,
비엣젯항공,VJ878,DAD(다낭),06:00,06:18,06:12,여객,지연,항공기 연결(도착지연),
진에어,LJ722,MFM(마카오),06:25,06:50,06:41,여객,지연,정시 출발하였으나 해당 공항에 접속 지연,
진에어,LJ038,CRK(클라크 국제공항),06:30,06:50,06:44,여객,지연,"공항, 관제 사유 접속 지연",
아시아나항공,OZ790,MXP(밀라노),06:35,07:05,07:00,화물,지연,,
티웨이항공,TW192,DAD(다낭),06:35,06:54,06:47,여객,지연,,
베트남항공,VN430,DAD(다낭),06:40,07:09,07:02,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
아시아나항공,OZ752,SIN(싱가포르),06:40,06:57,06:49,여객,지연,,
페덱스화물항공,FX5159,MEM(멤피스),06:45,07:05,06:57,화물,지연,항공기 연결(도착지연),
이스타항공,ZE594,DAD(다낭),06:55,07:18,07:10,여객,지연,항공기 연결(도착지연),
제주항공,7C2406,CEB(세부),06:55,06:53,06:46,여객,지연,,
에어서울,RS512,DAD(다낭),07:05,08:32,08:25,여객,지연,,
말레이시아항공,MH066,KUL(쿠알라룸푸르),07:10,13:45,13:32,여객,지연,대체 항공기 부족,
아시아나항공,OZ740,PNH(프놈펜),07:10,07:26,07:21,여객,지연,,
에어서울,RS528,CXR(깜라인(나트랑)),07:10,07:32,07:25,여객,지연,,
제주항공,7C4304,VTE(비엔티안),07:20,07:40,07:32,여객,지연,,
아시아나항공,OZ988,PVG(푸동),07:25,07:55,07:49,화물,지연,항공기 연결(도착지연),
진에어,LJ088,CXR(깜라인(나트랑)),07:30,08:36,08:27,여객,지연,"공항, 관제 사유 접속 지연",
아시아나항공,OZ794,FRA(프랑크푸르트),07:40,12:59,12:40,화물,지연,항공기 연결(도착지연),
진에어,LJ082,DAD(다낭),08:00,09:28,09:23,여객,지연,ATFM(항공로 공표 수용능력 저하),
제주항공,7C2904,DAD(다낭),08:05,08:46,08:38,여객,지연,,
아틀라스화물항공,5Y9335,DFW(댈러스),08:20,11:05,10:48,화물,지연,항공기 연결(도착지연),
프랑스항공,AF264,CDG(파리),08:40,09:25,09:15,여객,지연,,
제주항공,7C2204,BKK(수안나폼(방콕)),08:40,09:11,09:04,여객,지연,,
진에어,LJ002,BKK(수안나폼(방콕)),08:50,10:23,10:12,여객,지연,정비 사유 접속 지연,
아시아나항공,OZ552,IST(이스탄불),09:20,09:47,09:37,여객,지연,항공기 연결(도착지연),
제주항공,7C2206,BKK(수안나폼(방콕)),09:20,09:37,09:30,여객,지연,,
피치항공,MM701,KIX(간사이),09:35,09:58,09:50,여객,지연,항공기 연결(도착지연),
아시아나항공,OZ744,BKK(수안나폼(방콕)),09:35,09:56,09:48,여객,지연,,
독일항공,LH718,MUC(뮌헨),09:55,10:29,10:22,여객,지연,항공기 연결(도착지연),
원통화물항공,YG9021,NGB(닝보),10:10,11:18,11:04,화물,지연,항공기 연결(도착지연),
아틀라스화물항공,5Y8464,JFK(뉴욕),10:20,20:20,:,화물,취소,기타(지연코드 외),
아틀라스화물항공,5Y8470,ORD(시카고),10:50,23:32,23:22,화물,지연,항공기 연결(도착지연),
진에어,LJ350,KKJ(기타규슈),10:55,12:02,11:54,여객,지연,항공기 연결(도착지연),
진에어,LJ262,FUK(후쿠오카),11:10,11:28,11:23,여객,지연,"출발공항 제한사항(관제, 활주로폐쇄 등)",
아틀라스화물항공,5Y8209,ORD(시카고),11:30,14:49,14:40,화물,지연,항공기 연결(도착지연),
중국국제항공,CA123,PEK(베이징),11:35,12:03,11:56,여객,지연,"공항, 관제 사유 접속 지연",
홍콩익스프레스,UO618,HKG(홍콩),11:50,18:16,18:05,여객,지연,,
홍콩익스프레스,UO618,HKG(홍콩),11:50,18:16,18:05,여객,지연,항공기 정비(계획되지 않은 정비),
대한항공,KE896,PVG(푸동),11:55,12:16,12:08,여객,지연,,
대한항공,KE788,FUK(후쿠오카),12:00,12:17,12:09,여객,지연,,
중국국제항공,CA139,HGH(항저우),12:05,12:52,12:42,여객,지연,"공항, 관제 사유 접속 지연",
필리핀에어아시아,Z2884,MNL(마닐라),12:10,12:27,12:19,여객,지연,항공기 연결(도착지연),
대한항공,KE846,TAO(청도),12:25,13:17,13:07,여객,지연,,
대한항공,KE938,VIE(비엔나),12:30,12:48,12:36,여객,지연,기타(지연코드 외),
대한항공,KE8592,MAD(마드리드),12:35,13:02,12:52,화물,지연,기타(지연코드 외),
아시아나항공,OZ111,KIX(간사이),12:40,13:12,12:48,여객,지연,항공기 연결(도착지연),
대한항공,KE9934,ATH(아테네),13:05,13:33,13:24,여객,지연,,
티웨이항공,TW614,SHE(심양),13:10,13:33,13:21,여객,지연,,
아시아나항공,OZ328,TSN(천진),13:30,14:00,13:48,여객,지연,,
페덱스화물항공,FX5432,MEM(멤피스),13:40,15:17,15:07,화물,지연,항공기 연결(도착지연),
심천항공,ZH9033,SZX(선전(심천)),13:40,15:00,14:50,여객,지연,[기상]기타 기상 악화,
중국남방항공,CZ3089,SZX(선전(심천)),13:40,14:09,13:59,여객,지연,ATFM(항공로 공표 수용능력 저하),
홍콩항공,HX628,HKG(홍콩),13:45,14:55,14:45,여객,지연,공표된 최소지상시간(GT) 대비 운항스케줄 상 GT 부족,
중국남방항공,CZ337,CAN(광저우),13:55,14:41,14:32,여객,지연,ATFM(항공로 공표 수용능력 저하),
아시아나항공,OZ338,YNZ(옌청),14:00,14:31,14:18,여객,지연,,
캐세이퍼시픽항공,CX410,HKG(홍콩),14:10,14:33,14:23,여객,지연,ATFM(항공로 공표 수용능력 저하),
에어서울,RS706,NRT(도쿄/나리타),14:10,14:21,14:09,여객,지연,,
아시아나항공,OZ562,FCO(로마),14:40,14:58,14:48,여객,지연,항공기 연결(도착지연),
대만구항공,HB760,HKG(홍콩),14:50,15:09,15:01,여객,지연,ATFM(항공로 공표 수용능력 저하),
진에어,LJ234,KIX(간사이),15:00,16:00,15:52,여객,지연,,
에어로 몽골리아,M0601,UBN(칭기즈 칸(신 울란바토르) 국제공항),15:05,15:22,15:12,여객,지연,항공기 연결(도착지연),
아시아나항공,OZ502,CDG(파리),15:05,15:40,15:20,여객,지연,항공기 연결(도착지연),
중국동방항공,MU5033,PVG(푸동),15:20,16:48,16:37,여객,지연,항공기 연결(도착지연),
싱가폴항공,SQ600,SIN(싱가포르),15:35,16:38,16:28,여객,지연,[기상]기타 기상 악화,
산동항공,SC4615,TAO(청도),15:45,15:58,15:48,여객,지연,항공기 연결(도착지연),
대한항공,KE932,FCO(로마),15:55,16:28,16:19,여객,지연,,
대한항공,KE902,CDG(파리),15:55,16:46,16:39,여객,지연,기타(지연코드 외),
대한항공,KE908,LHR(런던히드로),16:15,16:37,16:27,여객,지연,기타(지연코드 외),
네덜란드항공,KL855,AMS(암스테르담),16:25,16:52,16:41,여객,지연,항공기 연결(도착지연),
중국국제항공,CA125,PEK(베이징),16:35,17:02,16:50,여객,지연,"공항, 관제 사유 접속 지연",
대한항공,KE508,ARN(스톡홀름),16:40,17:08,16:58,화물,지연,기타(지연코드 외),
대한항공,KE928,MXP(밀라노),16:45,17:04,16:54,여객,지연,,
에미레이트항공,EK322,DXB(두바이),17:00,17:03,17:09,여객,지연,기타(여객 및 위탁수화물 관련),
아시아나항공,OZ370,CAN(광저우),17:00,18:26,18:18,여객,지연,,
대한항공,KE172,HKG(홍콩),17:00,17:16,17:08,여객,지연,,
대한항공,KE866,CAN(광저우),17:15,18:45,18:37,여객,지연,,
아시아나항공,OZ522,LHR(런던히드로),17:25,18:05,17:53,여객,지연,,
내셔널 항공,N8531,HKG(홍콩),17:25,18:35,18:25,,지연,항공기 연결(도착지연),
아시아나항공,OZ722,HKG(홍콩),17:30,18:03,17:47,여객,지연,항공기 연결(도착지연),
대한항공,KE408,BNE(브리즈번),17:45,17:59,17:52,여객,지연,기타(지연코드 외),
티웨이항공,TW116,HKG(홍콩),17:55,18:19,18:09,여객,지연,,
아시아나항공,OZ360,HGH(항저우),18:10,18:30,18:16,여객,지연,항공기 연결(도착지연),
제주항공,7C2102,HKG(홍콩),18:15,18:42,18:31,여객,지연,,
티웨이항공,TW304,GUM(괌),18:50,19:35,19:27,여객,지연,,
아시아나항공,OZ602,SYD(시드니),19:05,19:35,19:20,여객,지연,항공기 연결(도착지연),
제주항공,7C1403,FUK(후쿠오카),19:05,19:32,19:25,여객,지연,,
제주항공,7C2002,MFM(마카오),19:35,20:03,19:53,여객,지연,,
제주항공,7C3405,SPN(사이판),19:45,20:02,19:54,여객,지연,,
진에어,LJ914,GUM(괌),19:55,21:17,21:06,여객,지연,,
에어서울,RS812,DYG(장가계),19:55,20:45,20:34,여객,지연,,
콴타스항공,QF87,SYD(시드니),20:25,21:28,21:17,여객,지연,급유 및 배유,
진에어,LJ268,FUK(후쿠오카),20:55,21:31,21:20,여객,지연,,
대한항공,KE552,NRT(도쿄/나리타),21:05,21:32,21:13,화물,지연,,
티웨이항공,TW502,SYD(시드니),21:30,22:07,21:55,여객,지연,,
대한항공,KE274,VCP(비라코프스),21:35,22:05,21:53,화물,지연,기타(지연코드 외),
아시아나항공,OZ998,TSN(천진),21:35,21:55,21:46,화물,지연,,
